bin_low_edge,contents,binlabel,error
-0.01,0.0,,0.0
0.0,0.3453333333333333,,0.010728984626287387
0.01,0.19466666666666665,,0.008055363982396382
0.02,0.066,,0.00469041575982343
0.03,0.107,,0.005972157622389639
0.04,0.056,,0.004320493798938573
0.05,0.059,,0.00443471156521669
0.06,0.03333333333333333,,0.0033333333333333335
0.07,0.041666666666666664,,0.00372677996249965
0.08,0.022,,0.0027080128015453202
0.09,0.023,,0.002768874620972692
0.1,0.008,,0.001632993161855452
0.11,0.014666666666666666,,0.0022110831935702666
0.12,0.005333333333333333,,0.0013333333333333333
0.13,0.005333333333333333,,0.0013333333333333333
0.14,0.0036666666666666666,,0.0011055415967851333
0.15,0.0023333333333333335,,0.0008819171036881969
0.16,0.0036666666666666666,,0.0011055415967851333
0.17,0.0033333333333333335,,0.0010540925533894599
0.18,0.0,,0.0
0.19,0.003,,0.001
0.2,0.0,,0.0
0.21,0.0,,0.0
0.22,0.0013333333333333333,,0.0006666666666666666
0.23,0.0,,0.0
0.24,0.0,,0.0
0.25,0.0013333333333333333,,0.0006666666666666666
0.26,0.0,,0.0
0.27,0.0,,0.0
0.28,0.0,,0.0
0.29,0.0,,0.0
0.3,0.0,,0.0
0.31,0.0,,0.0
0.32,0.0,,0.0
0.33,0.0,,0.0
0.34,0.0,,0.0
0.35000000000000003,0.0,,0.0
0.36,0.0,,0.0
0.37,0.0,,0.0
0.38,0.0,,0.0
0.39,0.0,,0.0
0.4,0.0,,0.0
