unique_id,second_unique_id,score
7656332299308412694,8834969783108428620,-422.716
7656332299308412694,-6478237343193102295,-407.4
7656332299308412694,4807309339255709840,-441.532
7656332299308412694,3342651214084702024,-443.905
7656332299308412694,-3634043162377062123,-451.442
7656332299308412694,-6028561486382518432,-437.024
7656332299308412694,1173760363995119909,-442.778
7656332299308412694,5987428991231097357,-444.583
7656332299308412694,-3991007531881892754,-423.929
7656332299308412694,699231180272282110,-428.355
7656332299308412694,-7798257147912034918,-450.341
7656332299308412694,-4063037262079803772,-417.88
7656332299308412694,5087453961413551137,-179.462
7656332299308412694,7548414178576466944,-173.208
7656332299308412694,5066106398485395533,-420.723
7656332299308412694,-7231125957256959386,-433.403
7656332299308412694,-6785318672435007247,-467.92
7656332299308412694,8098125751271273458,-446.272
7656332299308412694,-6170207641721615624,-412.424
7656332299308412694,-3299239993491156909,-442.051
7656332299308412694,3020177226210406153,-423.128
7656332299308412694,6559849131423367148,-160.542
7656332299308412694,-6138895173485037185,-427.194
7656332299308412694,-3437542729890120064,-445.13
7656332299308412694,-658078957913864792,-456.621
7656332299308412694,-8107202198149034496,-426.959
7656332299308412694,-2708280104215305734,-424.564
7656332299308412694,-6381135896718724095,-448.8
7656332299308412694,7260615920859775557,-442.318
7656332299308412694,-4635034142724780603,-159.502
7656332299308412694,8061674923517213296,-185.386
7656332299308412694,-6084281092104908607,-443.417
7656332299308412694,-8501023744514898123,-417.88
7656332299308412694,1533637568210783802,-436.811
7656332299308412694,-2663880716506744888,-425.094
7656332299308412694,3893469965217752281,-439.379
7656332299308412694,-6156303979434295083,-426.228
7656332299308412694,-6944130675537547589,-442.849
7656332299308412694,-660397594252164806,-429.815
7656332299308412694,5745334412515153620,-428.763
7656332299308412694,-686191159622241480,-418.864
7656332299308412694,-1491399928372265317,-450.727
7656332299308412694,-3232531456911750814,-426.055
7656332299308412694,-6778428729696682130,-417.88
7656332299308412694,1895204085760204442,-427.013
7656332299308412694,4209377981302608759,-420.239
7656332299308412694,4662051948016029452,-437.041
7656332299308412694,-873221036309224253,-433.403
7656332299308412694,8659822589160176673,-442.045
7656332299308412694,-4121073669895234471,-443.86
7656332299308412694,5616078295027358551,-192.562
7656332299308412694,2387347694963411672,-458.627
7656332299308412694,562206148682631912,-443.955
7656332299308412694,7600716048248972826,-426.57
7656332299308412694,-3988378635212457670,-459.458
7656332299308412694,-1269931802774652026,-448.774
7656332299308412694,8729198669139471579,-451.154
7656332299308412694,-551634570514840180,-450.798
7656332299308412694,-6899001202539983799,-467.906
7656332299308412694,6701977404000280641,-471.294
7656332299308412694,-1660016348269225692,-424.289
7656332299308412694,-1416641310641414825,-194.473
7656332299308412694,3917965840465455612,-428.802
7656332299308412694,2207922032865882575,-463.146
7656332299308412694,-8667086051145763462,-428.456
7656332299308412694,-7952692742360355799,-433.183
7656332299308412694,-2281669489761263655,-426.247
7656332299308412694,5021864125432492011,-462.893
7656332299308412694,75219830094639980,-409.37
7656332299308412694,460496702627901797,-464.014
7656332299308412694,4285431399989245073,-449.208
7656332299308412694,4866041672870413027,-453.627
7656332299308412694,-14738859745464792,-447.345
7656332299308412694,-9020299283665944738,-470.078
7656332299308412694,7823614672267247612,-442.596
7656332299308412694,-213785110841277033,-455.456
3520889313781664455,4101543271753761741,-447.088
3520889313781664455,-7895446867319719446,-329.009
3520889313781664455,4203982788930345093,-231.195
3520889313781664455,3211167014208589976,-468.513
3520889313781664455,-8279455191712412124,-455.416
3520889313781664455,-7532487975348871303,-473.783
3520889313781664455,-5947102114582201831,-458.623
3520889313781664455,4062136893161647545,-231.129
3520889313781664455,4979397670495805091,-441.43
3520889313781664455,-2140628345011917312,-465.194
3520889313781664455,-6206280036481643869,-435.865
3520889313781664455,-9001718291186356822,-246.715
3520889313781664455,4770398013392084470,-474.838
3520889313781664455,-1103941004466551643,-235.234
3520889313781664455,7301044111390827316,-468.501
3520889313781664455,-3474147240176822363,-454.958
3520889313781664455,-6313721469389627735,-325.487
3520889313781664455,2921573752542374381,-464.22
3520889313781664455,-934303857119801307,-426.738
3520889313781664455,8147706269783926128,-434.408
3520889313781664455,8834969783108428620,-323.054
3520889313781664455,-6478237343193102295,-430.044
3520889313781664455,4807309339255709840,-257.925
3520889313781664455,3342651214084702024,-448.586
3520889313781664455,-3634043162377062123,-439.37
3520889313781664455,-6028561486382518432,-446.556
3520889313781664455,1173760363995119909,-448.916
3520889313781664455,5987428991231097357,-460.113
3520889313781664455,-3991007531881892754,-231.068
3520889313781664455,699231180272282110,-432.052
3520889313781664455,-7798257147912034918,-428.1
3520889313781664455,-4063037262079803772,-319.076
3520889313781664455,5087453961413551137,-451.163
3520889313781664455,7548414178576466944,-457.093
3520889313781664455,5066106398485395533,-319.483
3520889313781664455,-7231125957256959386,-429.415
3520889313781664455,-6785318672435007247,-476.448
3520889313781664455,8098125751271273458,-451.561
3520889313781664455,-6170207641721615624,-302.173
3520889313781664455,-3299239993491156909,-453.824
3520889313781664455,3020177226210406153,-449.457
3520889313781664455,6559849131423367148,-445.965
3520889313781664455,-6138895173485037185,-209.132
3520889313781664455,-3437542729890120064,-462.953
3520889313781664455,-658078957913864792,-430.895
3520889313781664455,-8107202198149034496,-330.498
3520889313781664455,-2708280104215305734,-231.673
3520889313781664455,-6381135896718724095,-452.327
3520889313781664455,7260615920859775557,-472.576
3520889313781664455,-4635034142724780603,-444.125
3520889313781664455,8061674923517213296,-461.74
3520889313781664455,-6084281092104908607,-445.938
3520889313781664455,-8501023744514898123,-319.076
3520889313781664455,1533637568210783802,-449.303
3520889313781664455,-2663880716506744888,-444.079
3520889313781664455,3893469965217752281,-441.825
3520889313781664455,-6156303979434295083,-439.798
3520889313781664455,-6944130675537547589,-248.303
3520889313781664455,-660397594252164806,-320.066
3520889313781664455,5745334412515153620,-232.554
3520889313781664455,-686191159622241480,-231.929
3520889313781664455,-1491399928372265317,-468.773
3520889313781664455,-3232531456911750814,-227.47
3520889313781664455,-6778428729696682130,-319.076
3520889313781664455,1895204085760204442,-233.336
3520889313781664455,4209377981302608759,-227.209
3520889313781664455,4662051948016029452,-231.786
3520889313781664455,-873221036309224253,-429.415
3520889313781664455,8659822589160176673,-444.682
3520889313781664455,-4121073669895234471,-467.086
3520889313781664455,5616078295027358551,-457.4
3520889313781664455,2387347694963411672,-439.004
3520889313781664455,562206148682631912,-445.387
3520889313781664455,7600716048248972826,-471.349
3520889313781664455,-3988378635212457670,-432.841
3520889313781664455,-1269931802774652026,-450.361
3520889313781664455,8729198669139471579,-461.784
3520889313781664455,-551634570514840180,-256.11
3520889313781664455,-6899001202539983799,-455.445
3520889313781664455,6701977404000280641,-439.03
3520889313781664455,-1660016348269225692,-430.698
3520889313781664455,-1416641310641414825,-446.045
3520889313781664455,3917965840465455612,-220.821
3520889313781664455,2207922032865882575,-456.157
3520889313781664455,-8667086051145763462,-435.411
3520889313781664455,-7952692742360355799,-421.873
3520889313781664455,-2281669489761263655,-424.641
3520889313781664455,5021864125432492011,-446.826
3520889313781664455,75219830094639980,-465.594
3520889313781664455,460496702627901797,-448.048
3520889313781664455,4285431399989245073,-454.581
3520889313781664455,4866041672870413027,-496.131
3520889313781664455,-14738859745464792,-245.459
3520889313781664455,-9020299283665944738,-463.685
3520889313781664455,7823614672267247612,-478.947
3520889313781664455,-213785110841277033,-258.575
4101543271753761741,-7895446867319719446,-443.153
4101543271753761741,4203982788930345093,-442.386
4101543271753761741,3211167014208589976,-405.693
4101543271753761741,-8279455191712412124,-436.947
4101543271753761741,-7532487975348871303,-193.65
4101543271753761741,-5947102114582201831,-417.446
4101543271753761741,4062136893161647545,-442.695
4101543271753761741,4979397670495805091,-384.775
4101543271753761741,-2140628345011917312,-186.354
4101543271753761741,-6206280036481643869,-432.691
4101543271753761741,-9001718291186356822,-431.409
4101543271753761741,4770398013392084470,-417.528
4101543271753761741,-1103941004466551643,-434.268
4101543271753761741,7301044111390827316,-187.704
4101543271753761741,-3474147240176822363,-408.048
4101543271753761741,-6313721469389627735,-445.3
4101543271753761741,2921573752542374381,-179.737
4101543271753761741,-934303857119801307,-415.649
4101543271753761741,8147706269783926128,-452.216
4101543271753761741,8834969783108428620,-430.795
4101543271753761741,-6478237343193102295,-430.192
4101543271753761741,4807309339255709840,-426.745
4101543271753761741,3342651214084702024,-135.641
4101543271753761741,-3634043162377062123,-460.875
4101543271753761741,-6028561486382518432,-464.02
4101543271753761741,1173760363995119909,-135.702
4101543271753761741,5987428991231097357,-175.63
4101543271753761741,-3991007531881892754,-441.347
4101543271753761741,699231180272282110,-418.139
4101543271753761741,-7798257147912034918,-392.867
4101543271753761741,-4063037262079803772,-428.761
4101543271753761741,5087453961413551137,-449.704
4101543271753761741,7548414178576466944,-461.094
4101543271753761741,5066106398485395533,-445.779
4101543271753761741,-7231125957256959386,-420.959
4101543271753761741,-6785318672435007247,-428.889
4101543271753761741,8098125751271273458,-142.633
4101543271753761741,-6170207641721615624,-431.122
4101543271753761741,-3299239993491156909,-371.647
4101543271753761741,3020177226210406153,-451.372
4101543271753761741,6559849131423367148,-437.375
4101543271753761741,-6138895173485037185,-428.543
4101543271753761741,-3437542729890120064,-186.318
4101543271753761741,-658078957913864792,-394.076
4101543271753761741,-8107202198149034496,-437.507
4101543271753761741,-2708280104215305734,-447.022
4101543271753761741,-6381135896718724095,-139.044
4101543271753761741,7260615920859775557,-193.716
4101543271753761741,-4635034142724780603,-446.664
4101543271753761741,8061674923517213296,-455.176
4101543271753761741,-6084281092104908607,-131.544
4101543271753761741,-8501023744514898123,-428.761
4101543271753761741,1533637568210783802,-415.31
4101543271753761741,-2663880716506744888,-427.884
4101543271753761741,3893469965217752281,-128.967
4101543271753761741,-6156303979434295083,-421.121
4101543271753761741,-6944130675537547589,-424.149
4101543271753761741,-660397594252164806,-444.413
4101543271753761741,5745334412515153620,-443.977
4101543271753761741,-686191159622241480,-443.832
4101543271753761741,-1491399928372265317,-184.488
4101543271753761741,-3232531456911750814,-432.858
4101543271753761741,-6778428729696682130,-428.761
4101543271753761741,1895204085760204442,-449.807
4101543271753761741,4209377981302608759,-438.067
4101543271753761741,4662051948016029452,-431.926
4101543271753761741,-873221036309224253,-420.959
4101543271753761741,8659822589160176673,-128.25
4101543271753761741,-4121073669895234471,-179.435
4101543271753761741,5616078295027358551,-438.108
4101543271753761741,2387347694963411672,-373.837
4101543271753761741,562206148682631912,-128.974
4101543271753761741,7600716048248972826,-457.82
4101543271753761741,-3988378635212457670,-388.519
4101543271753761741,-1269931802774652026,-376.828
4101543271753761741,8729198669139471579,-182.977
4101543271753761741,-551634570514840180,-444.143
4101543271753761741,-6899001202539983799,-401.623
4101543271753761741,6701977404000280641,-388.519
4101543271753761741,-1660016348269225692,-117.405
4101543271753761741,-1416641310641414825,-458.123
4101543271753761741,3917965840465455612,-448.156
4101543271753761741,2207922032865882575,-386.132
4101543271753761741,-8667086051145763462,-419.806
4101543271753761741,-7952692742360355799,-410.803
4101543271753761741,-2281669489761263655,-404.924
4101543271753761741,5021864125432492011,-373.59
4101543271753761741,75219830094639980,-432.316
4101543271753761741,460496702627901797,-402.111
4101543271753761741,4285431399989245073,-381.385
4101543271753761741,4866041672870413027,-437.828
4101543271753761741,-14738859745464792,-432.04
4101543271753761741,-9020299283665944738,-413.491
4101543271753761741,7823614672267247612,-452.333
4101543271753761741,-213785110841277033,-439.448
-7895446867319719446,4203982788930345093,-273.546
-7895446867319719446,3211167014208589976,-426.414
-7895446867319719446,-8279455191712412124,-413.591
-7895446867319719446,-7532487975348871303,-434.793
-7895446867319719446,-5947102114582201831,-401.507
-7895446867319719446,4062136893161647545,-291.318
-7895446867319719446,4979397670495805091,-412.722
-7895446867319719446,-2140628345011917312,-443.181
-7895446867319719446,-6206280036481643869,-403.409
-7895446867319719446,-9001718291186356822,-277.856
-7895446867319719446,4770398013392084470,-415.56
-7895446867319719446,-1103941004466551643,-266.279
-7895446867319719446,7301044111390827316,-439.428
-7895446867319719446,-3474147240176822363,-409.514
-7895446867319719446,-6313721469389627735,-155.38
-7895446867319719446,2921573752542374381,-422.373
-7895446867319719446,-934303857119801307,-404.846
-7895446867319719446,8147706269783926128,-394.807
-7895446867319719446,8834969783108428620,-152.224
-7895446867319719446,-6478237343193102295,-401.961
-7895446867319719446,4807309339255709840,-268.152
-7895446867319719446,3342651214084702024,-423.546
-7895446867319719446,-3634043162377062123,-421.093
-7895446867319719446,-6028561486382518432,-410.761
-7895446867319719446,1173760363995119909,-432.465
-7895446867319719446,5987428991231097357,-422.373
-7895446867319719446,-3991007531881892754,-281.59
-7895446867319719446,699231180272282110,-389.922
-7895446867319719446,-7798257147912034918,-411.689
-7895446867319719446,-4063037262079803772,-154.055
-7895446867319719446,5087453961413551137,-408.167
-7895446867319719446,7548414178576466944,-419.27
-7895446867319719446,5066106398485395533,-151.79
-7895446867319719446,-7231125957256959386,-388.527
-7895446867319719446,-6785318672435007247,-426.707
-7895446867319719446,8098125751271273458,-425.09
-7895446867319719446,-6170207641721615624,-130.941
-7895446867319719446,-3299239993491156909,-419.045
-7895446867319719446,3020177226210406153,-446.737
-7895446867319719446,6559849131423367148,-405.029
-7895446867319719446,-6138895173485037185,-256.952
-7895446867319719446,-3437542729890120064,-439.263
-7895446867319719446,-658078957913864792,-414.69
-7895446867319719446,-8107202198149034496,-162.863
-7895446867319719446,-2708280104215305734,-270.398
-7895446867319719446,-6381135896718724095,-435.735
-7895446867319719446,7260615920859775557,-446.352
-7895446867319719446,-4635034142724780603,-409.662
-7895446867319719446,8061674923517213296,-422.586
-7895446867319719446,-6084281092104908607,-430.067
-7895446867319719446,-8501023744514898123,-155.484
-7895446867319719446,1533637568210783802,-412.578
-7895446867319719446,-2663880716506744888,-410.779
-7895446867319719446,3893469965217752281,-428.714
-7895446867319719446,-6156303979434295083,-412.349
-7895446867319719446,-6944130675537547589,-287.286
-7895446867319719446,-660397594252164806,-153.033
-7895446867319719446,5745334412515153620,-278.215
-7895446867319719446,-686191159622241480,-273.025
-7895446867319719446,-1491399928372265317,-420.877
-7895446867319719446,-3232531456911750814,-295.322
-7895446867319719446,-6778428729696682130,-154.055
-7895446867319719446,1895204085760204442,-286.18
-7895446867319719446,4209377981302608759,-278.23
-7895446867319719446,4662051948016029452,-262.934
-7895446867319719446,-873221036309224253,-388.527
-7895446867319719446,8659822589160176673,-430.031
-7895446867319719446,-4121073669895234471,-434.907
-7895446867319719446,5616078295027358551,-415.435
-7895446867319719446,2387347694963411672,-401.71
-7895446867319719446,562206148682631912,-429.869
-7895446867319719446,7600716048248972826,-445.887
-7895446867319719446,-3988378635212457670,-430.404
-7895446867319719446,-1269931802774652026,-433.547
-7895446867319719446,8729198669139471579,-439.264
-7895446867319719446,-551634570514840180,-307.131
-7895446867319719446,-6899001202539983799,-433.474
-7895446867319719446,6701977404000280641,-429.087
-7895446867319719446,-1660016348269225692,-428.531
-7895446867319719446,-1416641310641414825,-395.257
-7895446867319719446,3917965840465455612,-293.9
-7895446867319719446,2207922032865882575,-425.122
-7895446867319719446,-8667086051145763462,-388.903
-7895446867319719446,-7952692742360355799,-381.366
-7895446867319719446,-2281669489761263655,-393.597
-7895446867319719446,5021864125432492011,-415.133
-7895446867319719446,75219830094639980,-416.968
-7895446867319719446,460496702627901797,-403.414
-7895446867319719446,4285431399989245073,-427.553
-7895446867319719446,4866041672870413027,-435.874
-7895446867319719446,-14738859745464792,-271.565
-7895446867319719446,-9020299283665944738,-424.84
-7895446867319719446,7823614672267247612,-425.131
-7895446867319719446,-213785110841277033,-303.438
4203982788930345093,3211167014208589976,-425.055
4203982788930345093,-8279455191712412124,-411.788
4203982788930345093,-7532487975348871303,-431.562
4203982788930345093,-5947102114582201831,-409.464
4203982788930345093,4062136893161647545,-206.922
4203982788930345093,4979397670495805091,-399.436
4203982788930345093,-2140628345011917312,-436.883
4203982788930345093,-6206280036481643869,-391.439
4203982788930345093,-9001718291186356822,-174.724
4203982788930345093,4770398013392084470,-432.385
4203982788930345093,-1103941004466551643,-165.317
4203982788930345093,7301044111390827316,-434.278
4203982788930345093,-3474147240176822363,-415.202
4203982788930345093,-6313721469389627735,-269.64
4203982788930345093,2921573752542374381,-430.852
4203982788930345093,-934303857119801307,-383.12
4203982788930345093,8147706269783926128,-386.695
4203982788930345093,8834969783108428620,-267.99
4203982788930345093,-6478237343193102295,-388.547
4203982788930345093,4807309339255709840,-186.626
4203982788930345093,3342651214084702024,-415.521
4203982788930345093,-3634043162377062123,-393.115
4203982788930345093,-6028561486382518432,-404.125
4203982788930345093,1173760363995119909,-426.768
4203982788930345093,5987428991231097357,-430.83
4203982788930345093,-3991007531881892754,-206.862
4203982788930345093,699231180272282110,-376.93
4203982788930345093,-7798257147912034918,-404.566
4203982788930345093,-4063037262079803772,-266.719
4203982788930345093,5087453961413551137,-407.692
4203982788930345093,7548414178576466944,-414.831
4203982788930345093,5066106398485395533,-265.525
4203982788930345093,-7231125957256959386,-388.325
4203982788930345093,-6785318672435007247,-435.327
4203982788930345093,8098125751271273458,-423.673
4203982788930345093,-6170207641721615624,-240.334
4203982788930345093,-3299239993491156909,-411.298
4203982788930345093,3020177226210406153,-398.289
4203982788930345093,6559849131423367148,-407.601
4203982788930345093,-6138895173485037185,-148.329
4203982788930345093,-3437542729890120064,-432.642
4203982788930345093,-658078957913864792,-409.576
4203982788930345093,-8107202198149034496,-278.591
4203982788930345093,-2708280104215305734,-173.607
4203982788930345093,-6381135896718724095,-430.71
4203982788930345093,7260615920859775557,-437.214
4203982788930345093,-4635034142724780603,-410.257
4203982788930345093,8061674923517213296,-417.512
4203982788930345093,-6084281092104908607,-429.236
4203982788930345093,-8501023744514898123,-266.719
4203982788930345093,1533637568210783802,-407.451
4203982788930345093,-2663880716506744888,-402.24
4203982788930345093,3893469965217752281,-438.157
4203982788930345093,-6156303979434295083,-395.805
4203982788930345093,-6944130675537547589,-174.275
4203982788930345093,-660397594252164806,-268.54
4203982788930345093,5745334412515153620,-211.554
4203982788930345093,-686191159622241480,-156.155
4203982788930345093,-1491399928372265317,-420.83
4203982788930345093,-3232531456911750814,-211.144
4203982788930345093,-6778428729696682130,-266.719
4203982788930345093,1895204085760204442,-212.884
4203982788930345093,4209377981302608759,-203.003
4203982788930345093,4662051948016029452,-162.005
4203982788930345093,-873221036309224253,-388.325
4203982788930345093,8659822589160176673,-430.545
4203982788930345093,-4121073669895234471,-432.923
4203982788930345093,5616078295027358551,-408.903
4203982788930345093,2387347694963411672,-398.247
4203982788930345093,562206148682631912,-429.8
4203982788930345093,7600716048248972826,-428.602
4203982788930345093,-3988378635212457670,-420.08
4203982788930345093,-1269931802774652026,-427.008
4203982788930345093,8729198669139471579,-432.642
4203982788930345093,-551634570514840180,-240.708
4203982788930345093,-6899001202539983799,-445.47
4203982788930345093,6701977404000280641,-419.894
4203982788930345093,-1660016348269225692,-426.592
4203982788930345093,-1416641310641414825,-400.713
4203982788930345093,3917965840465455612,-203.998
4203982788930345093,2207922032865882575,-417.425
4203982788930345093,-8667086051145763462,-381.238
4203982788930345093,-7952692742360355799,-369.91
4203982788930345093,-2281669489761263655,-378.67
4203982788930345093,5021864125432492011,-419.917
4203982788930345093,75219830094639980,-416.017
4203982788930345093,460496702627901797,-401.341
4203982788930345093,4285431399989245073,-424.682
4203982788930345093,4866041672870413027,-454.27
4203982788930345093,-14738859745464792,-171.835
4203982788930345093,-9020299283665944738,-414.201
4203982788930345093,7823614672267247612,-433.702
4203982788930345093,-213785110841277033,-239.854
3211167014208589976,-8279455191712412124,-457.213
3211167014208589976,-7532487975348871303,-425.394
3211167014208589976,-5947102114582201831,-241.193
3211167014208589976,4062136893161647545,-441.821
3211167014208589976,4979397670495805091,-262.337
3211167014208589976,-2140628345011917312,-426.135
3211167014208589976,-6206280036481643869,-462.695
3211167014208589976,-9001718291186356822,-445.556
3211167014208589976,4770398013392084470,-288.819
3211167014208589976,-1103941004466551643,-433.788
3211167014208589976,7301044111390827316,-430.009
3211167014208589976,-3474147240176822363,-238.837
3211167014208589976,-6313721469389627735,-424.921
3211167014208589976,2921573752542374381,-420.582
3211167014208589976,-934303857119801307,-438.101
3211167014208589976,8147706269783926128,-484.359
3211167014208589976,8834969783108428620,-423.18
3211167014208589976,-6478237343193102295,-467.812
3211167014208589976,4807309339255709840,-453.569
3211167014208589976,3342651214084702024,-400.974
3211167014208589976,-3634043162377062123,-483.074
3211167014208589976,-6028561486382518432,-479.795
3211167014208589976,1173760363995119909,-405.464
3211167014208589976,5987428991231097357,-419.78
3211167014208589976,-3991007531881892754,-441.758
3211167014208589976,699231180272282110,-421.272
3211167014208589976,-7798257147912034918,-425.006
3211167014208589976,-4063037262079803772,-419.642
3211167014208589976,5087453961413551137,-459.042
3211167014208589976,7548414178576466944,-457.932
3211167014208589976,5066106398485395533,-419.517
3211167014208589976,-7231125957256959386,-448.386
3211167014208589976,-6785318672435007247,-298.433
3211167014208589976,8098125751271273458,-396.469
3211167014208589976,-6170207641721615624,-401.512
3211167014208589976,-3299239993491156909,-424.057
3211167014208589976,3020177226210406153,-468.374
3211167014208589976,6559849131423367148,-448.383
3211167014208589976,-6138895173485037185,-413.669
3211167014208589976,-3437542729890120064,-422.443
3211167014208589976,-658078957913864792,-431.405
3211167014208589976,-8107202198149034496,-429.173
3211167014208589976,-2708280104215305734,-436.004
3211167014208589976,-6381135896718724095,-412.158
3211167014208589976,7260615920859775557,-421.352
3211167014208589976,-4635034142724780603,-449.239
3211167014208589976,8061674923517213296,-464.091
3211167014208589976,-6084281092104908607,-406.535
3211167014208589976,-8501023744514898123,-421.074
3211167014208589976,1533637568210783802,-452.696
3211167014208589976,-2663880716506744888,-445.186
3211167014208589976,3893469965217752281,-402.02
3211167014208589976,-6156303979434295083,-436.088
3211167014208589976,-6944130675537547589,-441.051
3211167014208589976,-660397594252164806,-417.3
3211167014208589976,5745334412515153620,-456.405
3211167014208589976,-686191159622241480,-425.906
3211167014208589976,-1491399928372265317,-419.095
3211167014208589976,-3232531456911750814,-446.876
3211167014208589976,-6778428729696682130,-419.642
3211167014208589976,1895204085760204442,-457.696
3211167014208589976,4209377981302608759,-437.9
3211167014208589976,4662051948016029452,-430.486
3211167014208589976,-873221036309224253,-448.386
3211167014208589976,8659822589160176673,-403.584
3211167014208589976,-4121073669895234471,-429.358
3211167014208589976,5616078295027358551,-450.314
3211167014208589976,2387347694963411672,-257.674
3211167014208589976,562206148682631912,-407.813
3211167014208589976,7600716048248972826,-477.344
