bin_low_edge,contents,binlabel,error
-0.016,0.0,,0.0
0.0,0.999003984063745,,0.0015722873895457345
0.016,0.9960629921259843,,0.0048411301899031756
0.032,0.625,,0.16112123830526193
0.048,0.918918918918919,,0.09117976431093411
0.064,0.875,,0.13360253832161462
0.08,0.9846153846153847,,0.03709565319482944
0.096,1.0,,0.026439609493000615
0.112,1.0,,0.050970002126288105
0.128,0.875,,0.2349127023724249
0.14400000000000002,0.0,,0.0
0.16,1.0,,0.42264973081037416
0.176,1.0,,0.24016431434840746
0.192,0.0,,0.0
0.20800000000000002,0.0,,0.0
0.224,0.0,,0.0
0.24,0.0,,0.0
0.256,0.0,,0.0
0.272,0.0,,0.0
0.28800000000000003,0.0,,0.0
0.304,0.0,,0.0
0.32,0.0,,0.0
0.336,0.0,,0.0
0.352,0.0,,0.0
0.368,0.0,,0.0
0.384,0.0,,0.0
0.4,0.0,,0.0
