bin_low_edge,contents,binlabel,error
-2.5,0.0,,0.0
-1.5,23.0,,4.795831523312719
-0.5,2934,,54.16641025580336
0.5,13,,3.605551275463989
1.5,24,,4.898979485566356
2.5,2,,1.4142135623730951
3.5,3,,1.7320508075688772
4.5,0.0,,0.0
5.5,1.0,,1.0
6.5,0.0,,0.0
