d_3p_del,d_5p_del,d_gene,count
5,3,IGHD1/OR15-1b*01,1
8,13,IGHD3-22*01,6
4,10,IGHD3-3*02,8
8,7,IGHD3-3*02,6
7,5,IGHD2-8*02,3
15,6,IGHD2-21*02,1
15,5,IGHD3-10*02,1
2,14,IGHD2-15*01,4
0,16,IGHD3-16*02,4
3,5,IGHD5/OR15-5b*01,19
4,3,IGHD4-4*01,12
13,9,IGHD3-3*02,2
0,12,IGHD3-10*02,18
3,0,IGHD4-17*01,52
17,10,IGHD3-16*02,1
0,4,IGHD4-23*01,34
14,1,IGHD2-21*02,27
12,7,IGHD3/OR15-3b*01,4
14,1,IGHD2-8*02,16
18,1,IGHD2-8*02,2
2,1,IGHD1-20*01,6
5,11,IGHD3-9*01,6
10,5,IGHD3-9*01,32
18,2,IGHD3-22*01,6
4,2,IGHD4-4*01,2
0,0,IGHD2-2*01,5
7,3,IGHD2-15*01,24
16,2,IGHD3-10*01,6
2,24,IGHD2-15*01,2
6,3,IGHD2-8*02,2
12,0,IGHD2-2*03,4
8,1,IGHD5-5*01,25
0,12,IGHD3-3*02,5
4,6,IGHD3-16*02,10
7,4,IGHD5-5*01,4
10,0,IGHD6-6*01,5
16,4,IGHD2-2*03,4
18,5,IGHD3-9*01,2
2,6,IGHD6-25*01,3
2,16,IGHD2-21*02,2
12,11,IGHD2-8*02,1
7,8,IGHD2-21*01,9
2,14,IGHD3/OR15-3b*01,5
15,8,IGHD3-16*02,7
15,4,IGHD2-21*02,1
15,4,IGHD2-8*01,1
15,2,IGHD3-16*02,18
14,1,IGHD2/OR15-2b*01,2
6,14,IGHD3-9*01,5
6,0,IGHD3-9*01,43
9,15,IGHD3/OR15-3b*01,1
0,9,IGHD1-14*01,8
9,4,IGHD2-21*01,4
4,4,IGHD2-21*02,15
12,0,IGHD3-22*01,26
7,9,IGHD5/OR15-5b*01,2
2,4,IGHD2-8*02,3
10,14,IGHD2-21*01,2
3,1,IGHD2-21*02,87
2,3,IGHD2-2*02,22
6,5,IGHD2-15*01,124
19,1,IGHD3-16*02,3
17,1,IGHD3-22*01,5
8,0,IGHD3-3*02,4
5,1,IGHD1-14*01,1
3,16,IGHD3-16*02,7
8,0,IGHD6-13*01,21
4,2,IGHD2-21*02,6
7,14,IGHD2-21*01,2
16,1,IGHD2-15*01,8
0,6,IGHD3-3*01,19
5,5,IGHD6-6*01,1
7,6,IGHD3-16*02,17
2,14,IGHD5-5*01,1
3,7,IGHD1/OR15-1b*01,6
3,12,IGHD2-21*02,1
8,3,IGHD1/OR15-1b*01,2
12,0,IGHD3/OR15-3b*01,14
10,12,IGHD3-10*02,22
9,1,IGHD3-3*01,27
2,18,IGHD3-16*02,7
6,9,IGHD2-21*01,2
2,24,IGHD3-16*02,1
10,3,IGHD3-3*02,4
3,4,IGHD4-17*01,22
1,2,IGHD1-1*01,3
3,1,IGHD2-2*02,3
13,2,IGHD2-2*03,4
2,1,IGHD2-15*01,23
1,10,IGHD6-19*01,26
7,8,IGHD5-12*01,1
6,4,IGHD6-13*01,11
10,9,IGHD2-2*03,5
3,0,IGHD6-6*01,32
0,1,IGHD3-3*02,2
9,5,IGHD2-21*01,5
8,14,IGHD3-3*02,10
4,14,IGHD2/OR15-2b*01,1
7,6,IGHD5-12*01,2
6,8,IGHD3-16*01,1
8,5,IGHD5-5*01,5
2,23,IGHD2-8*02,6
0,16,IGHD2-15*01,22
6,28,IGHD3-16*01,1
5,5,IGHD3-10*01,51
7,0,IGHD5-5*01,30
5,13,IGHD2-8*02,4
6,16,IGHD3-16*02,10
2,12,IGHD3-3*02,5
1,0,IGHD3-16*02,4
4,2,IGHD3/OR15-3b*01,4
1,14,IGHD3-16*02,3
21,0,IGHD2-8*02,11
5,0,IGHD2-21*01,10
1,15,IGHD3-9*01,1
8,3,IGHD3-3*01,37
2,4,IGHD3-3*01,14
3,0,IGHD2-2*03,30
14,6,IGHD2/OR15-2b*01,1
7,3,IGHD3-10*01,244
6,2,IGHD2-15*01,19
6,10,IGHD6-6*01,1
3,11,IGHD5-24*01,1
0,3,IGHD3-3*02,4
2,0,IGHD2-2*03,22
14,12,IGHD2-8*01,1
1,17,IGHD3-3*02,4
8,0,IGHD2-8*01,1
8,0,IGHD2-21*02,1
1,5,IGHD1-26*01,70
16,4,IGHD3-22*01,1
12,4,IGHD3-9*01,4
10,0,IGHD5-12*01,49
12,2,IGHD3-9*01,8
8,5,IGHD3/OR15-3b*01,6
11,0,IGHD2-2*02,4
4,9,IGHD5-5*01,9
0,6,IGHD4-23*01,41
1,11,IGHD2-21*02,7
2,9,IGHD5-12*01,74
6,21,IGHD2/OR15-2b*01,1
5,3,IGHD5-5*01,8
9,6,IGHD3-10*02,10
16,7,IGHD3-16*02,9
9,15,IGHD2-8*02,2
6,4,IGHD1-26*01,15
11,4,IGHD3-3*02,1
2,6,IGHD2-15*01,7
1,7,IGHD1/OR15-1b*01,8
5,2,IGHD2-21*01,38
1,10,IGHD2-15*01,38
8,6,IGHD2-21*02,23
5,2,IGHD2-8*02,2
11,13,IGHD2/OR15-2b*01,2
3,3,IGHD5-5*01,25
5,6,IGHD3-10*01,98
4,14,IGHD3-16*02,3
18,6,IGHD2-8*01,1
13,9,IGHD3-9*01,8
3,8,IGHD2-8*01,29
9,17,IGHD2/OR15-2b*01,3
9,3,IGHD2-2*03,5
7,4,IGHD1-26*01,15
4,3,IGHD5/OR15-5b*01,5
15,16,IGHD3-16*02,15
2,10,IGHD2/OR15-2b*01,4
7,4,IGHD6-13*01,19
0,9,IGHD3-22*01,24
19,4,IGHD3-9*01,2
8,1,IGHD6-13*01,14
1,14,IGHD2/OR15-2b*01,5
2,5,IGHD1-14*01,5
9,16,IGHD2/OR15-2b*01,1
8,9,IGHD3-16*02,4
1,7,IGHD1-20*01,1
1,1,IGHD2-8*01,9
11,6,IGHD3-3*02,7
3,11,IGHD6-6*01,3
3,5,IGHD3-10*01,151
3,6,IGHD2-21*02,9
3,12,IGHD3-10*02,9
9,0,IGHD7-27*01,1
12,1,IGHD2-8*01,3
3,18,IGHD3-16*02,53
7,0,IGHD3-16*02,7
1,0,IGHD6-25*01,19
0,14,IGHD5-5*01,4
8,5,IGHD5-24*01,3
0,10,IGHD6-25*01,23
1,6,IGHD3-9*01,7
10,17,IGHD2-2*03,1
14,6,IGHD3-16*02,12
5,3,IGHD3-3*01,24
5,5,IGHD3-3*01,44
7,0,IGHD3-9*01,38
14,6,IGHD3-22*01,1
1,18,IGHD2-21*01,1
3,3,IGHD3-9*01,30
3,3,IGHD6-13*01,154
11,11,IGHD2-8*01,4
15,3,IGHD3-10*01,9
4,9,IGHD3-22*01,11
10,5,IGHD3/OR15-3b*01,5
16,8,IGHD3-9*01,1
5,8,IGHD5-24*01,6
3,2,IGHD2-2*03,22
2,3,IGHD3-3*01,3
18,3,IGHD3-16*02,2
2,8,IGHD3-10*02,2
2,11,IGHD3-9*01,11
10,9,IGHD3-10*02,15
12,4,IGHD5-5*01,1
18,9,IGHD3-16*02,1
9,6,IGHD5-5*01,1
6,20,IGHD3-16*01,1
8,10,IGHD2-8*01,1
6,8,IGHD3-10*02,7
13,4,IGHD3-3*02,1
7,2,IGHD2-15*01,37
3,5,IGHD7-27*01,1
2,9,IGHD3-10*02,5
13,18,IGHD3-16*02,6
10,1,IGHD3-10*01,54
7,1,IGHD6-25*01,8
12,3,IGHD3-3*01,23
2,2,IGHD1-26*01,62
1,18,IGHD3-16*02,3
14,10,IGHD3-16*02,15
5,9,IGHD3-16*02,16
6,5,IGHD5-12*01,9
5,15,IGHD3-16*02,6
3,10,IGHD4/OR15-4b*01,1
11,1,IGHD3-3*02,3
5,4,IGHD6-6*01,1
0,23,IGHD2-2*03,5
7,6,IGHD4-23*01,5
19,1,IGHD3-10*01,4
3,15,IGHD3/OR15-3b*01,1
2,12,IGHD6-19*01,6
0,10,IGHD2-2*02,60
12,5,IGHD2-8*02,1
1,19,IGHD2/OR15-2b*01,3
11,10,IGHD2-15*01,1
0,13,IGHD5-24*01,4
2,1,IGHD2-21*01,9
7,13,IGHD2/OR15-2b*01,3
1,7,IGHD3-10*01,29
17,8,IGHD3-9*01,1
0,11,IGHD2-8*01,2
17,2,IGHD3-9*01,5
3,13,IGHD3-10*02,9
21,11,IGHD3-16*02,1
14,4,IGHD3-3*02,2
3,10,IGHD6-19*01,35
6,7,IGHD2/OR15-2b*01,5
2,8,IGHD1-26*01,75
0,2,IGHD5-5*01,51
5,22,IGHD3-16*02,3
1,4,IGHD2-21*01,7
3,0,IGHD3-3*02,24
7,16,IGHD2-2*03,1
7,5,IGHD5/OR15-5b*01,14
9,6,IGHD3-16*01,2
0,10,IGHD3-16*02,2
3,12,IGHD2/OR15-2b*01,1
3,14,IGHD3-22*01,6
0,10,IGHD3-22*01,60
2,11,IGHD2-8*02,1
1,11,IGHD6-25*01,1
13,11,IGHD3-9*01,1
1,8,IGHD5-24*01,15
8,7,IGHD6-6*01,1
2,3,IGHD2-21*01,3
4,2,IGHD4-23*01,16
17,2,IGHD3-10*02,7
10,2,IGHD2-15*01,19
9,0,IGHD2-2*02,12
11,9,IGHD3-10*01,37
4,2,IGHD1/OR15-1b*01,7
20,5,IGHD3-16*02,1
1,2,IGHD2-15*01,39
11,5,IGHD2/OR15-2b*01,3
4,10,IGHD5-24*01,2
17,10,IGHD3-10*01,1
5,0,IGHD3-3*01,49
9,2,IGHD2/OR15-2b*01,2
3,13,IGHD6-6*01,1
8,11,IGHD3-3*02,5
2,5,IGHD6-13*01,52
11,1,IGHD2-8*01,4
11,16,IGHD2-8*02,1
0,7,IGHD5/OR15-5b*01,26
2,17,IGHD2-2*02,28
5,3,IGHD4/OR15-4b*01,9
7,1,IGHD3-16*02,6
17,8,IGHD3-22*01,1
5,11,IGHD5-12*01,4
7,11,IGHD3-16*02,2
7,13,IGHD3-16*02,40
0,18,IGHD2-8*02,1
3,7,IGHD5-24*01,2
2,19,IGHD3-22*01,5
5,11,IGHD3/OR15-3b*01,5
2,15,IGHD2-15*01,2
7,5,IGHD3-3*02,3
9,1,IGHD7-27*01,23
0,0,IGHD5/OR15-5b*01,11
2,21,IGHD3-16*01,1
19,0,IGHD2-2*02,4
10,0,IGHD3-3*01,114
4,0,IGHD3-22*01,100
0,2,IGHD2-15*01,21
0,9,IGHD4/OR15-4b*01,1
4,4,IGHD3-9*01,9
11,1,IGHD5-24*01,2
13,11,IGHD3-22*01,3
1,20,IGHD2-8*02,1
8,0,IGHD5-12*01,19
11,1,IGHD5/OR15-5b*01,2
0,1,IGHD1-1*01,21
1,5,IGHD1-7*01,6
1,7,IGHD3/OR15-3b*01,2
9,5,IGHD2-8*01,1
1,9,IGHD3-10*01,16
6,13,IGHD2-2*03,159
0,4,IGHD1-26*01,71
0,15,IGHD2-2*03,21
3,1,IGHD1-7*01,1
2,6,IGHD2-21*01,7
8,8,IGHD3-22*01,14
0,5,IGHD2-8*01,2
1,9,IGHD2-15*01,22
1,11,IGHD3-16*02,3
6,11,IGHD5/OR15-5b*01,2
20,6,IGHD3-22*01,2
15,8,IGHD2-2*03,1
0,11,IGHD3-16*01,1
1,3,IGHD2-21*01,14
15,5,IGHD3/OR15-3b*01,4
3,3,IGHD3-3*01,21
15,4,IGHD2-8*02,1
12,4,IGHD2-8*02,1
1,8,IGHD6-19*01,73
5,0,IGHD2-8*02,3
6,5,IGHD4/OR15-4b*01,1
8,4,IGHD3-3*02,2
9,4,IGHD3-3*01,33
3,3,IGHD1-1*01,2
10,0,IGHD2-2*03,25
9,11,IGHD2-8*01,1
13,6,IGHD3-3*02,5
0,23,IGHD3-16*01,2
3,4,IGHD5-24*01,14
17,1,IGHD3-16*02,2
8,4,IGHD5/OR15-5b*01,5
17,15,IGHD3-16*02,3
5,4,IGHD3-9*01,9
2,18,IGHD2-15*01,1
6,2,IGHD6-19*01,21
0,13,IGHD2-2*03,6
0,7,IGHD2-8*01,5
10,15,IGHD3-3*02,1
10,3,IGHD2-2*03,9
11,9,IGHD3/OR15-3b*01,9
11,15,IGHD3-3*02,1
14,0,IGHD3-22*01,31
7,4,IGHD6-19*01,7
22,4,IGHD3/OR15-3b*01,2
1,13,IGHD2-21*01,1
2,20,IGHD2-2*03,2
9,2,IGHD3-10*02,6
0,11,IGHD2-15*01,33
6,19,IGHD3/OR15-3b*01,1
11,7,IGHD3-3*01,6
5,2,IGHD3-3*01,31
0,9,IGHD3-3*02,5
3,10,IGHD3-10*02,19
7,1,IGHD5-5*01,8
3,11,IGHD2/OR15-2b*01,1
1,0,IGHD3-10*01,83
12,3,IGHD2-15*01,5
4,1,IGHD1-1*01,3
1,3,IGHD6-25*01,5
7,9,IGHD3-10*01,30
13,0,IGHD2-8*01,9
16,17,IGHD3-16*02,1
1,1,IGHD1-7*01,4
19,5,IGHD3-9*01,1
0,1,IGHD2-8*02,2
2,9,IGHD2-2*02,13
3,3,IGHD2-2*03,29
9,9,IGHD3-9*01,8
11,0,IGHD3/OR15-3b*01,2
1,17,IGHD2/OR15-2b*01,2
6,4,IGHD5-5*01,9
4,8,IGHD6-19*01,12
7,10,IGHD6-19*01,2
2,16,IGHD3-22*01,13
12,8,IGHD2-8*01,5
1,10,IGHD5-5*01,7
9,2,IGHD1-26*01,2
16,5,IGHD3-3*01,2
5,21,IGHD2/OR15-2b*01,1
7,4,IGHD4-23*01,15
4,8,IGHD5-5*01,1
0,13,IGHD3/OR15-3b*01,18
2,10,IGHD3-10*02,4
3,13,IGHD6-19*01,1
10,11,IGHD3-10*02,10
6,3,IGHD2-15*01,13
6,5,IGHD1-26*01,46
7,3,IGHD3-16*02,29
4,1,IGHD3-22*01,70
21,0,IGHD3-3*02,2
2,2,IGHD5-12*01,49
10,4,IGHD3-9*01,20
4,12,IGHD2-2*03,17
7,7,IGHD2-21*01,5
2,17,IGHD3-22*01,13
13,1,IGHD2/OR15-2b*01,7
4,3,IGHD6-25*01,13
6,3,IGHD3-10*01,71
16,0,IGHD2-21*02,17
2,17,IGHD3-16*02,21
9,9,IGHD3-10*02,9
10,4,IGHD3-3*02,4
18,4,IGHD3-10*01,1
7,6,IGHD6-13*01,8
0,14,IGHD2-21*02,15
14,8,IGHD2/OR15-2b*01,1
2,4,IGHD5/OR15-5b*01,8
6,0,IGHD2-21*01,3
4,2,IGHD3-22*01,40
10,1,IGHD3/OR15-3b*01,3
1,2,IGHD3-3*01,19
0,22,IGHD2-15*01,2
10,4,IGHD5/OR15-5b*01,1
16,3,IGHD2-8*02,3
2,13,IGHD2/OR15-2b*01,21
7,12,IGHD2-15*01,7
1,6,IGHD1-14*01,2
6,2,IGHD6-6*01,1
12,1,IGHD1-1*01,2
0,3,IGHD2-2*02,8
4,6,IGHD6-6*01,2
10,4,IGHD5-5*01,1
5,3,IGHD4-17*01,34
10,13,IGHD3-10*02,9
6,3,IGHD3-16*02,16
6,9,IGHD3-16*02,4
6,10,IGHD5/OR15-5b*01,4
6,7,IGHD1-26*01,7
19,1,IGHD2-2*03,1
4,1,IGHD6-25*01,9
8,4,IGHD2/OR15-2b*01,2
0,6,IGHD2-8*02,1
2,14,IGHD2-2*02,21
10,5,IGHD2-8*02,2
0,0,IGHD5-24*01,60
14,11,IGHD3-9*01,2
1,5,IGHD3-16*02,1
5,10,IGHD4-23*01,1
6,17,IGHD3-16*01,11
1,3,IGHD3-16*02,14
5,8,IGHD3-10*02,12
3,1,IGHD5/OR15-5b*01,22
10,5,IGHD3-10*01,67
1,11,IGHD5/OR15-5b*01,5
15,1,IGHD2-21*02,3
1,14,IGHD2-21*02,4
7,8,IGHD5/OR15-5b*01,3
0,14,IGHD2-8*02,3
16,5,IGHD2-8*02,1
10,1,IGHD5-24*01,19
6,8,IGHD2-15*01,14
0,2,IGHD3-3*01,17
14,2,IGHD3-22*01,32
1,12,IGHD2-21*01,6
10,1,IGHD4-23*01,20
2,14,IGHD6-19*01,1
8,8,IGHD2/OR15-2b*01,1
15,4,IGHD3-9*01,11
5,7,IGHD2-8*01,5
4,9,IGHD1/OR15-1b*01,2
6,4,IGHD5/OR15-5b*01,4
4,1,IGHD4-4*01,29
2,7,IGHD5/OR15-5b*01,10
5,21,IGHD3-16*02,1
1,3,IGHD3-10*01,43
0,28,IGHD3-16*01,2
5,13,IGHD2-21*02,8
24,0,IGHD3-9*01,1
12,0,IGHD1-26*01,1
12,1,IGHD3-3*01,6
15,6,IGHD3-10*02,1
6,1,IGHD6-25*01,1
10,14,IGHD3/OR15-3b*01,79
12,2,IGHD2-8*01,3
4,9,IGHD3-16*02,8
4,3,IGHD3-16*02,4
2,19,IGHD2-2*02,1
9,14,IGHD3-3*02,4
5,6,IGHD3/OR15-3b*01,10
2,7,IGHD2-8*02,2
0,12,IGHD2-2*02,4
16,4,IGHD3-10*01,3
4,2,IGHD5-24*01,29
15,1,IGHD3-10*02,2
16,9,IGHD3-16*02,8
0,24,IGHD2/OR15-2b*01,3
4,3,IGHD5-12*01,19
2,24,IGHD2/OR15-2b*01,1
8,6,IGHD3-22*01,40
10,0,IGHD5-5*01,14
8,12,IGHD3-16*02,19
1,4,IGHD1-20*01,15
8,6,IGHD3-16*02,3
0,16,IGHD3-10*02,4
9,6,IGHD1-26*01,1
0,1,IGHD4/OR15-4b*01,7
6,3,IGHD6-25*01,2
8,4,IGHD5-5*01,1
8,11,IGHD2-8*01,10
3,0,IGHD1/OR15-1b*01,5
6,3,IGHD1/OR15-1b*01,4
2,9,IGHD1-26*01,25
2,6,IGHD5-12*01,70
0,14,IGHD2-2*02,11
0,17,IGHD3-10*02,7
9,12,IGHD3-3*02,4
3,17,IGHD3-16*02,9
1,5,IGHD6-25*01,2
6,10,IGHD3-10*02,14
6,15,IGHD2-2*03,24
6,1,IGHD2-21*01,12
9,5,IGHD3-3*01,32
6,10,IGHD2-8*02,2
4,3,IGHD3-22*01,54
7,18,IGHD3-16*01,8
22,2,IGHD3-3*02,1
16,3,IGHD2-15*01,3
7,1,IGHD2-2*03,105
1,2,IGHD6-19*01,79
8,6,IGHD3-10*01,89
7,7,IGHD4-23*01,5
11,9,IGHD3-9*01,1
9,13,IGHD2-21*01,1
4,8,IGHD2-8*02,1
7,6,IGHD1-26*01,16
9,10,IGHD2-21*02,9
4,4,IGHD1/OR15-1b*01,2
12,8,IGHD2-21*02,2
14,2,IGHD2/OR15-2b*01,3
3,8,IGHD4/OR15-4b*01,1
4,21,IGHD3/OR15-3b*01,2
13,6,IGHD3-22*01,5
0,5,IGHD3-22*01,20
9,5,IGHD3-3*02,2
9,12,IGHD3/OR15-3b*01,2
8,9,IGHD2-21*02,7
19,4,IGHD3/OR15-3b*01,1
6,3,IGHD2-21*01,5
15,7,IGHD3-10*02,1
9,9,IGHD2-21*02,9
2,10,IGHD2-2*03,19
6,1,IGHD3-16*02,10
2,8,IGHD4-23*01,2
11,2,IGHD3-9*01,4
12,8,IGHD2-2*03,3
0,6,IGHD4-17*01,63
4,9,IGHD6-25*01,3
5,1,IGHD4-17*01,70
11,10,IGHD3-10*02,12
1,23,IGHD3-16*02,2
6,2,IGHD6-13*01,36
14,9,IGHD3/OR15-3b*01,5
7,8,IGHD1-26*01,1
3,4,IGHD3-22*01,38
4,5,IGHD3-9*01,15
11,0,IGHD2-15*01,6
11,3,IGHD2-2*03,8
4,10,IGHD2-8*02,12
3,2,IGHD1-20*01,2
19,5,IGHD3/OR15-3b*01,2
17,0,IGHD2-2*03,3
1,7,IGHD3-9*01,2
8,12,IGHD2/OR15-2b*01,1
9,11,IGHD3-3*02,2
7,6,IGHD3-10*02,7
3,11,IGHD2-21*02,6
12,5,IGHD3-9*01,17
13,5,IGHD3-3*01,9
5,17,IGHD3-16*01,17
12,1,IGHD3-22*01,39
1,21,IGHD2-15*01,8
4,15,IGHD2-21*02,1
21,8,IGHD3-16*02,3
4,4,IGHD3/OR15-3b*01,2
2,18,IGHD3-10*02,1
2,8,IGHD1-7*01,1
6,2,IGHD1/OR15-1b*01,3
7,2,IGHD5/OR15-5b*01,7
8,2,IGHD1-14*01,2
5,19,IGHD3-16*02,3
5,8,IGHD2-2*03,15
0,21,IGHD3-9*01,1
8,7,IGHD5/OR15-5b*01,13
2,9,IGHD5-5*01,2
15,10,IGHD2-2*03,1
2,13,IGHD6-25*01,1
0,13,IGHD3-16*02,8
16,10,IGHD2-2*03,1
4,4,IGHD3-3*01,11
5,1,IGHD3-9*01,27
0,0,IGHD2-2*03,22
10,12,IGHD2-15*01,1
13,0,IGHD3-22*01,23
0,0,IGHD3-22*01,58
4,7,IGHD5-12*01,17
21,1,IGHD3-3*01,1
5,6,IGHD4-17*01,2
2,2,IGHD1-14*01,3
9,13,IGHD2-2*03,3
5,8,IGHD6-6*01,2
20,0,IGHD3-16*02,11
4,13,IGHD2-21*02,8
10,1,IGHD2-2*03,41
12,7,IGHD3-3*01,5
3,14,IGHD2-21*02,6
5,0,IGHD5-5*01,46
2,0,IGHD2-2*02,18
3,5,IGHD6-19*01,135
11,13,IGHD3-3*02,6
17,2,IGHD3-22*01,14
12,11,IGHD3-3*02,1
11,11,IGHD2-15*01,1
3,7,IGHD3-16*01,1
9,14,IGHD2-2*03,1
6,4,IGHD3-10*01,85
3,10,IGHD5-12*01,6
0,6,IGHD5-24*01,55
7,2,IGHD3-16*02,13
13,10,IGHD2-8*01,2
5,11,IGHD3-10*02,29
3,11,IGHD6-13*01,6
6,8,IGHD2-21*01,7
4,12,IGHD2/OR15-2b*01,3
0,7,IGHD5-12*01,24
7,10,IGHD3-16*01,4
4,4,IGHD3-10*01,70
1,3,IGHD5-24*01,85
0,14,IGHD3-16*02,4
10,3,IGHD2-8*02,1
9,5,IGHD3-10*02,3
20,3,IGHD3-3*01,3
23,0,IGHD3-16*02,8
2,8,IGHD6-13*01,31
2,5,IGHD5-5*01,10
4,7,IGHD6-19*01,45
10,5,IGHD2-15*01,5
10,7,IGHD2-21*02,1
0,10,IGHD3-10*01,49
0,7,IGHD3-22*01,22
5,7,IGHD5-12*01,13
1,4,IGHD4-23*01,20
10,3,IGHD5/OR15-5b*01,5
0,1,IGHD5-5*01,77
6,18,IGHD3-16*02,17
1,3,IGHD2/OR15-2b*01,2
9,6,IGHD5-24*01,1
0,14,IGHD3-9*01,6
0,9,IGHD2-8*02,1
9,4,IGHD2/OR15-2b*01,3
0,4,IGHD3-9*01,4
6,12,IGHD3-9*01,4
19,7,IGHD3-3*02,4
4,1,IGHD1/OR15-1b*01,4
1,4,IGHD3-10*02,1
2,6,IGHD2/OR15-2b*01,1
5,11,IGHD6-6*01,1
8,5,IGHD5/OR15-5b*01,9
5,12,IGHD3-10*02,28
4,3,IGHD6-13*01,28
2,5,IGHD5-12*01,47
0,12,IGHD5-12*01,2
7,4,IGHD2/OR15-2b*01,2
0,3,IGHD5/OR15-5b*01,2
10,2,IGHD2-21*01,1
4,2,IGHD5-12*01,19
19,0,IGHD2/OR15-2b*01,2
6,1,IGHD3-10*01,76
5,5,IGHD2-21*02,6
5,13,IGHD3-22*01,17
5,16,IGHD2/OR15-2b*01,18
17,6,IGHD3-16*02,4
17,12,IGHD3-16*02,7
0,10,IGHD5-5*01,11
4,9,IGHD6-19*01,5
0,1,IGHD2-15*01,30
4,6,IGHD2-21*02,5
4,7,IGHD1-26*01,7
0,12,IGHD5/OR15-5b*01,1
2,9,IGHD3/OR15-3b*01,2
3,9,IGHD2-21*02,5
11,4,IGHD2-8*02,4
5,17,IGHD2-2*03,5
3,9,IGHD3/OR15-3b*01,8
17,0,IGHD3-9*01,4
8,5,IGHD2-21*02,107
9,7,IGHD3-9*01,14
8,1,IGHD3-10*02,2
4,12,IGHD3-16*02,9
3,17,IGHD3/OR15-3b*01,2
4,1,IGHD6-13*01,17
4,13,IGHD6-6*01,1
1,11,IGHD6-13*01,3
4,16,IGHD3-10*02,2
10,4,IGHD2-8*02,6
5,2,IGHD1-1*01,8
9,2,IGHD1-1*01,1
8,7,IGHD3-9*01,17
4,0,IGHD1-1*01,14
3,4,IGHD3-3*01,11
1,3,IGHD3-3*01,19
9,2,IGHD3-16*02,5
3,7,IGHD4/OR15-4b*01,8
5,4,IGHD4-17*01,13
6,11,IGHD2-21*02,4
18,2,IGHD3-3*02,1
20,8,IGHD3-16*02,1
9,1,IGHD2-8*01,1
7,2,IGHD4-4*01,1
6,8,IGHD5-12*01,9
19,0,IGHD3-10*01,6
14,6,IGHD3-10*01,41
6,9,IGHD2-15*01,6
5,6,IGHD2-21*02,4
17,0,IGHD3-22*01,12
14,11,IGHD2-8*01,6
8,5,IGHD3-16*01,4
4,3,IGHD2-21*02,12
6,10,IGHD3-22*01,13
6,5,IGHD3-9*01,12
1,15,IGHD3-10*02,2
13,3,IGHD3/OR15-3b*01,3
0,3,IGHD5-12*01,11
2,2,IGHD2-21*01,5
20,9,IGHD3/OR15-3b*01,1
0,4,IGHD6-19*01,146
3,2,IGHD2-8*02,5
2,6,IGHD3-10*02,1
13,5,IGHD2-2*03,8
4,8,IGHD3-22*01,37
11,3,IGHD2-15*01,2
11,8,IGHD3-10*02,4
2,13,IGHD2-15*01,25
1,1,IGHD1-26*01,36
6,7,IGHD3-10*01,72
19,0,IGHD3-16*02,2
7,17,IGHD3-16*01,37
5,9,IGHD5-24*01,6
19,0,IGHD3-22*01,5
5,13,IGHD2/OR15-2b*01,3
7,10,IGHD3-9*01,9
17,0,IGHD3/OR15-3b*01,2
11,3,IGHD3-3*01,10
1,6,IGHD1-7*01,4
9,4,IGHD2-15*01,9
8,2,IGHD3-3*02,2
9,6,IGHD3-3*02,2
1,4,IGHD4/OR15-4b*01,17
2,10,IGHD2-15*01,7
6,2,IGHD5-24*01,12
0,9,IGHD1/OR15-1b*01,78
14,12,IGHD3-10*02,1
2,4,IGHD2-21*01,5
11,11,IGHD3-10*02,14
10,3,IGHD5-5*01,6
5,5,IGHD1/OR15-1b*01,6
6,3,IGHD5/OR15-5b*01,6
0,14,IGHD3-22*01,30
19,3,IGHD3-22*01,5
13,0,IGHD2-8*02,3
6,0,IGHD3/OR15-3b*01,31
0,9,IGHD6-6*01,5
12,1,IGHD5/OR15-5b*01,2
1,0,IGHD6-19*01,162
1,11,IGHD2-2*02,35
5,4,IGHD4-4*01,3
16,0,IGHD2-8*01,6
18,0,IGHD3/OR15-3b*01,2
2,8,IGHD5-12*01,62
14,10,IGHD2-8*01,1
13,2,IGHD3-10*02,6
11,2,IGHD2-8*01,2
9,0,IGHD3-10*01,258
10,13,IGHD2-15*01,3
3,11,IGHD3-22*01,31
1,15,IGHD2-15*01,8
0,3,IGHD6-19*01,196
16,1,IGHD3-3*01,1
11,1,IGHD3-9*01,6
11,7,IGHD3-9*01,1
2,4,IGHD1-1*01,19
1,27,IGHD2/OR15-2b*01,1
9,6,IGHD3/OR15-3b*01,3
9,5,IGHD1-14*01,1
5,0,IGHD4-23*01,35
9,6,IGHD5-12*01,1
6,9,IGHD3-10*02,8
2,13,IGHD2-8*02,1
10,6,IGHD2-8*01,1
5,11,IGHD3-16*01,2
5,3,IGHD6-19*01,27
17,4,IGHD3-16*02,9
13,2,IGHD2-8*02,7
6,1,IGHD1-1*01,3
5,0,IGHD4-4*01,25
4,3,IGHD1-26*01,18
7,10,IGHD3-10*02,11
1,5,IGHD2-21*01,6
6,7,IGHD5-5*01,1
14,3,IGHD3/OR15-3b*01,8
7,3,IGHD6-6*01,11
7,1,IGHD2-8*02,5
4,16,IGHD2-21*02,3
11,8,IGHD3-3*02,3
3,11,IGHD5-12*01,6
24,4,IGHD3-22*01,1
8,12,IGHD2-8*01,4
10,6,IGHD3-22*01,55
13,0,IGHD2-21*02,2
12,10,IGHD3-9*01,1
12,0,IGHD3-9*01,17
3,1,IGHD2-8*02,9
5,1,IGHD2/OR15-2b*01,6
