d_5p_del,d_3p_del,d_gene,count
0,7,IGHD1-26*01,3
1,4,IGHD4-4*01,3
8,4,IGHD6-13*01,1
10,5,IGHD3-10*02,3
12,0,IGHD2-8*02,1
10,6,IGHD3-10*02,2
13,1,IGHD2-2*03,1
1,0,IGHD2-15*01,11
7,1,IGHD4-17*01,1
0,5,IGHD2-2*03,1
4,1,IGHD6-13*01,6
6,6,IGHD1-26*01,6
5,10,IGHD3-22*01,1
9,3,IGHD5-12*01,4
10,1,IGHD6-6*01,10
0,4,IGHD5-24*01,9
5,8,IGHD3-3*01,2
14,5,IGHD3/OR15-3b*01,1
3,11,IGHD3/OR15-3b*01,1
6,3,IGHD6-19*01,17
15,2,IGHD3-22*01,1
14,0,IGHD2-21*02,2
7,12,IGHD3-22*01,5
12,4,IGHD3-16*02,2
1,2,IGHD3-9*01,1
8,13,IGHD3-22*01,1
7,3,IGHD4-4*01,2
7,5,IGHD2-8*02,1
2,0,IGHD5-5*01,5
4,2,IGHD2-15*01,1
4,1,IGHD3-10*01,6
15,5,IGHD3-10*02,1
1,3,IGHD4-4*01,3
27,0,IGHD3/OR15-3b*01,1
9,10,IGHD3-22*01,7
6,5,IGHD2-21*02,3
9,1,IGHD3-10*01,2
13,1,IGHD2-15*01,2
2,2,IGHD7-27*01,3
10,8,IGHD3/OR15-3b*01,2
8,5,IGHD2-2*03,1
1,13,IGHD5-24*01,1
0,6,IGHD3-16*02,8
3,10,IGHD2-8*01,1
0,4,IGHD5-5*01,12
10,10,IGHD2-21*02,1
7,1,IGHD1/OR15-1b*01,2
17,5,IGHD3/OR15-3b*01,1
4,0,IGHD2-2*03,4
4,0,IGHD4-17*01,13
5,1,IGHD6-25*01,2
0,4,IGHD4-23*01,4
3,4,IGHD3-10*01,9
0,0,IGHD1-20*01,1
12,7,IGHD3/OR15-3b*01,2
9,5,IGHD3-22*01,3
7,7,IGHD6-13*01,1
15,3,IGHD5/OR15-5b*01,1
1,0,IGHD3-9*01,2
18,1,IGHD2-8*02,1
2,1,IGHD3-16*02,2
5,11,IGHD3-9*01,1
10,5,IGHD3-9*01,1
10,0,IGHD3-3*02,1
4,4,IGHD6-19*01,1
4,13,IGHD3-10*01,6
4,13,IGHD3-3*01,1
8,6,IGHD5-12*01,5
2,2,IGHD3-3*01,5
1,5,IGHD2/OR15-2b*01,4
11,3,IGHD6-13*01,2
1,15,IGHD2-8*02,1
0,0,IGHD2-2*01,4
5,3,IGHD3/OR15-3b*01,1
7,3,IGHD2-15*01,4
1,12,IGHD3-10*01,9
2,2,IGHD2-2*03,6
14,0,IGHD6-19*01,4
6,15,IGHD3-10*02,1
0,8,IGHD2-15*01,1
13,2,IGHD6-6*01,1
12,0,IGHD2-2*03,2
8,1,IGHD5-5*01,1
3,12,IGHD3-3*01,1
0,4,IGHD2-15*01,5
6,0,IGHD1-26*01,14
3,14,IGHD3-9*01,1
10,7,IGHD3-22*01,3
11,0,IGHD5-12*01,1
7,13,IGHD3-10*01,9
4,6,IGHD3-16*02,11
3,1,IGHD6-19*01,6
7,8,IGHD2-15*01,3
9,8,IGHD2-2*03,1
10,0,IGHD6-6*01,1
11,20,IGHD3-16*02,1
16,4,IGHD2/OR15-2b*01,2
16,4,IGHD2-2*03,1
5,2,IGHD5-5*01,1
3,4,IGHD1-1*01,5
9,6,IGHD2-21*02,1
0,0,IGHD2/OR15-2b*01,6
0,15,IGHD2-2*02,1
3,3,IGHD2-8*02,1
3,1,IGHD4-17*01,8
15,4,IGHD2-21*02,1
15,2,IGHD3-16*02,8
6,0,IGHD3-16*02,1
9,10,IGHD3/OR15-3b*01,3
3,6,IGHD2-15*01,2
8,3,IGHD5-5*01,1
6,14,IGHD3-9*01,1
6,0,IGHD3-9*01,1
0,16,IGHD3-22*01,7
18,0,IGHD2-21*02,1
9,1,IGHD1/OR15-1b*01,1
5,4,IGHD1/OR15-1b*01,2
12,0,IGHD3-22*01,1
1,0,IGHD5-5*01,14
6,5,IGHD1/OR15-1b*01,2
3,5,IGHD2-15*01,1
6,6,IGHD3-3*01,3
5,16,IGHD2-8*01,1
2,2,IGHD6-6*01,1
1,1,IGHD3-16*02,3
2,14,IGHD3-3*02,4
5,3,IGHD6-6*01,1
4,6,IGHD5-12*01,2
16,4,IGHD2-21*01,1
2,12,IGHD5-5*01,1
1,7,IGHD3-22*01,22
14,7,IGHD3/OR15-3b*01,1
1,2,IGHD5-24*01,1
5,5,IGHD4-4*01,2
0,3,IGHD5-24*01,4
26,0,IGHD2/OR15-2b*01,1
11,13,IGHD2-8*01,1
12,3,IGHD3-22*01,1
3,1,IGHD2-21*02,1
5,3,IGHD5-24*01,2
5,3,IGHD1-26*01,6
0,0,IGHD4-17*01,24
6,7,IGHD6-19*01,2
3,11,IGHD3-3*01,2
5,17,IGHD3-22*01,1
4,4,IGHD6-13*01,1
6,5,IGHD2-15*01,3
1,4,IGHD3-10*02,1
19,1,IGHD3-16*02,2
17,1,IGHD3-22*01,1
9,11,IGHD2-8*02,1
12,13,IGHD2-8*01,1
6,9,IGHD5-5*01,2
0,23,IGHD3-16*02,2
11,4,IGHD3-10*02,6
3,3,IGHD5-24*01,2
11,3,IGHD3-10*02,3
7,7,IGHD5-12*01,1
6,19,IGHD3-3*01,1
1,8,IGHD6-25*01,1
10,7,IGHD3-10*01,7
7,2,IGHD1-26*01,1
16,2,IGHD2-2*03,5
0,6,IGHD3-3*01,8
3,3,IGHD5/OR15-5b*01,1
5,3,IGHD3-10*01,1
13,10,IGHD3-3*02,3
5,8,IGHD2-21*01,1
3,0,IGHD5-12*01,1
7,6,IGHD3-16*02,4
14,0,IGHD3-16*02,1
16,10,IGHD2-8*02,1
1,14,IGHD3-22*01,2
2,5,IGHD2-21*02,2
9,2,IGHD2-8*02,1
7,2,IGHD3-9*01,1
26,3,IGHD3-16*01,3
3,7,IGHD1/OR15-1b*01,2
17,9,IGHD3-16*02,5
3,12,IGHD2-21*02,2
5,0,IGHD6-25*01,3
0,4,IGHD2-21*02,1
8,7,IGHD3/OR15-3b*01,1
6,0,IGHD3-3*01,3
20,1,IGHD2-2*02,1
2,6,IGHD4/OR15-4b*01,1
9,14,IGHD3-16*02,1
3,6,IGHD5-12*01,1
1,13,IGHD2-21*02,2
2,0,IGHD1/OR15-1b*01,2
3,4,IGHD4-17*01,7
0,5,IGHD1/OR15-1b*01,2
4,11,IGHD2-15*01,1
3,1,IGHD2-2*02,6
11,7,IGHD3-3*02,1
7,10,IGHD2-15*01,2
2,9,IGHD2-21*02,1
0,1,IGHD1-26*01,1
2,1,IGHD2-15*01,7
8,8,IGHD3-9*01,4
2,4,IGHD4-23*01,2
4,13,IGHD3-22*01,4
19,0,IGHD2-15*01,1
5,1,IGHD7-27*01,1
2,10,IGHD2-21*02,1
0,0,IGHD2-8*01,3
8,0,IGHD6-13*01,6
4,13,IGHD3-16*02,3
12,13,IGHD3-10*02,2
10,9,IGHD2-2*03,1
3,0,IGHD6-6*01,5
0,1,IGHD3-3*02,1
11,13,IGHD3-16*02,1
8,9,IGHD2-21*01,1
4,19,IGHD3-16*02,1
0,0,IGHD3-3*01,7
4,12,IGHD5-24*01,2
1,0,IGHD2-2*02,6
7,6,IGHD5-12*01,5
0,8,IGHD2-2*02,1
12,5,IGHD2-21*02,6
0,7,IGHD5-24*01,6
9,9,IGHD2-8*02,1
11,2,IGHD2-2*02,1
9,2,IGHD3-3*02,1
0,1,IGHD3-9*01,6
5,5,IGHD3-10*01,10
7,5,IGHD6-13*01,7
23,0,IGHD2-2*03,1
15,13,IGHD3-16*02,2
6,9,IGHD3-9*01,1
9,9,IGHD3/OR15-3b*01,1
8,0,IGHD6-19*01,13
6,3,IGHD3-9*01,2
7,0,IGHD5-5*01,1
0,1,IGHD2-8*01,3
5,7,IGHD5/OR15-5b*01,1
14,2,IGHD3-3*02,3
0,6,IGHD5-5*01,5
6,6,IGHD2-21*02,3
18,7,IGHD3-16*01,3
12,3,IGHD6-19*01,2
13,14,IGHD3-16*02,4
6,11,IGHD2-21*02,1
0,23,IGHD3-22*01,1
9,0,IGHD2-8*02,1
9,3,IGHD5/OR15-5b*01,2
0,24,IGHD3-9*01,1
10,9,IGHD2-21*02,2
4,6,IGHD3-10*01,6
0,10,IGHD2-8*01,1
2,12,IGHD3-10*02,1
2,1,IGHD1-1*01,1
1,0,IGHD1-20*01,3
6,5,IGHD3-10*02,2
4,2,IGHD3/OR15-3b*01,4
1,14,IGHD3-16*02,6
6,8,IGHD2-2*03,2
2,14,IGHD3-16*02,1
5,1,IGHD3-10*01,6
1,1,IGHD3-9*01,8
2,4,IGHD3-3*01,7
4,12,IGHD2-8*01,1
3,0,IGHD2-2*03,7
1,4,IGHD5-5*01,3
7,0,IGHD4-23*01,2
12,13,IGHD3-9*01,1
6,2,IGHD2-15*01,1
9,9,IGHD2-15*01,4
7,3,IGHD3-22*01,3
0,2,IGHD1-1*01,2
10,6,IGHD6-19*01,1
7,13,IGHD2-8*02,1
3,14,IGHD3/OR15-3b*01,1
8,3,IGHD1-26*01,1
3,0,IGHD5-24*01,2
5,9,IGHD5-12*01,1
11,10,IGHD2-21*02,1
7,3,IGHD5-24*01,1
24,2,IGHD3-16*01,1
1,1,IGHD6-25*01,1
2,6,IGHD1-1*01,3
0,1,IGHD3-10*02,2
3,4,IGHD2/OR15-2b*01,1
9,8,IGHD3-22*01,1
5,6,IGHD4-23*01,1
1,5,IGHD1-26*01,8
7,8,IGHD3-16*02,1
3,2,IGHD1-7*01,1
1,2,IGHD4-17*01,9
1,2,IGHD2-2*03,22
10,0,IGHD5-12*01,3
7,0,IGHD3-22*01,2
9,5,IGHD3/OR15-3b*01,1
11,2,IGHD2-21*02,3
1,3,IGHD3-9*01,5
0,3,IGHD2-8*01,2
5,0,IGHD4-17*01,2
1,5,IGHD3-9*01,7
7,10,IGHD3-9*01,3
10,4,IGHD3-22*01,3
7,5,IGHD3-9*01,4
0,9,IGHD3-10*01,11
11,4,IGHD6-6*01,1
7,3,IGHD3-9*01,1
6,18,IGHD3-10*02,1
9,11,IGHD3-22*01,1
1,0,IGHD1-14*01,2
6,0,IGHD2-21*02,2
4,17,IGHD3-3*01,1
9,6,IGHD3-10*02,2
3,12,IGHD5-24*01,2
2,10,IGHD3-3*01,1
7,6,IGHD2-21*02,1
0,15,IGHD3/OR15-3b*01,1
10,4,IGHD2-15*01,1
0,0,IGHD2-2*03,4
11,4,IGHD3-3*02,1
3,0,IGHD3/OR15-3b*01,1
7,11,IGHD3/OR15-3b*01,1
1,7,IGHD1/OR15-1b*01,2
28,5,IGHD3-16*01,1
8,3,IGHD3-10*01,2
9,3,IGHD2-8*02,1
13,0,IGHD1-14*01,1
1,10,IGHD2-15*01,1
8,6,IGHD2-21*02,2
5,2,IGHD2-8*02,1
6,14,IGHD3-16*02,1
15,4,IGHD3-10*02,1
4,5,IGHD1-1*01,1
11,7,IGHD2-8*01,1
5,6,IGHD3-10*01,5
4,14,IGHD3-16*02,2
9,15,IGHD3-16*02,7
9,0,IGHD1-14*01,1
11,2,IGHD3-16*02,1
10,5,IGHD3-22*01,3
4,3,IGHD5-24*01,2
13,1,IGHD5-24*01,1
2,1,IGHD2-2*03,11
7,7,IGHD6-19*01,3
18,8,IGHD3-16*02,4
2,0,IGHD3-22*01,25
0,25,IGHD2/OR15-2b*01,1
6,5,IGHD3/OR15-3b*01,1
0,7,IGHD3-10*01,23
10,14,IGHD3-10*01,1
0,0,IGHD1-26*01,3
14,1,IGHD5-5*01,1
16,4,IGHD3/OR15-3b*01,1
15,16,IGHD3-16*02,2
4,0,IGHD4-23*01,11
13,0,IGHD2-2*02,2
16,9,IGHD2-2*03,4
4,2,IGHD2-2*03,8
13,3,IGHD3-3*02,1
2,0,IGHD3-10*02,1
19,2,IGHD3/OR15-3b*01,1
14,4,IGHD2-2*03,3
13,5,IGHD2-15*01,3
7,4,IGHD6-13*01,1
7,3,IGHD3-3*02,1
0,9,IGHD3-22*01,8
6,0,IGHD6-19*01,14
17,5,IGHD2/OR15-2b*01,4
6,17,IGHD3-16*02,1
0,2,IGHD2-2*01,6
9,11,IGHD3-10*01,7
11,3,IGHD6-25*01,3
8,1,IGHD6-13*01,3
9,8,IGHD5/OR15-5b*01,1
9,6,IGHD3-9*01,1
5,7,IGHD2-21*01,1
29,0,IGHD3-16*01,1
8,8,IGHD3-16*01,1
9,7,IGHD2/OR15-2b*01,1
2,5,IGHD1-14*01,1
21,1,IGHD2/OR15-2b*01,1
17,0,IGHD3-22*01,2
8,9,IGHD3-16*02,1
1,7,IGHD3-16*02,3
8,3,IGHD3-16*02,1
2,12,IGHD2-2*03,1
11,6,IGHD3-3*02,8
27,0,IGHD3-16*02,2
1,13,IGHD2-2*03,1
18,0,IGHD2-15*01,2
4,1,IGHD2-2*03,1
12,7,IGHD3-10*02,4
12,4,IGHD3-10*02,1
1,0,IGHD3-3*01,1
9,0,IGHD1-7*01,1
0,7,IGHD4/OR15-4b*01,1
14,7,IGHD2-2*03,5
3,6,IGHD2-21*02,1
5,16,IGHD2-21*02,1
3,12,IGHD3/OR15-3b*01,1
20,1,IGHD2-15*01,3
9,0,IGHD7-27*01,2
0,1,IGHD2-2*01,4
5,7,IGHD3-10*01,3
17,7,IGHD3-16*01,5
0,2,IGHD3-3*02,1
0,12,IGHD3/OR15-3b*01,2
1,4,IGHD3-22*01,12
7,0,IGHD5-24*01,1
9,2,IGHD1/OR15-1b*01,4
2,1,IGHD6-13*01,4
3,18,IGHD3-16*02,1
0,5,IGHD3-10*01,6
13,10,IGHD3/OR15-3b*01,3
0,0,IGHD1-7*01,7
0,15,IGHD6-6*01,3
8,5,IGHD5-24*01,2
0,14,IGHD3-3*01,3
12,1,IGHD6-6*01,2
14,9,IGHD2-15*01,1
0,10,IGHD6-25*01,2
7,8,IGHD3-3*01,2
6,10,IGHD3-22*01,1
5,11,IGHD5/OR15-5b*01,1
1,6,IGHD3-9*01,31
0,9,IGHD5-12*01,6
14,6,IGHD3-16*02,1
5,3,IGHD3-3*01,1
3,4,IGHD4/OR15-4b*01,5
16,6,IGHD2-8*02,1
14,5,IGHD3-3*02,2
6,4,IGHD4-17*01,1
5,13,IGHD3-10*02,1
3,3,IGHD3-9*01,4
16,5,IGHD2-2*03,1
2,2,IGHD3-10*02,1
5,5,IGHD5-5*01,2
2,9,IGHD5-24*01,2
9,5,IGHD3-10*01,14
2,5,IGHD2-21*01,1
0,5,IGHD1-26*01,3
1,5,IGHD4-4*01,2
3,3,IGHD6-13*01,9
5,12,IGHD2-2*03,1
12,7,IGHD2-15*01,2
6,0,IGHD6-13*01,13
11,13,IGHD3-10*02,2
7,2,IGHD1-20*01,2
1,7,IGHD5-24*01,4
4,9,IGHD2-2*03,1
0,0,IGHD6-19*01,26
2,3,IGHD3-22*01,8
28,2,IGHD3-16*02,1
3,10,IGHD6-6*01,1
10,3,IGHD3-10*01,7
6,14,IGHD2-2*03,2
2,0,IGHD3-9*01,1
0,12,IGHD2-2*03,1
10,7,IGHD2-21*01,1
12,10,IGHD3-10*02,10
13,10,IGHD3-9*01,1
3,2,IGHD2-2*03,11
13,4,IGHD3-9*01,1
11,5,IGHD3-16*02,1
8,3,IGHD3-22*01,2
14,5,IGHD3-16*02,2
2,3,IGHD3-3*01,1
9,13,IGHD2-8*01,1
11,15,IGHD3-16*02,2
18,3,IGHD3-16*02,16
0,8,IGHD3-3*01,8
2,15,IGHD3-3*01,1
11,10,IGHD2-8*02,1
10,13,IGHD2/OR15-2b*01,1
2,3,IGHD6-13*01,17
0,4,IGHD3-3*01,6
8,4,IGHD2-15*01,3
11,8,IGHD3-16*01,2
1,5,IGHD6-19*01,1
7,6,IGHD3-3*01,2
21,1,IGHD2-15*01,1
4,4,IGHD2/OR15-2b*01,1
8,10,IGHD2-8*01,1
12,8,IGHD2/OR15-2b*01,1
5,2,IGHD3-22*01,6
2,1,IGHD6-19*01,6
4,8,IGHD5-24*01,1
3,2,IGHD3/OR15-3b*01,7
7,2,IGHD2-15*01,2
0,3,IGHD5-12*01,5
6,0,IGHD3-3*02,2
6,3,IGHD5-12*01,2
1,2,IGHD2-21*02,6
7,10,IGHD3-3*02,2
8,4,IGHD5-24*01,1
9,9,IGHD2-2*03,1
6,4,IGHD6-19*01,2
13,6,IGHD3-16*02,3
5,2,IGHD7-27*01,1
13,12,IGHD3-16*02,3
2,1,IGHD5-24*01,1
11,6,IGHD3-10*02,2
13,18,IGHD3-16*02,1
10,1,IGHD3-10*01,5
10,4,IGHD2-21*01,3
10,5,IGHD2-2*03,3
3,0,IGHD1-14*01,2
1,3,IGHD3-16*02,2
12,11,IGHD2-2*03,1
0,0,IGHD2-21*02,3
2,2,IGHD1-26*01,10
5,15,IGHD3-22*01,2
2,1,IGHD2-21*02,3
10,4,IGHD6-25*01,1
11,14,IGHD3-9*01,1
6,2,IGHD3-9*01,3
5,15,IGHD3-16*02,1
8,4,IGHD3-16*02,1
9,8,IGHD2/OR15-2b*01,1
11,1,IGHD3-3*02,1
0,4,IGHD6-19*01,3
15,2,IGHD3-3*02,1
5,4,IGHD6-6*01,1
11,3,IGHD6-19*01,1
0,4,IGHD2/OR15-2b*01,1
3,9,IGHD3-10*02,1
3,0,IGHD4-23*01,14
2,3,IGHD3/OR15-3b*01,1
6,8,IGHD3/OR15-3b*01,1
7,6,IGHD4-23*01,1
10,2,IGHD2-21*02,3
1,12,IGHD5-5*01,1
0,13,IGHD3-10*01,1
2,0,IGHD7-27*01,17
6,1,IGHD7-27*01,5
0,0,IGHD6-13*01,24
18,5,IGHD2-2*03,1
3,2,IGHD2-8*02,2
1,19,IGHD3-3*02,1
3,1,IGHD6-13*01,11
5,7,IGHD3-22*01,4
1,0,IGHD4-17*01,18
10,7,IGHD3-16*02,5
8,11,IGHD2-8*02,1
4,5,IGHD3-10*01,5
13,9,IGHD3/OR15-3b*01,18
9,5,IGHD2/OR15-2b*01,1
8,3,IGHD6-25*01,2
5,20,IGHD3-16*02,1
1,7,IGHD3-10*01,2
6,5,IGHD4-23*01,1
11,6,IGHD3-16*02,2
3,0,IGHD3-9*01,4
21,1,IGHD3-16*02,1
4,1,IGHD5-5*01,2
6,10,IGHD3-3*01,4
5,2,IGHD6-13*01,1
24,1,IGHD2-15*01,1
1,10,IGHD3-10*02,2
2,20,IGHD3-3*02,1
2,8,IGHD1-26*01,1
2,1,IGHD7-27*01,8
0,2,IGHD5-5*01,5
3,1,IGHD1-1*01,4
8,5,IGHD2-21*01,1
5,15,IGHD3-10*01,2
4,7,IGHD3-3*02,1
1,4,IGHD2-21*01,1
1,0,IGHD3-3*02,2
12,1,IGHD2-21*02,3
2,12,IGHD3/OR15-3b*01,2
10,2,IGHD3/OR15-3b*01,1
4,0,IGHD1-20*01,1
3,0,IGHD3-3*02,1
3,4,IGHD1-14*01,4
3,9,IGHD3-9*01,2
5,10,IGHD3-3*01,1
2,6,IGHD3-22*01,8
5,4,IGHD2-8*01,2
5,5,IGHD1-26*01,29
4,11,IGHD3-10*01,5
3,13,IGHD3-3*01,3
3,14,IGHD3-22*01,1
17,9,IGHD2-2*03,1
0,10,IGHD3-22*01,13
9,6,IGHD2-8*02,1
8,0,IGHD1-7*01,1
11,1,IGHD2-2*02,6
3,7,IGHD3-10*02,3
4,6,IGHD5-24*01,2
1,18,IGHD3-22*01,1
10,1,IGHD2-15*01,1
5,7,IGHD3/OR15-3b*01,1
1,3,IGHD3-3*02,2
3,9,IGHD5-5*01,2
18,0,IGHD3-16*02,3
18,6,IGHD3-16*02,1
4,8,IGHD3-10*01,5
8,7,IGHD6-6*01,21
1,7,IGHD2-15*01,2
2,3,IGHD2-21*01,1
8,1,IGHD2-21*02,2
12,2,IGHD6-19*01,3
0,6,IGHD2-2*02,10
0,11,IGHD5-24*01,1
5,3,IGHD4-23*01,1
1,1,IGHD3-10*01,6
25,0,IGHD3-16*01,1
11,0,IGHD6-6*01,1
4,4,IGHD5-24*01,4
6,9,IGHD3-3*02,1
1,2,IGHD1/OR15-1b*01,1
3,6,IGHD3-10*02,1
1,3,IGHD5/OR15-5b*01,1
22,7,IGHD3-16*01,1
29,0,IGHD3-16*02,1
20,5,IGHD3-16*02,3
1,2,IGHD2-15*01,3
11,3,IGHD5-12*01,2
13,11,IGHD3-16*02,1
15,8,IGHD3/OR15-3b*01,1
4,10,IGHD5-24*01,1
4,2,IGHD3-9*01,3
8,3,IGHD2-21*01,1
0,19,IGHD3-3*01,2
0,12,IGHD3-16*02,5
4,8,IGHD3-9*01,3
1,6,IGHD2-21*01,2
5,0,IGHD3-3*01,3
2,14,IGHD3-9*01,1
7,16,IGHD3/OR15-3b*01,1
13,0,IGHD2-15*01,5
3,16,IGHD2/OR15-2b*01,1
14,2,IGHD2-21*01,1
13,1,IGHD2-2*02,1
1,6,IGHD6-25*01,1
13,8,IGHD3-3*02,2
1,2,IGHD5-5*01,5
9,0,IGHD5-12*01,7
5,2,IGHD6-19*01,11
4,2,IGHD3-3*02,1
8,1,IGHD1-14*01,1
1,8,IGHD3-3*01,11
6,13,IGHD3-10*01,3
17,0,IGHD2-2*02,2
4,4,IGHD1/OR15-1b*01,2
7,4,IGHD2-2*03,7
17,1,IGHD2-2*03,1
29,5,IGHD3-16*01,1
14,0,IGHD2-21*01,1
7,3,IGHD3-10*01,4
2,4,IGHD2-15*01,3
15,2,IGHD5-5*01,1
6,2,IGHD7-27*01,1
4,10,IGHD3-3*01,2
17,3,IGHD3-16*01,2
0,2,IGHD2-8*01,1
3,14,IGHD5/OR15-5b*01,1
8,1,IGHD6-19*01,7
2,15,IGHD5-24*01,1
2,6,IGHD3/OR15-3b*01,2
17,2,IGHD3-16*02,4
7,13,IGHD3-16*02,2
0,9,IGHD5/OR15-5b*01,3
17,8,IGHD3-16*02,6
1,12,IGHD2/OR15-2b*01,1
2,18,IGHD3-10*01,2
3,7,IGHD5-24*01,1
2,19,IGHD3-22*01,1
12,6,IGHD3-16*02,1
1,0,IGHD2-21*02,5
5,2,IGHD1-7*01,1
15,7,IGHD2/OR15-2b*01,1
4,3,IGHD5-5*01,2
8,6,IGHD5/OR15-5b*01,1
5,6,IGHD2-2*03,6
7,4,IGHD3-3*01,1
4,5,IGHD3-22*01,4
3,7,IGHD1-26*01,2
0,5,IGHD2-15*01,5
4,0,IGHD2-2*02,1
1,4,IGHD4-17*01,14
8,5,IGHD3-22*01,1
13,7,IGHD2-21*02,1
0,27,IGHD2-8*02,1
10,0,IGHD6-13*01,1
1,8,IGHD6-13*01,2
12,10,IGHD2-8*02,1
14,7,IGHD3-22*01,2
2,7,IGHD3-10*01,10
19,0,IGHD2-2*02,2
0,2,IGHD5-12*01,7
4,0,IGHD3-22*01,7
8,15,IGHD3-10*02,1
0,2,IGHD2-15*01,1
2,1,IGHD3-22*01,12
3,8,IGHD5-5*01,2
25,5,IGHD3-16*02,1
1,6,IGHD5/OR15-5b*01,3
4,4,IGHD3-9*01,2
9,3,IGHD3-22*01,1
5,0,IGHD2-15*01,28
2,2,IGHD2-2*02,7
7,1,IGHD5-12*01,1
4,4,IGHD5-12*01,9
13,7,IGHD2-21*01,1
3,1,IGHD3-9*01,1
1,2,IGHD3/OR15-3b*01,3
5,1,IGHD2-2*02,14
7,0,IGHD2-21*01,2
8,0,IGHD5-12*01,3
0,1,IGHD1-1*01,6
15,3,IGHD2-2*03,2
1,4,IGHD5-12*01,5
10,6,IGHD2-15*01,1
16,0,IGHD6-6*01,6
10,8,IGHD2-21*02,3
1,2,IGHD1-26*01,7
6,6,IGHD3-16*01,1
9,5,IGHD2-8*01,1
1,9,IGHD3-10*01,11
4,6,IGHD1-26*01,2
18,1,IGHD3-16*02,2
9,5,IGHD5-24*01,2
7,2,IGHD1/OR15-1b*01,3
3,3,IGHD6-19*01,5
0,4,IGHD1-26*01,4
5,9,IGHD2-21*02,1
0,15,IGHD2-2*03,1
16,7,IGHD3/OR15-3b*01,1
12,14,IGHD3/OR15-3b*01,1
15,4,IGHD2-8*02,1
0,7,IGHD3-9*01,6
11,0,IGHD2-21*02,1
7,5,IGHD1-14*01,1
1,13,IGHD5/OR15-5b*01,2
10,1,IGHD2-2*02,2
17,7,IGHD2-8*02,1
14,7,IGHD3-9*01,1
0,5,IGHD2-8*01,1
2,0,IGHD6-6*01,10
4,6,IGHD2-8*01,2
4,11,IGHD3-16*02,1
2,0,IGHD2-2*03,4
1,9,IGHD2-15*01,3
20,6,IGHD3-16*02,1
1,11,IGHD3-16*02,1
5,10,IGHD2-2*03,1
9,0,IGHD3-10*02,2
12,4,IGHD6-6*01,4
4,7,IGHD3-3*01,8
11,9,IGHD2-2*03,1
3,4,IGHD4-23*01,2
1,8,IGHD5-24*01,1
2,7,IGHD3-22*01,9
9,4,IGHD2-8*02,1
7,4,IGHD2-21*02,3
7,19,IGHD3/OR15-3b*01,1
3,2,IGHD2/OR15-2b*01,3
13,7,IGHD2-15*01,1
7,5,IGHD2/OR15-2b*01,1
4,5,IGHD1/OR15-1b*01,1
0,5,IGHD3-22*01,22
9,8,IGHD2-21*02,4
8,0,IGHD2-15*01,5
9,3,IGHD3/OR15-3b*01,1
8,2,IGHD2-2*02,1
0,1,IGHD1-14*01,3
0,6,IGHD2-8*02,2
15,0,IGHD2-15*01,4
10,0,IGHD6-19*01,3
2,3,IGHD2-2*03,5
12,3,IGHD3-16*01,1
10,4,IGHD2/OR15-2b*01,3
3,7,IGHD5-12*01,1
13,3,IGHD5-24*01,1
5,11,IGHD3-10*01,5
13,4,IGHD2-15*01,1
6,13,IGHD3/OR15-3b*01,2
20,2,IGHD2-2*03,1
8,2,IGHD3-10*01,1
8,11,IGHD2-21*02,3
13,6,IGHD3-3*02,2
7,0,IGHD3-16*02,2
12,2,IGHD3-22*01,1
10,15,IGHD3-16*02,5
2,3,IGHD4-17*01,1
3,4,IGHD5-24*01,2
17,1,IGHD3-16*02,3
5,6,IGHD3-22*01,5
4,2,IGHD2-21*01,2
17,15,IGHD3-16*02,9
8,1,IGHD1/OR15-1b*01,1
1,19,IGHD3/OR15-3b*01,2
4,1,IGHD3-22*01,2
8,5,IGHD5/OR15-5b*01,1
3,5,IGHD2-2*03,5
3,16,IGHD3-22*01,1
4,2,IGHD6-25*01,11
6,10,IGHD2-21*02,4
1,12,IGHD3-3*01,2
12,8,IGHD3-9*01,1
9,6,IGHD2-2*03,2
6,2,IGHD6-19*01,3
11,1,IGHD2-15*01,2
17,1,IGHD3-3*02,1
0,3,IGHD2-21*02,2
5,4,IGHD1-26*01,3
10,3,IGHD2-2*03,4
7,16,IGHD2-8*02,1
0,8,IGHD3-16*01,2
2,0,IGHD6-25*01,1
14,0,IGHD3-22*01,2
7,4,IGHD6-19*01,6
3,8,IGHD3-10*01,2
7,6,IGHD2-15*01,5
5,0,IGHD1-14*01,3
3,7,IGHD4/OR15-4b*01,2
6,1,IGHD1-20*01,1
1,7,IGHD2-2*03,14
9,2,IGHD3-10*02,1
13,1,IGHD2-8*02,1
6,19,IGHD3/OR15-3b*01,1
5,1,IGHD5-12*01,2
4,15,IGHD3-16*02,3
11,5,IGHD2-2*03,7
5,2,IGHD3-3*01,1
4,1,IGHD3-16*02,4
13,10,IGHD2-2*03,1
6,11,IGHD3-16*02,2
7,1,IGHD5-5*01,1
23,6,IGHD3-16*02,1
9,9,IGHD2-21*02,2
1,0,IGHD3-10*01,10
3,5,IGHD5-12*01,1
16,3,IGHD3-3*02,2
12,3,IGHD2-15*01,1
4,1,IGHD1-1*01,1
9,0,IGHD6-6*01,1
1,3,IGHD6-25*01,3
4,7,IGHD3-16*01,1
14,2,IGHD5-5*01,1
7,9,IGHD3-10*01,3
7,6,IGHD2-2*03,2
3,1,IGHD5-5*01,3
4,6,IGHD3-3*02,1
