d_5p_del,d_3p_del,d_gene,count
1,5,IGHD3-10*01,5
9,19,IGHD3-16*02,8
3,7,IGHD3-9*01,3
5,4,IGHD5-12*01,6
3,13,IGHD3-9*01,1
7,16,IGHD3-22*01,2
3,1,IGHD1-26*01,4
6,10,IGHD3-10*01,11
13,5,IGHD2-21*02,1
4,7,IGHD3-10*01,2
2,6,IGHD2-2*03,10
2,5,IGHD3-9*01,8
3,1,IGHD3-3*01,4
2,13,IGHD5-24*01,2
14,12,IGHD2-2*03,4
3,7,IGHD3-22*01,2
5,0,IGHD2-2*03,21
1,7,IGHD5-5*01,1
13,5,IGHD3-10*02,2
12,4,IGHD2-2*03,3
0,1,IGHD3-3*01,5
15,0,IGHD3-3*02,1
8,8,IGHD6-6*01,5
5,9,IGHD2/OR15-2b*01,1
15,2,IGHD2-2*03,4
0,0,IGHD3-3*02,1
0,1,IGHD6-13*01,13
3,8,IGHD2-21*02,1
6,4,IGHD1-26*01,6
2,1,IGHD4/OR15-4b*01,2
3,4,IGHD4-4*01,1
8,5,IGHD3-3*02,1
9,15,IGHD2/OR15-2b*01,1
10,1,IGHD6-19*01,9
6,4,IGHD5-24*01,2
0,9,IGHD5-24*01,4
15,3,IGHD3-10*02,1
7,2,IGHD3-22*01,1
1,6,IGHD2-8*02,1
1,13,IGHD3-10*02,1
5,2,IGHD2-15*01,1
0,11,IGHD2-2*02,4
1,10,IGHD6-25*01,1
1,5,IGHD2-2*03,14
15,12,IGHD3-16*02,12
8,7,IGHD2-21*01,1
5,4,IGHD3-3*02,3
11,7,IGHD2-2*03,3
18,7,IGHD3-16*02,1
3,5,IGHD3-10*01,2
0,1,IGHD3/OR15-3b*01,1
0,4,IGHD5-12*01,8
1,5,IGHD4-23*01,6
1,9,IGHD2-21*02,2
6,6,IGHD3/OR15-3b*01,1
9,0,IGHD2-8*01,1
0,2,IGHD1/OR15-1b*01,3
9,2,IGHD1-7*01,1
4,4,IGHD1-26*01,2
0,1,IGHD2-21*02,4
7,2,IGHD3-3*01,2
0,18,IGHD3-22*01,1
13,11,IGHD3-10*02,1
1,17,IGHD3/OR15-3b*01,1
0,10,IGHD2-8*02,1
10,8,IGHD3-16*02,1
2,12,IGHD3-10*01,3
7,2,IGHD6-13*01,7
1,4,IGHD1-26*01,1
3,9,IGHD2-15*01,1
13,2,IGHD3/OR15-3b*01,1
8,0,IGHD1-26*01,3
10,1,IGHD3-3*02,1
6,10,IGHD2-15*01,1
8,7,IGHD6-13*01,1
3,7,IGHD3-3*02,1
2,3,IGHD5/OR15-5b*01,1
8,14,IGHD3-10*01,1
2,4,IGHD3-9*01,1
23,0,IGHD3/OR15-3b*01,3
6,1,IGHD2-8*02,3
11,11,IGHD3/OR15-3b*01,1
1,5,IGHD2-15*01,10
7,1,IGHD1-26*01,1
0,8,IGHD4-23*01,11
9,10,IGHD3-10*02,1
11,4,IGHD2-2*03,3
1,2,IGHD3-10*01,3
18,5,IGHD3-16*01,1
4,11,IGHD3-3*01,1
3,8,IGHD6-19*01,1
0,16,IGHD2-21*02,1
1,9,IGHD3-22*01,4
15,7,IGHD3-3*02,4
10,1,IGHD2-21*02,3
5,3,IGHD3-16*02,1
12,7,IGHD3-16*02,2
3,15,IGHD3-3*01,1
12,0,IGHD2-21*02,1
11,12,IGHD2-8*02,2
5,2,IGHD3-10*01,7
10,1,IGHD6-25*01,2
7,1,IGHD6-6*01,4
1,20,IGHD3-3*02,1
8,4,IGHD5-12*01,5
0,15,IGHD3-16*02,1
3,8,IGHD1-14*01,1
0,7,IGHD3-16*02,5
14,4,IGHD3-10*02,1
12,10,IGHD3-3*02,4
6,3,IGHD3-3*01,6
2,16,IGHD3-9*01,1
6,3,IGHD5-5*01,3
3,0,IGHD6-13*01,16
19,1,IGHD2-21*02,1
5,8,IGHD1-14*01,1
0,1,IGHD6-19*01,15
0,9,IGHD2-2*02,2
6,11,IGHD2-8*02,3
4,4,IGHD2-15*01,3
8,1,IGHD3-10*01,2
10,1,IGHD6-13*01,2
7,1,IGHD3-3*01,1
13,5,IGHD5/OR15-5b*01,1
4,8,IGHD2-15*01,1
5,4,IGHD6-25*01,2
6,6,IGHD3-10*01,2
13,3,IGHD2/OR15-2b*01,1
10,10,IGHD2-2*03,2
1,10,IGHD3-3*02,1
2,8,IGHD3-3*01,2
9,0,IGHD3-22*01,3
3,6,IGHD6-6*01,4
7,4,IGHD1/OR15-1b*01,1
4,3,IGHD2-8*01,1
3,8,IGHD3-3*01,3
2,2,IGHD1-20*01,1
1,7,IGHD3-3*01,3
9,12,IGHD3-10*02,1
10,0,IGHD2-21*01,2
3,4,IGHD3-9*01,3
5,5,IGHD6-19*01,4
3,10,IGHD3-9*01,2
7,2,IGHD6-19*01,11
3,0,IGHD4/OR15-4b*01,3
0,0,IGHD6-25*01,4
2,8,IGHD3-22*01,6
4,0,IGHD6-6*01,4
4,1,IGHD1-26*01,6
7,4,IGHD4-17*01,1
6,3,IGHD2-21*02,2
4,9,IGHD2-8*02,4
12,0,IGHD6-19*01,8
6,6,IGHD4-23*01,4
15,0,IGHD5/OR15-5b*01,1
1,7,IGHD7-27*01,6
8,9,IGHD2-15*01,2
1,1,IGHD6-13*01,13
0,2,IGHD4-4*01,1
7,3,IGHD2-8*02,1
6,8,IGHD2-8*01,2
10,13,IGHD2-2*03,1
2,1,IGHD5-12*01,1
5,6,IGHD6-13*01,1
7,0,IGHD6-6*01,5
17,7,IGHD2-2*03,1
7,5,IGHD2-15*01,2
4,6,IGHD6-19*01,1
4,23,IGHD3-16*02,1
10,7,IGHD3-10*02,1
4,6,IGHD5-5*01,1
6,0,IGHD4-23*01,4
9,13,IGHD3/OR15-3b*01,1
11,6,IGHD2-15*01,2
14,3,IGHD2-8*01,1
6,9,IGHD3-16*02,1
2,0,IGHD3-10*01,13
15,15,IGHD3-16*02,1
3,8,IGHD4-23*01,4
0,16,IGHD3-10*01,1
0,3,IGHD1/OR15-1b*01,1
5,3,IGHD3-22*01,4
7,10,IGHD2-8*02,1
0,1,IGHD4-17*01,21
9,5,IGHD5-12*01,1
0,2,IGHD3/OR15-3b*01,6
6,5,IGHD1-14*01,2
3,3,IGHD3-10*01,3
0,8,IGHD1/OR15-1b*01,7
0,17,IGHD2-8*01,1
5,0,IGHD1-20*01,5
4,10,IGHD2-8*01,1
5,7,IGHD2-21*02,2
10,6,IGHD3-10*01,14
4,4,IGHD5-5*01,2
11,2,IGHD2-15*01,3
0,8,IGHD3-10*01,9
1,7,IGHD3-16*01,1
0,16,IGHD2-2*03,1
10,6,IGHD3-3*02,1
8,4,IGHD3-22*01,10
6,0,IGHD6-25*01,1
9,2,IGHD2-15*01,1
5,2,IGHD5-24*01,1
13,5,IGHD2/OR15-2b*01,1
11,1,IGHD4/OR15-4b*01,4
7,6,IGHD3-10*01,5
14,2,IGHD2-8*01,1
11,5,IGHD3-9*01,1
0,12,IGHD5-5*01,1
7,12,IGHD3-3*02,2
13,8,IGHD2/OR15-2b*01,1
12,10,IGHD3-22*01,2
3,6,IGHD4/OR15-4b*01,1
2,8,IGHD5/OR15-5b*01,1
15,1,IGHD3-9*01,1
1,1,IGHD5-24*01,2
3,2,IGHD5-24*01,6
1,4,IGHD4-23*01,3
3,2,IGHD1-26*01,4
8,8,IGHD2-8*02,1
12,10,IGHD3-16*02,1
4,2,IGHD4-17*01,1
5,3,IGHD3-9*01,3
8,13,IGHD3-10*01,8
10,10,IGHD3/OR15-3b*01,5
3,0,IGHD1-7*01,2
6,1,IGHD5-5*01,2
7,8,IGHD2-2*03,1
8,1,IGHD4-23*01,1
6,14,IGHD3-10*01,4
14,1,IGHD2-15*01,4
3,4,IGHD6-13*01,2
14,1,IGHD2-21*01,1
6,13,IGHD2-21*02,1
6,2,IGHD2-2*02,17
2,3,IGHD1/OR15-1b*01,1
9,8,IGHD3-16*01,1
0,1,IGHD2-2*03,1
0,5,IGHD6-19*01,3
5,6,IGHD6-19*01,3
6,7,IGHD3-3*02,1
6,4,IGHD6-13*01,2
17,0,IGHD2-21*01,3
8,2,IGHD6-13*01,1
15,10,IGHD2-8*02,1
12,8,IGHD5/OR15-5b*01,1
7,4,IGHD2-8*02,1
9,14,IGHD3-22*01,1
6,2,IGHD3-22*01,5
14,0,IGHD6-6*01,1
6,2,IGHD3-16*02,4
6,1,IGHD1/OR15-1b*01,2
9,7,IGHD3-16*02,8
4,6,IGHD3-22*01,2
0,5,IGHD5-5*01,9
2,6,IGHD3-3*01,5
10,8,IGHD3-3*02,8
0,17,IGHD2-2*02,1
0,1,IGHD6-6*01,7
2,5,IGHD3-10*01,6
7,4,IGHD3-10*01,4
14,2,IGHD2-2*02,4
4,5,IGHD2-21*01,3
9,7,IGHD5/OR15-5b*01,1
7,6,IGHD5/OR15-5b*01,1
2,8,IGHD1-1*01,1
24,1,IGHD2/OR15-2b*01,1
8,0,IGHD2-2*02,2
7,0,IGHD5-12*01,1
9,0,IGHD5-24*01,1
10,9,IGHD3-22*01,3
11,12,IGHD2-2*03,1
7,5,IGHD3-22*01,1
2,8,IGHD3-10*01,1
13,3,IGHD6-6*01,1
4,5,IGHD5-12*01,2
3,1,IGHD4-23*01,1
0,4,IGHD3-3*02,3
0,20,IGHD2-8*02,3
2,5,IGHD2-2*03,3
7,0,IGHD7-27*01,2
7,8,IGHD3/OR15-3b*01,3
11,18,IGHD3-16*02,2
3,15,IGHD3-10*01,4
2,2,IGHD6-25*01,3
8,10,IGHD2-8*02,1
1,14,IGHD3/OR15-3b*01,1
0,9,IGHD5-5*01,2
6,3,IGHD1-26*01,9
1,18,IGHD2-8*02,1
1,2,IGHD6-25*01,1
6,8,IGHD3-10*01,17
8,2,IGHD5-5*01,1
2,10,IGHD3-22*01,8
2,5,IGHD5/OR15-5b*01,1
15,14,IGHD3-16*02,2
1,2,IGHD2-21*01,3
15,0,IGHD3-16*02,1
4,6,IGHD2-2*03,19
2,4,IGHD5-24*01,1
9,7,IGHD3/OR15-3b*01,1
25,1,IGHD3-16*02,1
7,1,IGHD2-21*02,3
0,8,IGHD6-25*01,1
3,21,IGHD3-9*01,1
8,0,IGHD7-27*01,2
14,0,IGHD2-2*03,2
0,2,IGHD4/OR15-4b*01,1
10,1,IGHD3-10*02,1
7,9,IGHD3-22*01,2
1,8,IGHD4-23*01,1
9,4,IGHD3-22*01,2
1,9,IGHD3-3*01,3
8,3,IGHD2-8*02,2
16,3,IGHD3/OR15-3b*01,3
1,18,IGHD3-10*02,1
4,4,IGHD7-27*01,1
1,7,IGHD2-21*01,1
29,4,IGHD3-16*01,1
2,5,IGHD3-3*02,1
11,13,IGHD2-8*02,1
15,3,IGHD2-21*02,1
1,3,IGHD6-13*01,12
0,11,IGHD1-26*01,6
2,7,IGHD2-15*01,2
1,10,IGHD2-21*02,1
1,9,IGHD3-16*02,1
3,11,IGHD3-3*02,2
0,6,IGHD1-1*01,1
1,6,IGHD5-5*01,1
0,6,IGHD5/OR15-5b*01,3
4,11,IGHD3-9*01,1
12,6,IGHD2-2*03,3
4,5,IGHD2-2*03,13
8,5,IGHD3-10*01,1
1,4,IGHD3-3*01,4
1,2,IGHD2/OR15-2b*01,1
3,0,IGHD4-17*01,18
7,2,IGHD5-24*01,1
12,1,IGHD3-16*02,5
9,7,IGHD3-22*01,3
7,6,IGHD3-22*01,2
1,9,IGHD5-24*01,2
5,14,IGHD3-9*01,4
10,4,IGHD5-12*01,1
0,2,IGHD1-26*01,9
0,5,IGHD5-12*01,5
0,4,IGHD1-1*01,1
4,7,IGHD6-6*01,2
7,0,IGHD1-20*01,2
7,12,IGHD3-10*01,5
0,0,IGHD3-10*02,2
6,3,IGHD6-6*01,2
0,16,IGHD2-8*01,1
4,3,IGHD7-27*01,9
1,15,IGHD2-2*03,1
9,3,IGHD2-21*02,1
4,7,IGHD2-15*01,5
11,12,IGHD3-10*02,1
9,12,IGHD3-10*01,2
1,6,IGHD4-4*01,1
7,1,IGHD6-19*01,8
16,1,IGHD3-22*01,1
3,1,IGHD5-24*01,10
0,4,IGHD3-22*01,10
12,5,IGHD2-2*03,1
2,9,IGHD2-21*01,1
6,10,IGHD3-3*02,1
5,14,IGHD3-3*02,1
3,1,IGHD2-8*01,6
18,5,IGHD2-8*02,1
0,10,IGHD2-2*02,3
10,1,IGHD3-9*01,1
5,6,IGHD2-15*01,6
4,9,IGHD3-10*01,7
11,0,IGHD3-22*01,2
6,0,IGHD4-17*01,2
5,10,IGHD3-9*01,2
0,9,IGHD2-15*01,1
3,5,IGHD3-3*01,6
16,1,IGHD2-2*03,1
4,10,IGHD2-2*03,4
6,5,IGHD3-22*01,6
3,1,IGHD2-2*03,4
5,0,IGHD4-4*01,1
5,0,IGHD3-9*01,1
0,7,IGHD5-5*01,1
3,3,IGHD5-12*01,1
14,1,IGHD2-21*02,1
10,3,IGHD3-10*02,5
1,1,IGHD2-21*01,4
6,5,IGHD3-16*02,1
3,0,IGHD3-3*01,2
8,3,IGHD6-13*01,7
1,2,IGHD4/OR15-4b*01,1
7,3,IGHD1-26*01,1
9,6,IGHD3-16*02,3
0,10,IGHD3-10*02,1
0,9,IGHD3-9*01,4
16,14,IGHD3-16*02,2
10,11,IGHD3-3*02,2
16,8,IGHD3-16*02,1
3,13,IGHD3-3*02,2
10,3,IGHD2-15*01,4
4,9,IGHD1-26*01,1
4,2,IGHD6-6*01,1
9,5,IGHD2-21*02,11
6,1,IGHD6-19*01,22
16,5,IGHD2/OR15-2b*01,1
0,9,IGHD1-26*01,1
3,0,IGHD1-1*01,1
13,0,IGHD5-24*01,1
6,4,IGHD4-23*01,7
3,5,IGHD3-22*01,6
2,6,IGHD4-23*01,5
1,1,IGHD2-15*01,12
0,7,IGHD2-2*03,1
6,0,IGHD4/OR15-4b*01,1
2,6,IGHD5-24*01,1
0,8,IGHD2-2*03,1
4,4,IGHD6-6*01,3
18,6,IGHD3-16*01,3
0,0,IGHD3-9*01,4
6,2,IGHD2-21*01,2
10,6,IGHD2-2*03,1
0,6,IGHD3-9*01,7
11,6,IGHD3/OR15-3b*01,1
13,0,IGHD2-2*03,2
1,4,IGHD3-10*01,17
3,3,IGHD4-17*01,9
8,1,IGHD2-21*01,2
1,3,IGHD1-26*01,1
6,4,IGHD3-9*01,3
2,19,IGHD3-9*01,1
8,0,IGHD6-6*01,6
3,6,IGHD3-22*01,8
10,8,IGHD3-22*01,2
17,10,IGHD2-2*03,3
5,1,IGHD2-2*03,3
3,6,IGHD3-16*02,1
7,4,IGHD1-14*01,5
5,6,IGHD1-26*01,5
9,19,IGHD3/OR15-3b*01,1
13,0,IGHD3-3*02,1
5,12,IGHD3-10*01,3
8,15,IGHD3-10*01,1
10,9,IGHD2-21*01,4
4,5,IGHD3/OR15-3b*01,1
4,0,IGHD1-26*01,1
14,10,IGHD3-3*02,2
9,5,IGHD2-2*03,1
4,11,IGHD3/OR15-3b*01,1
8,5,IGHD2-15*01,1
4,19,IGHD2/OR15-2b*01,1
2,1,IGHD3-10*01,8
1,1,IGHD6-19*01,14
9,5,IGHD3-16*02,3
6,8,IGHD3-9*01,4
1,22,IGHD3/OR15-3b*01,2
18,6,IGHD2-2*03,1
0,7,IGHD3/OR15-3b*01,1
3,12,IGHD3-10*01,2
4,0,IGHD3/OR15-3b*01,1
8,5,IGHD6-19*01,1
4,6,IGHD2-15*01,3
4,14,IGHD2-21*02,1
5,9,IGHD6-19*01,2
0,4,IGHD5/OR15-5b*01,1
3,0,IGHD2-2*02,6
6,11,IGHD3-9*01,1
2,12,IGHD2-15*01,3
3,13,IGHD2/OR15-2b*01,1
1,2,IGHD1-20*01,2
4,3,IGHD6-6*01,1
8,6,IGHD6-19*01,1
2,3,IGHD3-10*01,7
6,13,IGHD3-10*02,1
11,1,IGHD6-6*01,3
11,12,IGHD3/OR15-3b*01,1
13,7,IGHD3-10*02,3
1,2,IGHD3-22*01,10
0,3,IGHD3-3*01,10
0,6,IGHD2-21*01,2
5,0,IGHD5/OR15-5b*01,1
21,2,IGHD3/OR15-3b*01,1
13,8,IGHD3-16*01,1
6,17,IGHD3-22*01,1
8,0,IGHD2-21*02,2
6,4,IGHD5-12*01,2
1,10,IGHD5-24*01,4
2,0,IGHD4-17*01,4
6,17,IGHD3-9*01,2
0,0,IGHD5-12*01,4
8,4,IGHD2-21*02,3
26,0,IGHD3-16*02,4
1,2,IGHD2-2*02,12
6,6,IGHD2-2*03,6
12,5,IGHD3-16*01,2
1,6,IGHD3-10*01,10
3,9,IGHD2-21*01,1
3,7,IGHD3-10*01,20
3,1,IGHD1-20*01,2
6,11,IGHD3/OR15-3b*01,1
0,4,IGHD2-2*03,3
7,0,IGHD3-10*01,5
3,10,IGHD2-2*03,1
10,2,IGHD2-15*01,1
6,7,IGHD3-22*01,4
6,10,IGHD2-2*03,2
0,9,IGHD3/OR15-3b*01,2
16,0,IGHD2/OR15-2b*01,6
10,8,IGHD3-10*02,2
17,1,IGHD3-16*01,3
1,9,IGHD2-21*01,1
2,14,IGHD3-22*01,4
6,11,IGHD3-10*02,1
12,1,IGHD6-19*01,16
14,3,IGHD3-16*02,1
9,2,IGHD3-22*01,1
1,23,IGHD2/OR15-2b*01,1
4,5,IGHD5-5*01,1
14,2,IGHD3-22*01,1
17,6,IGHD2-2*03,2
2,0,IGHD4/OR15-4b*01,2
10,2,IGHD3-10*01,6
14,3,IGHD3-22*01,3
1,6,IGHD1-26*01,31
1,6,IGHD5-24*01,1
5,1,IGHD1-7*01,2
5,5,IGHD3-22*01,1
14,6,IGHD2-2*03,1
12,4,IGHD2-15*01,2
17,3,IGHD2/OR15-2b*01,1
3,14,IGHD3-10*01,2
8,4,IGHD2-2*03,1
10,1,IGHD5-12*01,1
0,18,IGHD5/OR15-5b*01,1
16,15,IGHD3-16*02,2
3,4,IGHD3-3*02,1
10,7,IGHD3-9*01,2
0,19,IGHD3/OR15-3b*01,1
4,7,IGHD4-23*01,2
3,6,IGHD6-19*01,3
0,4,IGHD2-21*01,2
3,4,IGHD1-26*01,1
8,7,IGHD5-5*01,1
2,1,IGHD2-2*02,4
4,0,IGHD5-24*01,5
1,4,IGHD1-14*01,1
13,2,IGHD2-21*02,3
2,4,IGHD1-14*01,1
1,8,IGHD2-15*01,1
8,4,IGHD6-19*01,1
12,9,IGHD2-15*01,1
1,2,IGHD2-8*01,1
1,19,IGHD3-9*01,1
22,3,IGHD2/OR15-2b*01,1
1,21,IGHD3-9*01,1
7,2,IGHD5-5*01,5
0,5,IGHD3-9*01,3
11,4,IGHD5-12*01,1
1,6,IGHD3-3*01,8
8,14,IGHD2-8*01,1
12,2,IGHD2-2*03,1
11,0,IGHD1-20*01,1
27,4,IGHD3-16*01,1
2,9,IGHD3-22*01,4
11,5,IGHD3-10*02,4
3,5,IGHD5-5*01,1
11,10,IGHD3-16*02,2
8,3,IGHD2-2*03,4
6,1,IGHD3-3*01,1
2,6,IGHD2-21*02,1
6,0,IGHD6-6*01,1
13,1,IGHD6-25*01,1
3,2,IGHD5-5*01,3
8,2,IGHD6-25*01,1
20,1,IGHD3-16*01,2
1,9,IGHD6-19*01,2
3,15,IGHD3-16*02,1
5,9,IGHD3-3*02,2
0,2,IGHD2-2*02,8
8,0,IGHD1/OR15-1b*01,1
3,9,IGHD3-16*02,1
5,13,IGHD3-3*01,2
2,2,IGHD2-8*02,4
13,7,IGHD3-3*02,1
6,13,IGHD3-3*02,3
3,0,IGHD6-19*01,4
1,3,IGHD2-8*01,6
7,3,IGHD6-19*01,13
0,5,IGHD3/OR15-3b*01,4
10,10,IGHD3-3*02,3
4,6,IGHD3/OR15-3b*01,1
10,10,IGHD3-10*01,9
19,3,IGHD3-16*01,1
1,9,IGHD5/OR15-5b*01,4
11,7,IGHD2-15*01,1
7,4,IGHD2-21*01,1
9,3,IGHD3-3*02,7
5,13,IGHD3-10*01,5
7,4,IGHD6-25*01,3
4,1,IGHD2-2*02,6
15,6,IGHD2-15*01,1
16,3,IGHD2-2*03,4
11,21,IGHD3-16*02,2
4,4,IGHD4-17*01,1
10,0,IGHD1-20*01,1
18,13,IGHD3-16*02,1
0,3,IGHD1-26*01,3
2,6,IGHD5-5*01,1
5,2,IGHD1-20*01,1
6,9,IGHD5-12*01,1
5,24,IGHD3-16*02,1
10,2,IGHD5-24*01,4
1,14,IGHD3-9*01,1
4,12,IGHD3-10*02,2
0,1,IGHD5-12*01,9
2,16,IGHD2-8*02,1
0,20,IGHD3-22*01,5
7,8,IGHD3-9*01,1
3,3,IGHD6-6*01,2
1,13,IGHD2/OR15-2b*01,2
7,6,IGHD3-9*01,2
7,7,IGHD5-24*01,3
19,13,IGHD3-16*02,1
2,0,IGHD2-15*01,1
2,19,IGHD3-10*01,3
7,5,IGHD6-19*01,4
9,0,IGHD2-21*02,1
0,10,IGHD5-5*01,3
12,1,IGHD2-2*02,2
7,4,IGHD5-5*01,4
0,12,IGHD2-15*01,1
6,1,IGHD6-6*01,5
7,15,IGHD3-16*02,2
4,1,IGHD7-27*01,14
8,6,IGHD2/OR15-2b*01,1
11,5,IGHD2-15*01,2
5,9,IGHD1-26*01,1
1,5,IGHD4/OR15-4b*01,1
0,10,IGHD3/OR15-3b*01,4
7,4,IGHD2-15*01,5
7,3,IGHD2-21*02,3
2,5,IGHD2-15*01,3
19,1,IGHD3-9*01,1
0,6,IGHD3-22*01,13
7,2,IGHD5-12*01,1
7,0,IGHD3-3*01,3
2,7,IGHD3-3*02,1
5,7,IGHD3-3*01,1
3,8,IGHD5-24*01,3
3,0,IGHD1-20*01,1
13,6,IGHD3-16*01,1
6,2,IGHD3-10*01,2
0,15,IGHD3-10*02,3
3,3,IGHD3/OR15-3b*01,1
8,1,IGHD5-12*01,1
11,1,IGHD1/OR15-1b*01,1
7,3,IGHD6-13*01,17
15,3,IGHD2/OR15-2b*01,1
0,17,IGHD3/OR15-3b*01,1
4,10,IGHD3/OR15-3b*01,3
3,1,IGHD3/OR15-3b*01,2
0,9,IGHD3-3*01,9
2,2,IGHD4-23*01,2
16,6,IGHD3-16*02,5
10,4,IGHD6-6*01,1
0,2,IGHD6-6*01,4
16,0,IGHD3-16*02,1
6,7,IGHD2-21*01,1
0,2,IGHD7-27*01,2
9,8,IGHD3-10*01,2
4,7,IGHD5-24*01,1
3,2,IGHD2-2*02,3
3,3,IGHD2-15*01,1
10,2,IGHD6-6*01,1
9,0,IGHD3-3*02,1
7,5,IGHD2-21*02,1
3,0,IGHD1-26*01,8
9,0,IGHD6-19*01,8
10,11,IGHD3-22*01,1
1,9,IGHD7-27*01,17
19,1,IGHD2-8*02,1
19,1,IGHD5/OR15-5b*01,1
6,11,IGHD5-5*01,2
1,1,IGHD4-17*01,9
4,0,IGHD2-21*02,6
6,3,IGHD3-22*01,9
8,1,IGHD4-17*01,1
18,5,IGHD3-16*02,3
6,9,IGHD2-2*03,2
8,11,IGHD3-10*01,16
9,7,IGHD5-12*01,4
4,8,IGHD1-1*01,1
1,8,IGHD3-10*01,2
11,10,IGHD3-9*01,5
17,3,IGHD3-10*02,1
14,0,IGHD3-9*01,1
11,0,IGHD3-9*01,1
12,2,IGHD6-25*01,1
13,0,IGHD3/OR15-3b*01,3
7,14,IGHD3-10*01,5
5,0,IGHD2/OR15-2b*01,1
1,16,IGHD2-15*01,2
2,4,IGHD3-10*01,6
1,1,IGHD5/OR15-5b*01,1
15,8,IGHD3-16*02,1
10,4,IGHD2-21*02,1
3,10,IGHD2-21*02,1
3,2,IGHD6-13*01,14
6,12,IGHD3-3*02,1
14,0,IGHD5-24*01,1
6,1,IGHD6-13*01,10
12,0,IGHD6-13*01,1
0,6,IGHD3/OR15-3b*01,14
1,0,IGHD4-4*01,1
1,2,IGHD7-27*01,5
7,2,IGHD3-3*02,1
6,0,IGHD2-15*01,23
5,14,IGHD2-2*03,2
5,0,IGHD3-22*01,3
4,16,IGHD2-15*01,1
1,15,IGHD4/OR15-4b*01,1
4,3,IGHD3-3*01,5
16,0,IGHD3-10*02,3
9,16,IGHD3-10*02,2
1,0,IGHD7-27*01,4
3,9,IGHD3-10*01,2
6,9,IGHD3-10*01,7
5,1,IGHD3-22*01,1
9,5,IGHD3-9*01,2
7,9,IGHD3-16*02,1
3,7,IGHD3-3*01,4
8,3,IGHD5-12*01,5
5,1,IGHD1-20*01,1
4,2,IGHD2/OR15-2b*01,4
7,0,IGHD1/OR15-1b*01,2
8,2,IGHD1-20*01,2
6,2,IGHD5-5*01,7
12,11,IGHD3-16*02,3
9,10,IGHD3-10*01,10
12,6,IGHD3-9*01,3
0,11,IGHD3-3*01,3
7,10,IGHD3-10*01,10
7,4,IGHD5-24*01,1
0,10,IGHD2-2*03,1
4,9,IGHD2-15*01,2
10,7,IGHD2-8*01,1
4,0,IGHD6-19*01,22
2,2,IGHD5-5*01,8
7,4,IGHD3-22*01,3
3,6,IGHD5-24*01,3
7,5,IGHD3-16*01,4
5,4,IGHD6-13*01,1
5,10,IGHD3-10*02,1
8,9,IGHD3-10*01,6
1,8,IGHD3-22*01,11
0,9,IGHD1-1*01,4
3,13,IGHD3-10*01,8
7,16,IGHD3-16*02,3
10,4,IGHD6-19*01,1
2,0,IGHD1-7*01,3
3,4,IGHD6-19*01,3
9,9,IGHD3-10*01,2
10,14,IGHD3/OR15-3b*01,2
6,5,IGHD2-2*03,1
4,2,IGHD1-26*01,2
5,4,IGHD2-21*02,4
3,1,IGHD6-6*01,2
6,3,IGHD6-13*01,15
6,7,IGHD4-23*01,1
0,8,IGHD5/OR15-5b*01,1
5,14,IGHD3/OR15-3b*01,1
2,6,IGHD3-16*02,1
10,7,IGHD2-2*03,2
11,4,IGHD2-21*02,2
0,8,IGHD1-26*01,2
6,2,IGHD3-3*01,1
8,3,IGHD3-10*02,1
8,6,IGHD1-26*01,2
4,3,IGHD4-23*01,8
3,2,IGHD6-19*01,6
0,6,IGHD3-10*01,14
3,17,IGHD2-8*02,1
7,5,IGHD2-2*03,4
3,9,IGHD3/OR15-3b*01,1
1,4,IGHD5/OR15-5b*01,4
1,3,IGHD2-2*03,20
11,1,IGHD6-19*01,1
4,3,IGHD2-2*03,1
12,1,IGHD3-10*02,2
17,8,IGHD3/OR15-3b*01,2
12,6,IGHD3-10*02,2
11,1,IGHD2-2*03,1
0,13,IGHD3-3*02,1
2,13,IGHD4/OR15-4b*01,2
12,8,IGHD3-16*02,5
5,14,IGHD2/OR15-2b*01,1
14,5,IGHD2-2*03,3
2,12,IGHD5-24*01,1
4,17,IGHD3-16*02,1
3,9,IGHD3-3*01,3
2,1,IGHD3-9*01,5
6,5,IGHD6-13*01,3
18,0,IGHD3-16*01,2
4,3,IGHD3-10*01,7
9,3,IGHD3-9*01,4
9,4,IGHD5-24*01,2
6,4,IGHD6-6*01,2
5,16,IGHD3-16*02,1
6,4,IGHD2-2*03,2
11,7,IGHD2-21*02,2
2,7,IGHD1-26*01,2
8,6,IGHD2-8*01,1
5,11,IGHD3-22*01,1
9,4,IGHD5/OR15-5b*01,1
0,0,IGHD6-6*01,21
7,10,IGHD2-2*03,3
3,1,IGHD5-12*01,1
8,2,IGHD3-22*01,2
15,5,IGHD3-16*02,1
3,12,IGHD2-2*03,1
13,5,IGHD3-22*01,2
10,8,IGHD2-2*03,1
6,9,IGHD3-3*01,1
15,3,IGHD3-22*01,3
3,11,IGHD3-10*01,9
1,3,IGHD2-15*01,15
3,9,IGHD5-24*01,1
0,1,IGHD3-22*01,1
9,8,IGHD3/OR15-3b*01,1
5,4,IGHD6-19*01,3
10,5,IGHD2-8*01,1
4,0,IGHD6-13*01,3
5,5,IGHD3-3*01,4
17,1,IGHD2-21*01,10
3,5,IGHD4-4*01,5
7,1,IGHD6-13*01,8
8,11,IGHD3-22*01,1
2,0,IGHD5-24*01,2
3,10,IGHD2-15*01,1
