bin_low_edge,contents,binlabel,error
-1.5,0.0,,0.0
-0.5,772.0,,27.784887978899608
0.5,630.0,,25.099800796022265
1.5,367.0,,19.157244060668017
2.5,354.0,,18.81488772222678
3.5,129.0,,11.357816691600547
4.5,109.0,,10.44030650891055
5.5,107.0,,10.344080432788601
6.5,119.0,,10.908712114635714
7.5,69.0,,8.306623862918075
8.5,62.0,,7.874007874011811
9.5,23.0,,4.795831523312719
10.5,60.0,,7.745966692414834
11.5,2.0,,1.4142135623730951
12.5,11.0,,3.3166247903554
13.5,0.0,,0.0
