bin_low_edge,contents,binlabel,error
-0.5,0.0,,0.0
0.5,238138.0,A,487.99385242029433
1.5,274748.0,C,524.1640964430891
2.5,306606.0,G,553.7201459221075
3.5,231796.0,T,481.4519706055839
4.5,0.0,,0.0
