bin_low_edge,contents,binlabel,error
-0.01,0.0,,0.0
0.0,0.2290372358808259,,0.0006783795023347206
0.01,0.0,,0.0
0.02,0.020771883011983315,,0.0002042949371494425
0.03,0.06469262113917845,,0.00036053467823747354
0.04,0.06485336312418122,,0.0003609823112474924
0.05,0.034923205516664925,,0.0002648968048459745
0.06,0.01579290002652243,,0.00017813555579998473
0.07,0.05902244761820564,,0.0003443723528005797
0.08,0.04844964355464826,,0.00031200744938324307
0.09,0.02489491492730444,,0.00022365313662818577
0.1,0.03132258505260282,,0.00025086984914427136
0.11,0.033928614484460266,,0.00026109751149297586
0.12,0.04439894553257838,,0.00029867990049835627
0.13,0.022945918359145816,,0.00021471994739545816
0.14,0.01648007201240928,,0.00018196976013418097
0.15,0.02919074447650354,,0.000242182219900169
0.16,0.025700634127130837,,0.00022724356276430076
0.17,0.020456426866415373,,0.00020273772036092774
0.18,0.008589649823585671,,0.0001313733878646032
0.19,0.01701855766216857,,0.0001849187909766448
0.2,0.021069255684238446,,0.00020575209540899705
0.21,0.011402634561134195,,0.0001513638874376056
0.22,0.007765847150446461,,0.00012491485531107232
0.23,0.009761057039293378,,0.00014004515719140854
0.24,0.009775121962981121,,0.0001401460179586717
0.25,0.011519172500261205,,0.00015213541062493224
0.26,0.008378675968269533,,0.00012975000032922323
0.27,0.00638547535423515,,0.0001132703615043473
0.28,0.006686866576115349,,0.00011591269380947218
0.29,0.005889184475539089,,0.0001087795478620445
0.3,0.006863682759618399,,0.00011743519442709513
0.31,0.005189956840777027,,0.00010211782194267187
0.32,0.005555644856658335,,0.00010565423454775167
0.33,0.005796757834162494,,0.00010792256256476523
0.34,0.007548845470692718,,0.0001231572371725642
0.35000000000000003,0.004060744396132548,,9.032802131836165e-05
0.36,0.00451885905339045,,9.528709082227061e-05
0.37,0.006530143140737645,,0.00011454628817613483
0.38,0.0043440521446999345,,9.342587735035058e-05
0.39,0.03848765903410141,,0.00027808682797040576
0.4,0.0,,0.0
