bin_low_edge,contents,binlabel,error
-1.5,0.0,,0.0
-0.5,0.273972602739726,,0.06126213636985726
0.5,0.1643835616438356,,0.04745344678270896
1.5,0.1780821917808219,,0.049391113362520396
2.5,0.0547945205479452,,0.0273972602739726
3.5,0.0821917808219178,,0.03355465401072846
4.5,0.0273972602739726,,0.019372788525658838
5.5,0.0547945205479452,,0.0273972602739726
6.5,0.0821917808219178,,0.03355465401072846
7.5,0.0273972602739726,,0.019372788525658838
8.5,0.0136986301369863,,0.0136986301369863
9.5,0.0,,0.0
10.5,0.0136986301369863,,0.0136986301369863
11.5,0.0136986301369863,,0.0136986301369863
12.5,0.0136986301369863,,0.0136986301369863
13.5,0.0,,0.0
