bin_low_edge,contents,binlabel,error
0.23585035100391968,0.0,,0.0
0.4115830612840073,3.0,,1.7320508075688772
0.5873157715640949,8.0,,2.8284271247461903
0.7630484818441825,6.0,,2.449489742783178
0.9387811921242701,5.0,,2.23606797749979
1.1145139024043578,5.0,,2.23606797749979
1.2902466126844454,2.0,,1.4142135623730951
1.4659793229645328,4.0,,2.0
1.6417120332446205,4.0,,2.0
1.817444743524708,4.0,,2.0
1.9931774538047957,4.0,,2.0
2.1689101640848834,2.0,,1.4142135623730951
2.344642874364971,3.0,,1.7320508075688772
2.5203755846450586,1.0,,1.0
2.6961082949251463,3.0,,1.7320508075688772
2.871841005205234,1.0,,1.0
3.0475737154853215,0.0,,0.0
3.223306425765409,1.0,,1.0
3.399039136045497,0.0,,0.0
3.5747718463255844,1.0,,1.0
3.750504556605672,2.0,,1.4142135623730951
3.9262372668857597,0.0,,0.0
4.101969977165847,0.0,,0.0
4.2777026874459345,0.0,,0.0
4.453435397726023,0.0,,0.0
4.62916810800611,2.0,,1.4142135623730951
4.804900818286198,0.0,,0.0
4.980633528566285,0.0,,0.0
5.156366238846373,0.0,,0.0
5.33209894912646,0.0,,0.0
5.507831659406548,1.0,,1.0
5.683564369686636,0.0,,0.0
