d_5p_del,d_3p_del,d_gene,count
4,3,IGHD2-2*03,6
3,12,IGHD3-16*02,1
4,7,IGHD2-2*03,23
5,3,IGHD2-8*01,1
3,18,IGHD3-16*02,1
7,5,IGHD3-9*01,5
2,10,IGHD3-3*01,1
10,12,IGHD3-22*01,1
9,0,IGHD3-10*01,1
2,8,IGHD5/OR15-5b*01,1
3,1,IGHD3-10*01,5
0,8,IGHD6-13*01,5
14,10,IGHD3-9*01,2
1,3,IGHD2-8*02,1
18,9,IGHD3-16*02,1
8,8,IGHD5/OR15-5b*01,1
2,9,IGHD3-9*01,1
6,9,IGHD2-21*01,1
3,14,IGHD5/OR15-5b*01,1
6,1,IGHD4-17*01,4
8,5,IGHD5-24*01,1
16,0,IGHD3-10*02,2
13,1,IGHD2-15*01,1
18,0,IGHD2/OR15-2b*01,1
0,6,IGHD6-19*01,3
0,1,IGHD2-21*02,1
3,2,IGHD2-2*02,3
1,1,IGHD4-4*01,1
4,1,IGHD6-19*01,8
8,1,IGHD2-2*03,2
14,0,IGHD2-8*01,1
7,0,IGHD3-3*01,8
7,9,IGHD3-10*01,4
16,0,IGHD6-6*01,25
8,1,IGHD6-6*01,3
9,10,IGHD3-10*02,4
19,0,IGHD3-22*01,1
6,4,IGHD2-21*01,1
4,0,IGHD7-27*01,10
5,0,IGHD6-19*01,17
0,0,IGHD2-21*01,4
8,3,IGHD6-13*01,5
6,8,IGHD3-3*02,1
1,9,IGHD2-2*03,14
8,2,IGHD5-12*01,6
7,4,IGHD2-15*01,3
14,10,IGHD3/OR15-3b*01,24
11,10,IGHD3-9*01,4
2,4,IGHD3-3*01,8
5,2,IGHD1-20*01,1
4,3,IGHD5-12*01,1
10,2,IGHD2-2*02,3
12,5,IGHD3-22*01,8
9,4,IGHD2-21*02,1
5,3,IGHD3-16*02,1
2,0,IGHD2-21*02,4
18,7,IGHD3-16*02,4
9,4,IGHD3-3*02,2
10,13,IGHD2/OR15-2b*01,1
0,11,IGHD3-10*01,19
2,4,IGHD2-21*01,1
2,1,IGHD2-2*03,11
1,1,IGHD5/OR15-5b*01,1
3,5,IGHD3-10*02,1
7,0,IGHD4-23*01,5
1,9,IGHD2-21*02,2
9,10,IGHD2-21*02,1
0,8,IGHD3-16*02,1
1,3,IGHD1/OR15-1b*01,3
9,16,IGHD3-16*02,1
12,15,IGHD3-16*02,10
11,9,IGHD2-2*03,1
4,2,IGHD3-10*01,1
0,1,IGHD6-19*01,12
1,7,IGHD2-2*03,14
4,1,IGHD2-21*02,2
0,3,IGHD6-25*01,6
12,13,IGHD3-3*02,3
0,7,IGHD3-10*01,13
5,0,IGHD2-21*02,1
3,14,IGHD3-22*01,1
0,3,IGHD2-21*01,5
4,0,IGHD4-17*01,29
2,9,IGHD3-3*01,1
6,5,IGHD5-5*01,1
9,3,IGHD3-10*02,1
11,2,IGHD1/OR15-1b*01,1
4,12,IGHD3-10*01,12
1,2,IGHD4-23*01,2
1,9,IGHD5/OR15-5b*01,4
4,2,IGHD4-17*01,2
11,10,IGHD3-10*02,1
3,7,IGHD1/OR15-1b*01,2
1,10,IGHD3-3*01,5
5,0,IGHD6-13*01,8
12,13,IGHD2-8*01,1
1,0,IGHD3-9*01,3
17,3,IGHD3-22*01,2
9,5,IGHD3-10*02,1
6,0,IGHD5-5*01,1
1,3,IGHD4-17*01,7
8,7,IGHD2-21*01,1
1,0,IGHD2-8*01,2
3,3,IGHD5-12*01,2
16,0,IGHD3-9*01,2
1,4,IGHD5-24*01,1
11,16,IGHD3/OR15-3b*01,1
8,3,IGHD6-19*01,6
7,8,IGHD3-9*01,1
10,4,IGHD3-10*01,20
0,2,IGHD6-6*01,2
3,0,IGHD5-5*01,12
10,1,IGHD4-23*01,1
2,0,IGHD5-5*01,8
2,7,IGHD4-23*01,1
6,7,IGHD3-16*02,9
3,6,IGHD6-19*01,1
9,15,IGHD3-10*01,1
11,3,IGHD3-22*01,2
24,0,IGHD2/OR15-2b*01,4
7,7,IGHD6-13*01,1
2,2,IGHD6-25*01,1
8,1,IGHD5-12*01,1
7,5,IGHD2-8*02,1
6,6,IGHD3-16*02,2
5,3,IGHD3-22*01,3
5,2,IGHD6-19*01,2
27,0,IGHD3-16*02,2
0,5,IGHD5-12*01,5
0,1,IGHD4-17*01,18
7,4,IGHD6-6*01,4
1,3,IGHD3-3*01,3
5,3,IGHD2-15*01,6
5,3,IGHD1-26*01,15
0,8,IGHD3-3*01,14
1,3,IGHD2-21*01,2
3,2,IGHD1-7*01,1
1,21,IGHD3-22*01,3
2,3,IGHD1-26*01,8
9,5,IGHD3-9*01,2
18,8,IGHD3-16*01,10
14,0,IGHD2-21*02,2
1,17,IGHD3-16*02,1
9,3,IGHD6-13*01,1
6,3,IGHD2-21*01,2
1,11,IGHD3-16*02,1
17,3,IGHD2-8*02,1
9,3,IGHD1-26*01,3
2,3,IGHD3/OR15-3b*01,1
2,0,IGHD6-6*01,9
6,12,IGHD3-16*02,1
5,7,IGHD3-10*01,6
17,1,IGHD3-16*02,5
3,5,IGHD3-9*01,2
2,2,IGHD2-2*02,3
1,3,IGHD7-27*01,1
14,4,IGHD2-15*01,2
0,3,IGHD4/OR15-4b*01,1
0,23,IGHD3-16*02,2
12,2,IGHD6-19*01,6
1,1,IGHD2-8*01,1
6,19,IGHD3-9*01,1
4,4,IGHD6-25*01,1
6,17,IGHD3-9*01,7
10,14,IGHD3-3*02,1
4,0,IGHD6-13*01,7
4,5,IGHD3-10*01,6
6,9,IGHD3-3*01,1
6,1,IGHD6-6*01,5
1,8,IGHD4-23*01,2
0,6,IGHD5-24*01,7
6,4,IGHD3-22*01,4
16,0,IGHD2/OR15-2b*01,6
14,4,IGHD2-21*01,1
10,9,IGHD3-10*01,18
6,14,IGHD3-10*01,4
4,4,IGHD3-3*01,5
4,1,IGHD1-1*01,1
7,10,IGHD2-2*03,4
9,19,IGHD3-16*02,1
22,5,IGHD3-16*01,2
0,10,IGHD3-10*01,25
17,8,IGHD2/OR15-2b*01,1
5,12,IGHD3-3*01,1
9,3,IGHD2-8*02,1
7,7,IGHD6-19*01,4
12,5,IGHD6-19*01,1
1,4,IGHD3-3*01,6
8,11,IGHD3-10*01,5
18,5,IGHD2-2*03,1
4,4,IGHD1-1*01,2
2,1,IGHD7-27*01,11
10,14,IGHD2-2*03,1
6,6,IGHD3-22*01,6
3,1,IGHD5-5*01,3
2,4,IGHD3-22*01,6
0,9,IGHD2-15*01,1
1,27,IGHD2/OR15-2b*01,2
24,2,IGHD3-16*01,1
15,4,IGHD2-21*02,1
2,3,IGHD2-15*01,1
1,3,IGHD6-25*01,5
3,19,IGHD3-10*01,1
7,5,IGHD2/OR15-2b*01,1
11,3,IGHD3/OR15-3b*01,4
13,0,IGHD2/OR15-2b*01,1
6,15,IGHD3/OR15-3b*01,1
6,0,IGHD7-27*01,16
2,1,IGHD6-13*01,2
13,0,IGHD1-14*01,3
0,3,IGHD3-16*02,4
1,11,IGHD3-22*01,1
13,3,IGHD2-15*01,1
0,3,IGHD3-22*01,10
6,4,IGHD3-10*01,10
0,14,IGHD3-9*01,1
6,5,IGHD1-26*01,7
11,6,IGHD2-15*01,4
2,1,IGHD1-7*01,1
4,7,IGHD4-23*01,1
4,13,IGHD5-24*01,1
10,8,IGHD3-16*02,3
4,7,IGHD2-15*01,1
11,0,IGHD3-10*02,5
7,3,IGHD6-19*01,14
0,2,IGHD5-24*01,1
2,3,IGHD2-2*03,6
7,1,IGHD2-15*01,15
10,4,IGHD2/OR15-2b*01,4
10,0,IGHD3-10*01,4
0,12,IGHD5-5*01,1
8,7,IGHD3-22*01,2
7,12,IGHD2-2*03,2
5,2,IGHD1/OR15-1b*01,1
0,8,IGHD1-14*01,1
10,0,IGHD5-5*01,1
0,27,IGHD2/OR15-2b*01,1
4,5,IGHD2-15*01,2
7,7,IGHD3-16*02,1
3,2,IGHD3-9*01,7
4,0,IGHD5/OR15-5b*01,3
1,13,IGHD2-21*02,2
4,3,IGHD3-10*01,2
9,0,IGHD3-22*01,4
3,5,IGHD2-21*02,1
3,0,IGHD4-23*01,13
5,9,IGHD6-19*01,2
4,1,IGHD2-15*01,14
19,3,IGHD3-16*01,1
16,0,IGHD6-19*01,1
1,4,IGHD4-17*01,3
13,3,IGHD3-3*02,1
4,0,IGHD1-26*01,1
2,5,IGHD3-9*01,9
13,0,IGHD2-15*01,12
2,14,IGHD3-3*01,2
11,1,IGHD2-2*03,1
7,3,IGHD6-6*01,1
9,0,IGHD3-3*02,1
5,12,IGHD3-10*01,18
6,4,IGHD3-16*02,2
0,4,IGHD5-24*01,4
2,5,IGHD3-22*01,11
1,11,IGHD3-10*01,75
1,3,IGHD3-22*01,12
5,0,IGHD1/OR15-1b*01,1
6,12,IGHD3-10*01,13
9,5,IGHD5-12*01,1
7,7,IGHD3-3*01,7
9,1,IGHD2-21*02,1
14,2,IGHD2-2*02,1
16,4,IGHD2/OR15-2b*01,1
5,4,IGHD4-4*01,1
0,3,IGHD2-8*01,2
9,11,IGHD3-3*02,2
0,7,IGHD4/OR15-4b*01,1
7,5,IGHD6-13*01,14
9,6,IGHD3-22*01,2
0,18,IGHD5/OR15-5b*01,1
3,2,IGHD3-22*01,2
6,9,IGHD6-19*01,1
17,11,IGHD3-16*02,2
8,8,IGHD3-9*01,3
3,4,IGHD5-24*01,2
8,4,IGHD2-21*02,2
10,9,IGHD3-22*01,3
9,8,IGHD2/OR15-2b*01,2
13,2,IGHD2-2*02,1
4,19,IGHD3-16*02,3
11,3,IGHD2-2*03,2
12,3,IGHD3-3*02,10
9,0,IGHD5-12*01,14
11,2,IGHD3-16*02,1
10,8,IGHD3-22*01,4
6,5,IGHD6-13*01,5
2,1,IGHD3-16*02,1
8,5,IGHD5-5*01,1
20,5,IGHD3-16*01,1
7,6,IGHD1-14*01,1
3,2,IGHD6-13*01,8
5,7,IGHD1-26*01,4
2,11,IGHD3-3*02,1
13,0,IGHD6-6*01,2
1,3,IGHD5-12*01,4
12,3,IGHD2-8*01,2
0,1,IGHD3-3*01,7
22,6,IGHD2/OR15-2b*01,2
9,11,IGHD3-10*02,1
0,4,IGHD2-8*01,2
7,0,IGHD2-15*01,14
5,0,IGHD3-9*01,1
5,10,IGHD3-10*01,6
0,1,IGHD6-13*01,8
13,8,IGHD2-15*01,1
3,4,IGHD1/OR15-1b*01,1
5,1,IGHD3-10*01,4
5,10,IGHD3-22*01,2
23,0,IGHD3-16*02,1
3,14,IGHD3-3*01,1
0,0,IGHD4-23*01,2
2,7,IGHD2-15*01,2
4,1,IGHD3-3*02,1
10,2,IGHD3-22*01,2
4,1,IGHD5-5*01,3
1,0,IGHD4-4*01,1
14,10,IGHD3-3*02,2
17,6,IGHD2/OR15-2b*01,1
8,4,IGHD5-12*01,8
3,3,IGHD3-16*02,1
6,2,IGHD4-17*01,1
0,10,IGHD5-5*01,3
7,3,IGHD2-15*01,2
14,4,IGHD2-2*03,2
4,0,IGHD2-15*01,7
3,3,IGHD2-8*01,1
3,2,IGHD7-27*01,3
5,0,IGHD1-26*01,15
2,9,IGHD2-21*02,1
0,5,IGHD3-3*01,19
3,10,IGHD6-25*01,1
0,8,IGHD5-12*01,3
2,4,IGHD1-1*01,2
7,5,IGHD6-19*01,2
6,0,IGHD2-21*01,2
9,5,IGHD2-21*02,9
1,6,IGHD2-8*01,1
3,4,IGHD4-23*01,2
0,4,IGHD5-12*01,14
10,5,IGHD2-2*03,3
7,6,IGHD3-10*01,10
18,6,IGHD3-16*01,2
1,5,IGHD5-5*01,4
0,11,IGHD5-5*01,1
0,2,IGHD2-2*01,8
4,3,IGHD6-25*01,7
4,14,IGHD2-2*03,1
7,4,IGHD3-3*01,6
6,0,IGHD3-3*01,2
0,5,IGHD1/OR15-1b*01,3
1,2,IGHD3-3*01,1
9,3,IGHD3-22*01,1
0,8,IGHD1/OR15-1b*01,7
20,8,IGHD3-16*02,1
7,5,IGHD4-23*01,1
0,16,IGHD2-8*01,1
0,20,IGHD2-8*02,3
6,6,IGHD6-19*01,9
1,6,IGHD5/OR15-5b*01,2
8,4,IGHD2-2*03,1
10,2,IGHD3-10*01,3
9,0,IGHD2-21*01,5
2,1,IGHD3-9*01,1
4,3,IGHD6-13*01,19
4,6,IGHD3-22*01,2
9,3,IGHD6-19*01,2
5,0,IGHD2/OR15-2b*01,1
7,0,IGHD6-6*01,7
10,1,IGHD2-2*03,4
17,10,IGHD3-16*02,1
5,9,IGHD2-2*03,1
1,2,IGHD1-26*01,14
8,9,IGHD3-10*01,3
11,3,IGHD3-3*02,3
2,2,IGHD3-10*01,1
10,12,IGHD3-10*01,25
7,1,IGHD5-24*01,4
7,10,IGHD3/OR15-3b*01,3
10,5,IGHD3-22*01,4
13,8,IGHD3-16*01,1
5,12,IGHD2-2*03,3
1,13,IGHD5/OR15-5b*01,2
1,0,IGHD2-2*03,8
4,2,IGHD4-23*01,1
0,6,IGHD6-13*01,4
6,4,IGHD1/OR15-1b*01,2
0,19,IGHD3/OR15-3b*01,1
3,3,IGHD4-4*01,1
1,4,IGHD3-10*01,13
6,1,IGHD7-27*01,5
1,1,IGHD2-15*01,16
2,7,IGHD3-16*02,1
2,12,IGHD3-10*01,4
7,3,IGHD5/OR15-5b*01,1
4,14,IGHD2-21*02,1
8,6,IGHD2-21*02,3
16,9,IGHD2-2*03,6
0,3,IGHD7-27*01,1
6,0,IGHD3-16*02,1
5,3,IGHD3-3*01,1
5,5,IGHD2-21*02,3
6,6,IGHD4-23*01,6
0,13,IGHD3-10*01,5
1,2,IGHD3-9*01,1
9,3,IGHD3/OR15-3b*01,1
6,3,IGHD7-27*01,4
28,0,IGHD3-16*02,1
2,5,IGHD6-13*01,1
4,9,IGHD5-5*01,2
10,9,IGHD2-21*01,3
2,7,IGHD4/OR15-4b*01,1
14,7,IGHD3-22*01,2
1,5,IGHD3-10*01,10
1,13,IGHD2-2*03,2
7,1,IGHD2-21*02,4
14,7,IGHD2-2*03,6
12,12,IGHD3-10*02,5
0,10,IGHD3-3*01,4
8,2,IGHD2-2*03,2
8,13,IGHD2-15*01,3
7,15,IGHD3-16*02,3
1,16,IGHD3-9*01,1
13,0,IGHD2-8*02,1
14,1,IGHD2-21*02,1
8,2,IGHD6-19*01,6
6,4,IGHD5-5*01,7
3,4,IGHD6-19*01,1
0,8,IGHD3-22*01,13
1,7,IGHD1/OR15-1b*01,3
3,2,IGHD2-15*01,1
13,16,IGHD3-16*02,1
9,5,IGHD2-2*03,2
1,19,IGHD2/OR15-2b*01,1
11,7,IGHD2-21*02,1
4,7,IGHD3-10*01,3
1,5,IGHD4-23*01,3
0,11,IGHD3-22*01,7
1,8,IGHD5-5*01,1
1,1,IGHD2-21*01,3
6,5,IGHD3-22*01,4
0,11,IGHD3-16*02,3
0,16,IGHD2-21*02,2
4,16,IGHD3-16*02,1
0,7,IGHD5-24*01,6
3,0,IGHD5-12*01,1
6,14,IGHD3-16*02,1
1,3,IGHD2-15*01,18
8,6,IGHD6-19*01,1
18,6,IGHD2-2*03,2
12,1,IGHD3-16*02,4
0,5,IGHD2-8*02,1
10,2,IGHD2-15*01,1
0,9,IGHD3-9*01,3
6,4,IGHD5-24*01,3
1,8,IGHD3-9*01,2
3,3,IGHD6-19*01,4
7,19,IGHD3-3*01,1
8,14,IGHD2-21*02,1
1,0,IGHD6-13*01,11
17,2,IGHD3-16*01,2
6,13,IGHD3-3*01,1
1,16,IGHD5/OR15-5b*01,1
7,1,IGHD1-20*01,2
7,3,IGHD6-13*01,34
3,10,IGHD3-9*01,2
0,0,IGHD5-5*01,27
7,13,IGHD3-10*01,8
9,6,IGHD3-16*02,3
0,12,IGHD2-8*02,1
12,16,IGHD3-16*02,3
8,2,IGHD2-21*02,1
7,6,IGHD2-15*01,7
12,10,IGHD3-16*02,1
16,10,IGHD3-3*02,1
6,0,IGHD3-22*01,10
7,14,IGHD3-10*01,4
0,7,IGHD3-16*02,6
8,4,IGHD3-16*02,1
25,1,IGHD3-16*02,1
1,0,IGHD2-21*02,4
12,12,IGHD3-3*02,1
6,8,IGHD1-26*01,1
7,2,IGHD3-16*02,1
18,3,IGHD2-8*02,1
11,6,IGHD3-10*02,1
2,10,IGHD3/OR15-3b*01,17
9,0,IGHD5/OR15-5b*01,1
11,4,IGHD3-10*02,7
4,6,IGHD3-16*02,4
1,7,IGHD3-22*01,18
4,6,IGHD3-10*01,4
3,1,IGHD3-3*01,4
1,21,IGHD3-9*01,1
0,8,IGHD1-1*01,2
0,3,IGHD4-23*01,1
0,7,IGHD2-2*02,3
1,1,IGHD6-13*01,4
1,10,IGHD5-24*01,3
6,3,IGHD6-19*01,14
11,4,IGHD2-15*01,13
8,9,IGHD5-12*01,4
6,1,IGHD5-5*01,2
1,10,IGHD3-10*02,1
0,1,IGHD6-6*01,9
4,8,IGHD6-6*01,1
2,2,IGHD5-5*01,4
1,22,IGHD2/OR15-2b*01,1
3,10,IGHD3-10*02,1
4,2,IGHD3-9*01,2
2,5,IGHD2-15*01,1
13,11,IGHD3-3*02,2
8,10,IGHD2-21*02,1
24,0,IGHD3-16*01,1
1,8,IGHD3-16*01,2
5,1,IGHD6-6*01,4
5,12,IGHD3-9*01,1
7,6,IGHD5/OR15-5b*01,1
11,3,IGHD5/OR15-5b*01,6
6,10,IGHD3/OR15-3b*01,3
16,2,IGHD2/OR15-2b*01,1
0,13,IGHD3-22*01,1
1,0,IGHD6-19*01,6
0,3,IGHD3-9*01,6
7,4,IGHD3-10*01,5
4,0,IGHD6-19*01,27
0,12,IGHD3-22*01,4
14,0,IGHD3-22*01,2
9,13,IGHD2-8*01,1
6,5,IGHD6-19*01,20
6,7,IGHD4-23*01,3
4,3,IGHD3-3*01,3
0,7,IGHD2-8*02,1
21,0,IGHD3/OR15-3b*01,1
4,5,IGHD3-22*01,4
9,13,IGHD2/OR15-2b*01,1
12,8,IGHD3-16*01,1
5,16,IGHD3-22*01,2
6,7,IGHD2-2*03,4
1,0,IGHD1-14*01,1
3,0,IGHD1-26*01,6
2,11,IGHD2-15*01,3
6,7,IGHD6-19*01,3
14,9,IGHD2-2*03,1
2,3,IGHD5-24*01,1
10,1,IGHD2-21*02,2
6,13,IGHD3-16*02,6
3,2,IGHD2-2*03,8
4,0,IGHD4-23*01,15
4,3,IGHD2-15*01,3
0,24,IGHD2/OR15-2b*01,10
3,0,IGHD3-9*01,3
6,13,IGHD3-22*01,4
8,12,IGHD2-21*02,1
19,5,IGHD2-8*02,1
11,3,IGHD6-25*01,1
0,2,IGHD1/OR15-1b*01,3
0,4,IGHD3-10*02,2
6,1,IGHD3-10*01,5
12,7,IGHD3-10*02,9
11,6,IGHD3-16*02,2
10,0,IGHD6-6*01,4
10,5,IGHD5-12*01,1
9,12,IGHD3-10*02,1
6,10,IGHD3-3*01,4
17,0,IGHD3-10*02,1
5,11,IGHD3-22*01,1
10,4,IGHD5-12*01,1
4,0,IGHD2-21*02,6
11,12,IGHD3-9*01,1
1,0,IGHD4-17*01,21
1,8,IGHD3-16*02,2
10,3,IGHD3-10*02,5
17,8,IGHD3-9*01,2
6,2,IGHD3-9*01,5
0,13,IGHD3/OR15-3b*01,1
11,2,IGHD2-2*03,6
0,2,IGHD1-26*01,10
2,2,IGHD6-6*01,1
3,3,IGHD5-24*01,2
4,2,IGHD5-24*01,4
14,6,IGHD3-9*01,1
5,3,IGHD2-2*03,24
15,0,IGHD2-15*01,1
3,8,IGHD4-23*01,1
4,6,IGHD2-2*03,23
11,0,IGHD1-20*01,2
4,3,IGHD5-24*01,3
6,8,IGHD5-5*01,1
1,14,IGHD3-10*01,1
1,11,IGHD3-3*01,1
8,14,IGHD2-8*01,1
10,15,IGHD2/OR15-2b*01,1
0,0,IGHD3-9*01,5
1,6,IGHD6-25*01,1
12,3,IGHD6-19*01,7
4,3,IGHD6-19*01,8
0,4,IGHD6-6*01,3
6,19,IGHD3-3*01,3
1,6,IGHD2-21*01,1
7,1,IGHD6-13*01,10
14,2,IGHD3-22*01,1
4,4,IGHD3-22*01,3
8,14,IGHD2-2*03,2
8,5,IGHD1-26*01,6
13,6,IGHD3/OR15-3b*01,2
2,13,IGHD3-10*01,6
3,8,IGHD3-10*01,1
1,0,IGHD2-8*02,1
3,10,IGHD2-8*01,1
5,0,IGHD3-3*02,1
7,2,IGHD5-5*01,6
5,6,IGHD3-10*01,6
11,12,IGHD3-10*02,2
4,0,IGHD4-4*01,1
11,3,IGHD2-15*01,3
0,18,IGHD3-3*01,1
10,0,IGHD1-20*01,1
0,15,IGHD3-22*01,2
5,4,IGHD2-21*02,3
15,17,IGHD3-16*02,1
12,0,IGHD3-22*01,6
6,8,IGHD3-10*01,6
16,5,IGHD2/OR15-2b*01,2
3,1,IGHD2-2*03,4
2,1,IGHD5-12*01,1
11,9,IGHD2-15*01,3
1,5,IGHD2-2*03,22
3,8,IGHD5-24*01,1
19,1,IGHD2-2*02,1
5,0,IGHD6-6*01,6
2,5,IGHD2-2*03,2
16,3,IGHD3-9*01,2
9,4,IGHD3-10*02,1
3,3,IGHD2-15*01,1
0,17,IGHD3-16*02,1
2,5,IGHD6-19*01,1
4,5,IGHD5-5*01,1
0,2,IGHD1-14*01,3
5,7,IGHD2-2*03,6
0,4,IGHD1-26*01,1
4,6,IGHD4-23*01,4
1,8,IGHD3-3*01,10
1,1,IGHD4/OR15-4b*01,1
2,2,IGHD5-24*01,1
14,8,IGHD3-3*02,1
1,13,IGHD2-8*02,1
19,0,IGHD3-9*01,1
3,4,IGHD6-13*01,6
15,10,IGHD2-8*02,1
3,2,IGHD6-19*01,5
9,9,IGHD5-12*01,1
0,2,IGHD6-19*01,5
11,2,IGHD3/OR15-3b*01,1
3,1,IGHD5-12*01,1
1,7,IGHD6-6*01,12
3,4,IGHD3-9*01,2
2,8,IGHD3-3*01,6
2,13,IGHD3-22*01,7
14,1,IGHD3-10*02,1
8,4,IGHD3-22*01,14
0,11,IGHD5/OR15-5b*01,1
9,15,IGHD3-10*02,1
8,4,IGHD6-19*01,1
14,6,IGHD3-16*02,1
12,9,IGHD3-9*01,4
14,3,IGHD3-3*02,1
1,2,IGHD2-8*01,1
5,9,IGHD3-3*01,3
6,3,IGHD3-22*01,7
3,13,IGHD2-15*01,3
4,7,IGHD2-21*01,1
16,6,IGHD2-2*03,3
7,4,IGHD1-14*01,7
2,16,IGHD3-22*01,1
4,1,IGHD2-2*02,4
1,1,IGHD3-10*01,4
2,8,IGHD3-22*01,9
14,1,IGHD3/OR15-3b*01,2
0,10,IGHD3/OR15-3b*01,3
2,3,IGHD5-5*01,4
5,0,IGHD2-2*02,34
6,2,IGHD3-16*02,3
0,1,IGHD2-2*01,4
5,2,IGHD2-21*02,2
6,0,IGHD4-23*01,5
16,3,IGHD3-10*02,1
3,11,IGHD3-22*01,1
5,5,IGHD4-4*01,3
11,7,IGHD2-8*01,1
6,1,IGHD1-20*01,1
7,2,IGHD2-2*02,6
7,0,IGHD5-24*01,1
17,6,IGHD2-2*03,2
3,9,IGHD5-5*01,2
1,20,IGHD3-3*02,1
8,1,IGHD1-20*01,1
2,2,IGHD2-15*01,1
17,4,IGHD3-9*01,1
5,10,IGHD3/OR15-3b*01,1
2,5,IGHD5/OR15-5b*01,1
6,0,IGHD2-2*03,2
9,9,IGHD2-2*03,1
8,0,IGHD5-5*01,1
1,3,IGHD3-9*01,4
5,14,IGHD3-9*01,2
16,8,IGHD3-3*02,5
11,4,IGHD2-21*02,2
19,0,IGHD5/OR15-5b*01,2
3,3,IGHD6-25*01,3
14,5,IGHD3-9*01,1
15,2,IGHD2-8*02,1
3,0,IGHD4-17*01,29
11,7,IGHD3-3*02,1
2,0,IGHD2-2*03,6
11,8,IGHD3/OR15-3b*01,2
2,12,IGHD3-3*01,3
5,4,IGHD2-2*02,1
2,6,IGHD6-13*01,2
2,3,IGHD3-10*01,5
3,16,IGHD3-22*01,1
2,4,IGHD3-16*02,1
9,5,IGHD3-22*01,2
2,1,IGHD2-21*02,3
17,7,IGHD3-16*02,11
17,10,IGHD3/OR15-3b*01,1
9,13,IGHD3-3*02,1
15,1,IGHD2-8*02,1
5,6,IGHD2-2*03,8
3,14,IGHD2-21*02,2
11,0,IGHD6-25*01,2
6,6,IGHD5/OR15-5b*01,1
2,8,IGHD3-10*01,4
7,2,IGHD2-2*03,4
2,5,IGHD5-12*01,2
18,2,IGHD3-16*02,3
2,0,IGHD7-27*01,23
5,6,IGHD3-22*01,4
2,0,IGHD2-15*01,1
1,6,IGHD3-16*02,9
6,1,IGHD1/OR15-1b*01,1
3,0,IGHD2-15*01,7
0,3,IGHD4-17*01,1
7,6,IGHD3-3*01,3
12,5,IGHD2-21*02,6
1,6,IGHD3-22*01,24
13,0,IGHD2-2*02,1
0,4,IGHD4/OR15-4b*01,7
1,17,IGHD3-10*02,1
11,4,IGHD5-12*01,2
3,10,IGHD5-24*01,8
12,10,IGHD3/OR15-3b*01,3
7,6,IGHD3-16*02,4
9,4,IGHD3-10*01,2
2,10,IGHD3-22*01,9
11,5,IGHD3-10*02,9
1,9,IGHD7-27*01,10
7,5,IGHD1/OR15-1b*01,2
0,3,IGHD5/OR15-5b*01,3
8,3,IGHD5-12*01,7
5,5,IGHD3-9*01,3
1,13,IGHD2-15*01,1
1,5,IGHD2-15*01,10
0,20,IGHD3-22*01,6
9,6,IGHD3-9*01,1
1,9,IGHD3-22*01,7
5,13,IGHD2-21*02,3
4,2,IGHD5-5*01,2
18,1,IGHD3-10*02,1
0,20,IGHD3-16*02,1
1,0,IGHD6-6*01,1
9,0,IGHD5-5*01,3
0,1,IGHD5-12*01,1
7,7,IGHD5/OR15-5b*01,1
2,0,IGHD2-21*01,1
0,13,IGHD5/OR15-5b*01,1
10,11,IGHD3-3*02,5
2,6,IGHD1-14*01,1
4,5,IGHD4-23*01,3
1,7,IGHD2-15*01,1
7,2,IGHD2-21*02,1
1,13,IGHD3-3*01,4
11,1,IGHD2-2*02,8
13,4,IGHD2-2*02,1
8,1,IGHD1-14*01,1
12,10,IGHD3-10*02,9
2,3,IGHD3-3*01,1
5,0,IGHD3-10*01,3
4,10,IGHD3-3*01,2
11,18,IGHD3-16*02,2
4,7,IGHD3-16*01,1
3,8,IGHD3-3*01,3
18,5,IGHD3-16*02,2
9,6,IGHD1-26*01,1
15,0,IGHD3-10*02,1
10,4,IGHD6-19*01,1
11,1,IGHD1-20*01,1
7,7,IGHD2-2*03,2
5,6,IGHD3-3*02,2
1,4,IGHD5-5*01,7
8,2,IGHD5-5*01,1
0,4,IGHD2-2*02,14
8,4,IGHD2-21*01,1
2,10,IGHD3-10*01,7
4,21,IGHD3-16*02,1
13,2,IGHD2-2*03,1
3,13,IGHD3-22*01,1
3,15,IGHD3-3*01,1
8,3,IGHD1-26*01,4
2,1,IGHD5-5*01,1
6,2,IGHD2-21*01,2
0,6,IGHD2-15*01,5
18,0,IGHD3-10*02,6
0,0,IGHD3-3*01,9
20,0,IGHD3-22*01,1
6,0,IGHD2-15*01,30
4,12,IGHD2-2*03,1
5,9,IGHD3-10*01,4
11,2,IGHD5/OR15-5b*01,1
4,2,IGHD6-13*01,4
7,3,IGHD2-2*03,3
4,0,IGHD3-9*01,1
9,2,IGHD3-22*01,1
6,7,IGHD1-26*01,1
7,7,IGHD3-22*01,1
0,0,IGHD2-2*02,9
1,17,IGHD3-9*01,2
6,2,IGHD7-27*01,3
0,4,IGHD1-1*01,1
13,6,IGHD2-2*03,5
2,6,IGHD3-3*01,5
1,16,IGHD3-22*01,5
0,5,IGHD5/OR15-5b*01,1
5,4,IGHD2-15*01,2
0,1,IGHD3-9*01,2
0,12,IGHD3-10*01,7
5,8,IGHD1-26*01,2
17,5,IGHD2/OR15-2b*01,5
4,12,IGHD5-24*01,1
