d_5p_del,d_3p_del,d_gene,count
1,0,IGHD4/OR15-4b*01,1
6,4,IGHD4-17*01,3
9,6,IGHD3-10*02,1
6,9,IGHD2-21*02,2
0,4,IGHD3-3*01,14
6,16,IGHD3-9*01,1
3,10,IGHD3/OR15-3b*01,2
0,19,IGHD2-8*02,1
5,8,IGHD3-9*01,1
11,1,IGHD4/OR15-4b*01,2
6,11,IGHD2-21*02,1
6,7,IGHD3-9*01,3
1,11,IGHD1-26*01,2
19,0,IGHD3-16*01,3
3,15,IGHD2-21*02,1
3,6,IGHD5-24*01,3
2,4,IGHD3-10*01,2
11,6,IGHD2-2*03,7
12,2,IGHD2-2*03,1
3,6,IGHD3-3*01,6
5,1,IGHD2-15*01,5
1,0,IGHD2-2*02,6
6,8,IGHD3-3*01,5
7,3,IGHD2-21*02,1
10,6,IGHD3-3*02,2
5,0,IGHD2-15*01,31
11,9,IGHD5/OR15-5b*01,1
0,5,IGHD3-9*01,2
6,10,IGHD5-5*01,1
4,2,IGHD2-2*03,11
9,2,IGHD5-12*01,4
3,5,IGHD6-13*01,2
10,7,IGHD3-3*02,3
10,10,IGHD3-3*02,3
0,6,IGHD6-25*01,2
9,13,IGHD2-21*02,1
7,4,IGHD3-3*02,1
1,5,IGHD4-4*01,4
16,3,IGHD2-2*03,5
18,7,IGHD3-16*01,4
7,9,IGHD2-15*01,3
14,11,IGHD2-2*03,1
8,11,IGHD2-21*02,2
4,9,IGHD2-8*02,3
4,2,IGHD6-19*01,2
5,4,IGHD1-26*01,3
8,2,IGHD5/OR15-5b*01,1
27,0,IGHD3/OR15-3b*01,1
9,10,IGHD3/OR15-3b*01,3
4,8,IGHD3-3*01,1
4,6,IGHD5-24*01,2
7,14,IGHD2-2*03,1
0,2,IGHD3-3*01,4
3,5,IGHD3-16*02,1
1,16,IGHD2-8*02,1
23,0,IGHD3/OR15-3b*01,4
1,9,IGHD2-21*01,1
3,7,IGHD5-12*01,1
3,5,IGHD3-22*01,3
9,16,IGHD3-10*02,2
0,0,IGHD3-10*01,8
8,16,IGHD3-22*01,1
11,9,IGHD3-9*01,16
1,2,IGHD2/OR15-2b*01,1
8,8,IGHD6-6*01,3
14,1,IGHD2-2*03,1
0,2,IGHD2-15*01,1
2,9,IGHD6-19*01,1
7,8,IGHD5/OR15-5b*01,1
11,6,IGHD3/OR15-3b*01,2
8,1,IGHD4/OR15-4b*01,1
8,3,IGHD5-5*01,1
8,5,IGHD3-10*01,3
10,12,IGHD3-10*02,1
9,3,IGHD3-3*02,7
2,3,IGHD4-4*01,1
7,3,IGHD3/OR15-3b*01,1
0,3,IGHD2-21*02,1
7,5,IGHD2-21*02,1
20,1,IGHD2-15*01,3
12,5,IGHD3-9*01,8
6,4,IGHD6-6*01,1
5,8,IGHD2/OR15-2b*01,2
5,3,IGHD3-9*01,5
14,0,IGHD3-3*02,1
2,7,IGHD3-16*01,1
2,2,IGHD7-27*01,3
6,9,IGHD3-9*01,3
5,2,IGHD3-9*01,1
5,4,IGHD6-19*01,1
0,19,IGHD3-3*01,1
10,7,IGHD3-22*01,4
4,5,IGHD2-21*02,1
12,10,IGHD3-22*01,2
4,7,IGHD5/OR15-5b*01,1
3,6,IGHD3-10*01,4
8,7,IGHD2-21*02,2
6,10,IGHD3-10*01,7
5,16,IGHD2-21*02,1
14,5,IGHD2-2*03,4
10,6,IGHD3-22*01,5
3,19,IGHD3-9*01,2
0,15,IGHD2-2*02,1
10,9,IGHD2-21*02,3
1,3,IGHD5/OR15-5b*01,1
1,5,IGHD3-10*02,1
0,6,IGHD3-22*01,23
6,4,IGHD5-12*01,1
1,13,IGHD3-10*01,2
13,14,IGHD3-16*02,4
3,0,IGHD1/OR15-1b*01,2
16,1,IGHD2-2*03,1
11,5,IGHD2-15*01,2
0,4,IGHD4-4*01,1
17,10,IGHD2-2*03,3
3,7,IGHD3-22*01,2
2,1,IGHD3-3*01,10
8,0,IGHD1-26*01,20
12,5,IGHD3-16*01,2
0,5,IGHD5-5*01,8
7,15,IGHD3-22*01,3
0,6,IGHD4/OR15-4b*01,2
3,7,IGHD5-24*01,3
4,6,IGHD1-26*01,1
18,0,IGHD2-2*03,1
3,9,IGHD3-16*02,1
3,2,IGHD1-14*01,1
8,13,IGHD3-22*01,1
8,5,IGHD5/OR15-5b*01,1
14,3,IGHD2-2*03,8
4,0,IGHD3-22*01,6
4,6,IGHD3-9*01,5
7,8,IGHD2-15*01,3
13,3,IGHD2-8*02,1
7,3,IGHD3-22*01,1
7,10,IGHD2-15*01,1
6,2,IGHD3-22*01,4
8,4,IGHD4-17*01,1
7,5,IGHD3-16*02,3
6,14,IGHD3-22*01,1
13,0,IGHD1-20*01,2
14,6,IGHD2-2*03,4
9,5,IGHD3-16*02,1
11,3,IGHD5-12*01,1
1,6,IGHD2-2*03,38
3,6,IGHD3-22*01,4
11,14,IGHD3/OR15-3b*01,3
15,3,IGHD5/OR15-5b*01,1
1,16,IGHD2-15*01,1
0,0,IGHD5-24*01,4
8,4,IGHD3-10*01,1
7,1,IGHD6-19*01,9
6,6,IGHD2-2*03,4
10,8,IGHD2/OR15-2b*01,2
1,3,IGHD3-10*01,3
1,4,IGHD5/OR15-5b*01,3
9,9,IGHD5/OR15-5b*01,4
16,7,IGHD3-9*01,1
3,12,IGHD2-21*02,2
2,7,IGHD3-22*01,5
2,9,IGHD5-12*01,5
4,9,IGHD3-10*01,6
12,5,IGHD3-10*02,8
1,5,IGHD1-26*01,8
0,17,IGHD2-2*02,1
0,14,IGHD2-21*02,5
0,0,IGHD5-12*01,6
3,0,IGHD1-14*01,2
6,2,IGHD3-10*01,2
17,15,IGHD3-16*02,15
0,6,IGHD1-1*01,2
18,0,IGHD2-21*02,1
3,9,IGHD3-3*01,3
17,13,IGHD3-16*02,14
3,2,IGHD4/OR15-4b*01,1
1,3,IGHD2-2*03,25
7,1,IGHD1-14*01,1
10,8,IGHD2-15*01,1
0,7,IGHD3-22*01,18
20,6,IGHD2/OR15-2b*01,1
3,11,IGHD3-10*01,9
0,6,IGHD3-16*02,9
6,4,IGHD1-14*01,1
2,0,IGHD3-22*01,27
10,9,IGHD2-15*01,2
13,4,IGHD3-9*01,1
9,8,IGHD3-3*02,6
5,5,IGHD3-3*02,1
7,2,IGHD3-3*01,1
7,1,IGHD5-5*01,1
0,3,IGHD2-15*01,5
1,5,IGHD3-9*01,7
1,0,IGHD7-27*01,4
3,8,IGHD3-16*02,2
0,15,IGHD2-21*02,1
5,10,IGHD3-3*02,1
1,4,IGHD3-9*01,17
0,7,IGHD3-3*01,23
10,5,IGHD6-19*01,2
2,7,IGHD7-27*01,1
10,1,IGHD6-6*01,10
3,6,IGHD2-15*01,2
1,10,IGHD3-10*01,2
2,1,IGHD6-6*01,2
9,7,IGHD3-22*01,3
6,2,IGHD5-5*01,5
9,14,IGHD3-10*01,3
1,6,IGHD4-23*01,4
0,3,IGHD5-5*01,9
6,8,IGHD3-16*02,1
7,7,IGHD3-9*01,9
0,19,IGHD3-9*01,1
5,10,IGHD3-9*01,3
0,13,IGHD3-9*01,1
0,2,IGHD6-13*01,4
2,6,IGHD1-26*01,2
2,4,IGHD1/OR15-1b*01,3
9,10,IGHD3-3*02,2
10,5,IGHD2-21*02,1
12,13,IGHD3-10*02,4
5,1,IGHD2-2*03,3
4,5,IGHD6-13*01,1
5,6,IGHD3-9*01,3
11,0,IGHD5-12*01,1
12,3,IGHD2-2*03,3
13,13,IGHD3-16*02,1
0,7,IGHD7-27*01,1
13,3,IGHD2/OR15-2b*01,2
4,14,IGHD3-16*02,1
4,4,IGHD2-8*01,4
16,7,IGHD3-3*02,1
1,7,IGHD3-3*01,3
10,1,IGHD6-13*01,1
8,7,IGHD1-26*01,3
0,14,IGHD3-16*02,1
1,9,IGHD2-15*01,2
0,12,IGHD3-16*02,5
1,8,IGHD3-10*01,1
6,4,IGHD7-27*01,4
14,0,IGHD2-2*03,1
15,4,IGHD3-10*02,1
10,4,IGHD6-6*01,1
14,3,IGHD3-22*01,3
0,4,IGHD4-17*01,6
3,9,IGHD3-10*01,1
1,4,IGHD3-22*01,5
1,6,IGHD3-3*01,8
3,1,IGHD6-19*01,4
13,7,IGHD2-15*01,1
6,3,IGHD2-21*02,1
5,5,IGHD2-2*03,7
6,6,IGHD3/OR15-3b*01,1
0,4,IGHD6-13*01,9
11,8,IGHD3-3*02,2
6,8,IGHD3-9*01,1
2,2,IGHD5-12*01,3
6,2,IGHD3-3*01,3
3,7,IGHD2-21*01,1
0,6,IGHD3-9*01,11
1,2,IGHD2-15*01,1
1,9,IGHD3-10*01,13
16,6,IGHD2/OR15-2b*01,1
6,18,IGHD3-3*01,1
1,21,IGHD2/OR15-2b*01,1
0,10,IGHD6-25*01,3
17,0,IGHD2-8*02,1
9,7,IGHD3-10*01,2
3,1,IGHD4-17*01,8
3,2,IGHD2-8*02,1
17,4,IGHD3-16*01,1
0,3,IGHD5-12*01,11
12,2,IGHD3-3*02,2
12,4,IGHD3-10*02,1
4,1,IGHD3-10*01,2
2,14,IGHD3-9*01,1
0,10,IGHD3-22*01,16
27,3,IGHD3-16*02,2
9,1,IGHD2-8*01,1
0,0,IGHD4-17*01,27
19,13,IGHD3-16*02,1
6,12,IGHD3-10*02,2
1,6,IGHD6-19*01,2
3,0,IGHD6-6*01,6
12,4,IGHD6-6*01,2
9,1,IGHD2-21*01,1
18,4,IGHD3-16*01,1
16,0,IGHD3-3*02,3
2,3,IGHD3-22*01,10
12,10,IGHD2-2*03,1
1,2,IGHD1/OR15-1b*01,1
3,1,IGHD4/OR15-4b*01,2
0,3,IGHD1-26*01,3
1,1,IGHD3-22*01,3
10,3,IGHD3-10*01,7
17,14,IGHD3-16*02,14
3,0,IGHD1-7*01,2
2,4,IGHD2-15*01,2
4,8,IGHD5-5*01,1
5,5,IGHD3-22*01,2
6,6,IGHD2-15*01,2
3,3,IGHD3-22*01,4
7,9,IGHD2-21*02,2
2,4,IGHD2-8*01,1
1,8,IGHD3-22*01,15
2,7,IGHD5-5*01,1
17,1,IGHD3-10*02,1
10,6,IGHD5-12*01,2
6,3,IGHD2-2*03,5
0,12,IGHD4/OR15-4b*01,1
9,10,IGHD2-8*01,1
0,2,IGHD5-5*01,8
19,7,IGHD3-16*01,1
10,1,IGHD6-19*01,3
2,14,IGHD2-2*03,1
18,1,IGHD3-16*02,2
6,6,IGHD3-10*01,6
1,5,IGHD2/OR15-2b*01,3
3,4,IGHD1-1*01,8
1,5,IGHD2-21*02,3
10,5,IGHD2/OR15-2b*01,1
6,13,IGHD3/OR15-3b*01,1
6,3,IGHD3-3*01,4
1,0,IGHD5-5*01,15
11,13,IGHD2-8*01,1
2,0,IGHD3-10*01,14
3,1,IGHD6-13*01,9
4,0,IGHD2-2*03,5
3,1,IGHD7-27*01,4
5,9,IGHD5-12*01,1
7,6,IGHD3-9*01,2
8,0,IGHD2-21*02,3
7,4,IGHD2-21*02,3
8,3,IGHD2-2*03,4
1,6,IGHD2-21*02,1
0,16,IGHD3-22*01,10
6,0,IGHD3-10*01,3
16,3,IGHD5/OR15-5b*01,2
2,2,IGHD1-26*01,10
7,4,IGHD5-5*01,4
2,15,IGHD3-3*01,1
5,15,IGHD3-22*01,3
6,9,IGHD6-6*01,1
16,2,IGHD3-3*02,2
6,2,IGHD5/OR15-5b*01,1
23,3,IGHD3/OR15-3b*01,1
13,12,IGHD3-16*02,2
12,1,IGHD2-21*02,3
5,15,IGHD3-16*02,1
5,2,IGHD3-22*01,4
5,13,IGHD3-22*01,1
3,1,IGHD2-2*02,7
9,1,IGHD1/OR15-1b*01,1
0,15,IGHD3-16*02,1
7,9,IGHD3-3*01,1
16,0,IGHD3-22*01,2
3,4,IGHD2/OR15-2b*01,1
0,2,IGHD3-9*01,4
8,0,IGHD1-14*01,2
7,0,IGHD1-20*01,2
4,3,IGHD7-27*01,11
11,11,IGHD3/OR15-3b*01,1
2,3,IGHD5/OR15-5b*01,1
0,0,IGHD6-6*01,22
12,0,IGHD3-3*02,1
9,11,IGHD2-21*02,1
3,13,IGHD3-3*01,4
13,10,IGHD3-9*01,1
3,1,IGHD4-23*01,1
15,0,IGHD2-8*02,13
2,8,IGHD3-9*01,1
2,6,IGHD5-12*01,1
8,1,IGHD3-10*01,2
17,4,IGHD2-21*01,2
4,16,IGHD2-21*02,2
8,0,IGHD6-19*01,13
18,6,IGHD3-16*02,2
5,1,IGHD3-3*01,1
7,2,IGHD5/OR15-5b*01,3
6,0,IGHD6-13*01,21
10,2,IGHD6-19*01,1
1,0,IGHD2-15*01,12
7,4,IGHD3-16*02,1
13,0,IGHD5/OR15-5b*01,1
16,3,IGHD2/OR15-2b*01,1
1,4,IGHD2-21*01,2
1,3,IGHD4-4*01,2
8,10,IGHD3-10*01,15
4,1,IGHD4-23*01,1
11,0,IGHD3-22*01,2
7,9,IGHD5-5*01,1
4,4,IGHD2-15*01,4
2,8,IGHD1-26*01,1
3,4,IGHD4/OR15-4b*01,7
3,3,IGHD2-2*03,3
0,15,IGHD3-10*02,3
11,5,IGHD2-2*03,4
12,0,IGHD3-10*02,2
11,16,IGHD3-9*01,3
4,1,IGHD2-2*03,1
6,3,IGHD1-26*01,21
3,9,IGHD5-12*01,7
5,0,IGHD2-2*03,24
5,14,IGHD3-3*01,2
18,3,IGHD3-16*01,3
0,1,IGHD2-2*02,21
6,14,IGHD2-8*01,1
5,0,IGHD1-14*01,1
0,5,IGHD3-22*01,20
18,0,IGHD3-16*01,2
10,8,IGHD3-10*01,6
20,6,IGHD3-16*02,1
2,5,IGHD2-21*02,2
0,2,IGHD7-27*01,3
16,4,IGHD2-2*03,1
10,5,IGHD3-10*02,4
7,2,IGHD6-19*01,15
8,0,IGHD3-22*01,2
8,14,IGHD3-10*01,2
1,1,IGHD2-8*02,1
4,17,IGHD3-16*02,1
20,0,IGHD2/OR15-2b*01,1
14,0,IGHD2-15*01,7
8,6,IGHD2-21*01,2
1,14,IGHD5/OR15-5b*01,3
9,0,IGHD1-14*01,2
16,0,IGHD5/OR15-5b*01,1
1,14,IGHD3-9*01,1
8,3,IGHD3-22*01,2
0,6,IGHD5-5*01,4
2,0,IGHD2-2*02,3
3,3,IGHD2-21*01,3
9,9,IGHD3-22*01,1
0,1,IGHD3-16*02,2
28,0,IGHD3-16*01,2
3,11,IGHD3-3*01,1
8,0,IGHD4-23*01,2
5,1,IGHD1/OR15-1b*01,1
8,13,IGHD2-21*02,1
15,7,IGHD3-16*02,4
2,12,IGHD5-5*01,1
9,3,IGHD5-5*01,1
9,0,IGHD6-19*01,7
12,6,IGHD3-10*02,2
3,6,IGHD1-26*01,2
10,11,IGHD3-10*01,45
26,0,IGHD3-16*02,4
11,0,IGHD3/OR15-3b*01,3
14,12,IGHD2-2*03,3
7,4,IGHD3-22*01,1
9,2,IGHD6-19*01,2
6,4,IGHD6-13*01,1
18,13,IGHD3-16*02,1
4,5,IGHD3-3*01,2
4,1,IGHD5/OR15-5b*01,1
1,0,IGHD1-26*01,2
9,13,IGHD3-22*01,2
1,0,IGHD5-24*01,5
0,8,IGHD3-9*01,2
8,0,IGHD5-12*01,9
5,16,IGHD3-3*01,1
11,1,IGHD3-3*02,1
1,12,IGHD3-10*01,9
6,6,IGHD1-26*01,19
11,2,IGHD2-21*02,2
4,0,IGHD3-10*01,6
6,4,IGHD1-26*01,7
5,7,IGHD3-16*02,5
1,10,IGHD6-25*01,1
6,5,IGHD3-10*01,28
7,3,IGHD3-10*01,2
7,0,IGHD4-17*01,2
7,4,IGHD6-13*01,4
12,0,IGHD2-8*01,1
4,7,IGHD3-3*01,8
3,8,IGHD5-12*01,3
15,16,IGHD3-16*02,2
7,2,IGHD6-13*01,9
0,1,IGHD1-14*01,2
14,14,IGHD3-16*02,1
1,2,IGHD3-10*01,1
0,7,IGHD4-23*01,2
6,0,IGHD5-24*01,5
3,9,IGHD2-2*03,1
0,3,IGHD3-3*01,10
2,1,IGHD6-19*01,2
8,2,IGHD6-25*01,1
7,7,IGHD2-15*01,1
12,6,IGHD3-9*01,3
13,4,IGHD2-2*03,2
2,8,IGHD1-1*01,2
10,2,IGHD1/OR15-1b*01,2
2,0,IGHD5-24*01,1
5,11,IGHD3-10*01,7
10,13,IGHD3-10*01,12
10,0,IGHD2-21*02,1
13,10,IGHD3/OR15-3b*01,27
0,13,IGHD3-3*01,5
6,4,IGHD4/OR15-4b*01,1
17,4,IGHD3-22*01,2
13,4,IGHD5/OR15-5b*01,1
0,4,IGHD6-19*01,2
3,5,IGHD4-23*01,6
17,0,IGHD2/OR15-2b*01,2
7,1,IGHD5/OR15-5b*01,1
6,1,IGHD3-9*01,4
7,4,IGHD6-25*01,1
4,7,IGHD6-13*01,1
1,6,IGHD3/OR15-3b*01,13
3,7,IGHD3-10*01,16
2,13,IGHD5-24*01,2
2,4,IGHD6-6*01,1
6,5,IGHD3-16*02,1
0,2,IGHD2-21*01,2
1,13,IGHD2/OR15-2b*01,2
5,4,IGHD5-12*01,6
1,6,IGHD1-26*01,31
0,5,IGHD4-4*01,5
2,19,IGHD3-10*01,5
6,3,IGHD3-9*01,2
0,1,IGHD2-15*01,2
1,2,IGHD7-27*01,6
3,2,IGHD4-17*01,3
2,6,IGHD4-23*01,5
3,12,IGHD5-5*01,1
17,1,IGHD2-2*02,1
1,6,IGHD3-9*01,37
11,10,IGHD3-3*02,1
3,5,IGHD3-10*01,1
13,5,IGHD2-15*01,1
3,10,IGHD3-10*01,4
3,10,IGHD3-3*01,3
9,2,IGHD1-26*01,19
10,5,IGHD2-8*02,1
1,0,IGHD3-10*02,2
9,1,IGHD3-10*01,1
0,3,IGHD6-6*01,3
4,4,IGHD3-10*01,4
1,4,IGHD4-23*01,2
5,10,IGHD2-2*03,2
4,3,IGHD4-17*01,5
0,5,IGHD2-21*01,4
10,7,IGHD2-8*01,1
7,6,IGHD3-22*01,1
9,4,IGHD3-9*01,1
10,13,IGHD3-16*02,1
10,0,IGHD2-2*02,2
0,10,IGHD5-24*01,4
15,13,IGHD3-16*02,3
17,7,IGHD2-2*03,1
10,3,IGHD6-25*01,1
15,15,IGHD3-16*02,2
1,8,IGHD5/OR15-5b*01,1
0,4,IGHD2-21*02,1
7,4,IGHD2-2*02,1
23,1,IGHD3-16*02,1
13,0,IGHD3-3*02,1
9,0,IGHD1/OR15-1b*01,1
3,7,IGHD3-3*01,3
9,3,IGHD5/OR15-5b*01,2
8,6,IGHD3-22*01,1
0,5,IGHD2-15*01,5
8,7,IGHD6-6*01,29
1,9,IGHD3-9*01,22
2,0,IGHD4-4*01,6
0,3,IGHD1/OR15-1b*01,1
7,3,IGHD2/OR15-2b*01,1
0,11,IGHD3-3*01,2
12,8,IGHD3-16*02,4
7,4,IGHD4-17*01,1
9,2,IGHD1/OR15-1b*01,1
12,8,IGHD3-22*01,7
4,10,IGHD2-2*03,7
5,2,IGHD2-2*02,15
17,4,IGHD3-16*02,2
5,4,IGHD5-24*01,3
1,2,IGHD2-2*02,9
3,7,IGHD1-14*01,2
15,10,IGHD3-3*02,1
0,0,IGHD2-2*01,2
19,1,IGHD2-21*02,1
2,10,IGHD3-9*01,2
1,6,IGHD3-10*02,1
11,13,IGHD3-10*02,2
12,0,IGHD5/OR15-5b*01,1
17,3,IGHD3-16*02,8
17,5,IGHD3-16*01,2
1,12,IGHD3-22*01,2
2,6,IGHD2-2*03,17
6,3,IGHD2-15*01,6
15,6,IGHD3-3*02,2
3,12,IGHD3-10*01,5
0,18,IGHD3-10*02,2
11,11,IGHD3-3*02,1
13,4,IGHD3-3*02,1
5,6,IGHD2-21*02,1
4,2,IGHD2-2*02,8
7,0,IGHD3-10*01,5
2,13,IGHD4/OR15-4b*01,2
11,13,IGHD3-16*02,3
9,12,IGHD3-10*01,4
7,0,IGHD4-4*01,4
5,9,IGHD2-15*01,5
7,3,IGHD3-3*01,3
0,0,IGHD7-27*01,6
6,10,IGHD3-9*01,2
1,10,IGHD3-22*01,2
8,6,IGHD5-12*01,17
11,3,IGHD6-6*01,1
4,15,IGHD3-10*01,2
8,9,IGHD2-8*02,1
2,7,IGHD3-3*01,17
8,3,IGHD2-15*01,1
0,3,IGHD6-13*01,38
1,3,IGHD2/OR15-2b*01,1
11,14,IGHD3-9*01,2
2,6,IGHD2-15*01,1
17,0,IGHD2-2*02,2
1,6,IGHD5-5*01,1
4,7,IGHD3-9*01,2
6,1,IGHD2-21*01,1
4,10,IGHD3/OR15-3b*01,3
6,0,IGHD1-26*01,27
8,1,IGHD2-21*01,1
3,2,IGHD1-26*01,2
11,3,IGHD3-9*01,4
8,2,IGHD1-20*01,2
12,3,IGHD3-10*02,3
3,0,IGHD3-10*01,8
2,8,IGHD7-27*01,1
3,6,IGHD1-1*01,2
8,2,IGHD3-22*01,1
6,11,IGHD3-10*01,8
1,1,IGHD6-19*01,9
4,9,IGHD5-24*01,1
13,5,IGHD3/OR15-3b*01,1
5,13,IGHD3-3*01,2
9,1,IGHD5-12*01,2
9,4,IGHD5-12*01,4
9,18,IGHD3-16*02,4
24,1,IGHD3-16*01,2
8,6,IGHD2-2*03,2
4,9,IGHD3-9*01,3
8,12,IGHD3-10*01,2
7,7,IGHD6-6*01,2
19,4,IGHD3/OR15-3b*01,4
9,10,IGHD3-10*01,8
7,4,IGHD1/OR15-1b*01,1
13,5,IGHD3-10*02,1
4,15,IGHD3-16*02,2
10,7,IGHD3-16*02,5
0,2,IGHD4-23*01,1
15,12,IGHD3-16*02,4
6,3,IGHD5-12*01,1
12,0,IGHD2-2*03,2
5,15,IGHD3-10*01,1
7,3,IGHD1/OR15-1b*01,1
6,11,IGHD5-5*01,1
6,11,IGHD3-3*01,1
2,6,IGHD1-1*01,2
12,4,IGHD3-16*01,1
1,2,IGHD2-21*01,3
24,1,IGHD2/OR15-2b*01,1
11,0,IGHD2-2*03,3
0,16,IGHD3-9*01,1
1,21,IGHD3-16*02,3
2,11,IGHD5-5*01,2
2,6,IGHD3/OR15-3b*01,1
2,5,IGHD1-26*01,1
3,3,IGHD5/OR15-5b*01,1
7,6,IGHD6-19*01,3
11,7,IGHD3-10*02,3
3,12,IGHD5-24*01,2
10,3,IGHD3-22*01,13
0,3,IGHD6-19*01,11
3,14,IGHD3-9*01,1
16,9,IGHD2-15*01,1
2,1,IGHD1-1*01,1
2,5,IGHD3/OR15-3b*01,1
5,5,IGHD3-10*01,4
9,4,IGHD3-22*01,2
3,4,IGHD5-5*01,1
0,7,IGHD5-12*01,3
9,2,IGHD2-2*03,1
2,3,IGHD2-21*02,3
7,6,IGHD2-2*03,5
3,3,IGHD3-3*02,1
2,8,IGHD6-13*01,1
3,2,IGHD3-3*01,8
13,1,IGHD2-2*03,1
4,0,IGHD3-16*02,1
6,3,IGHD4-17*01,1
0,22,IGHD2-8*02,1
11,1,IGHD3/OR15-3b*01,1
8,5,IGHD2-2*03,2
4,2,IGHD7-27*01,1
0,9,IGHD5/OR15-5b*01,6
0,0,IGHD1-14*01,5
6,2,IGHD4-23*01,3
6,1,IGHD2-2*02,4
2,9,IGHD5-5*01,1
16,2,IGHD3/OR15-3b*01,1
3,3,IGHD3-9*01,5
8,9,IGHD3-16*02,1
2,5,IGHD5-24*01,1
0,4,IGHD5/OR15-5b*01,4
16,7,IGHD2-2*03,1
0,9,IGHD3-10*01,13
29,0,IGHD3-16*01,1
7,0,IGHD3-22*01,6
16,0,IGHD3/OR15-3b*01,2
8,2,IGHD3-10*01,4
4,3,IGHD1-26*01,8
3,1,IGHD5-24*01,11
1,4,IGHD2-15*01,6
7,0,IGHD3-16*02,2
6,1,IGHD5-24*01,2
20,0,IGHD2-15*01,10
3,3,IGHD4-23*01,1
6,13,IGHD3-3*02,1
5,0,IGHD5-24*01,5
3,6,IGHD5/OR15-5b*01,1
3,6,IGHD2-2*03,6
6,5,IGHD2-21*01,3
0,1,IGHD1/OR15-1b*01,1
2,1,IGHD2-15*01,9
7,2,IGHD3-9*01,1
9,8,IGHD3-10*01,1
20,1,IGHD2/OR15-2b*01,1
11,10,IGHD2-2*03,2
5,13,IGHD3-10*01,3
0,0,IGHD2-8*01,3
4,1,IGHD3-22*01,1
7,6,IGHD6-13*01,3
3,7,IGHD3-16*02,2
3,0,IGHD2-2*02,2
1,2,IGHD6-25*01,1
22,3,IGHD2/OR15-2b*01,1
3,9,IGHD3-9*01,1
0,0,IGHD1-26*01,2
5,2,IGHD1-26*01,12
6,0,IGHD4/OR15-4b*01,1
18,3,IGHD3-16*02,16
0,1,IGHD1-1*01,5
6,9,IGHD3-10*01,8
3,4,IGHD3-10*01,8
3,8,IGHD3-22*01,3
1,7,IGHD5-24*01,2
9,9,IGHD3-10*01,1
3,6,IGHD3-9*01,3
13,11,IGHD3-16*02,1
11,7,IGHD2-15*01,3
6,2,IGHD2-2*03,3
9,7,IGHD3-16*02,8
3,6,IGHD3-16*02,1
0,9,IGHD3-22*01,9
1,6,IGHD5-24*01,3
3,5,IGHD2-2*03,7
10,11,IGHD3-22*01,2
5,1,IGHD2-2*02,16
7,5,IGHD3-22*01,2
2,12,IGHD2-8*01,1
1,14,IGHD3/OR15-3b*01,1
3,5,IGHD5-5*01,1
1,1,IGHD2-2*03,8
4,5,IGHD6-19*01,14
1,1,IGHD6-6*01,1
1,0,IGHD3-16*02,2
13,4,IGHD2-15*01,3
2,5,IGHD3-3*01,3
5,7,IGHD3-3*01,1
5,0,IGHD6-25*01,3
7,5,IGHD2-2*03,4
16,6,IGHD3-9*01,1
10,15,IGHD3-10*01,2
11,10,IGHD3/OR15-3b*01,136
2,15,IGHD2-21*02,2
8,4,IGHD5-24*01,3
7,0,IGHD5/OR15-5b*01,2
17,0,IGHD2-21*01,4
6,6,IGHD1-14*01,4
12,1,IGHD6-6*01,2
10,2,IGHD6-6*01,1
