d_3p_del,d_5p_del,d_gene,count
4,13,IGHD3-16*02,2
4,8,IGHD2-8*02,1
13,3,IGHD3/OR15-3b*01,1
10,14,IGHD2-15*01,4
1,7,IGHD4-4*01,1
1,3,IGHD6-19*01,97
6,7,IGHD5/OR15-5b*01,1
13,8,IGHD2-8*02,4
22,1,IGHD2/OR15-2b*01,7
5,1,IGHD5-12*01,11
10,5,IGHD3-10*01,67
0,1,IGHD4-23*01,143
14,2,IGHD2-21*02,5
6,9,IGHD2-2*03,7
6,8,IGHD3-16*02,2
0,10,IGHD1-7*01,1
12,7,IGHD3-22*01,8
4,4,IGHD2-2*03,19
11,2,IGHD2-8*01,1
0,7,IGHD3-16*02,7
2,3,IGHD6-19*01,58
0,5,IGHD1-26*01,222
1,20,IGHD2-2*03,1
10,7,IGHD2-2*03,36
3,6,IGHD3-3*01,19
6,0,IGHD1-1*01,23
0,0,IGHD1-1*01,65
2,6,IGHD3-10*01,67
0,2,IGHD4/OR15-4b*01,25
10,11,IGHD2-15*01,3
18,1,IGHD3-10*02,1
2,12,IGHD3-22*01,3
5,16,IGHD2-2*03,21
0,7,IGHD4-17*01,68
1,3,IGHD1-14*01,2
0,11,IGHD2/OR15-2b*01,8
8,9,IGHD2-2*03,2
6,3,IGHD6-13*01,20
11,11,IGHD2-8*02,1
4,10,IGHD3-16*02,2
4,2,IGHD1-14*01,27
1,8,IGHD2-21*02,27
24,2,IGHD3-16*02,1
4,4,IGHD5-24*01,15
4,12,IGHD2-8*01,2
13,1,IGHD5-24*01,1
2,7,IGHD6-25*01,1
7,0,IGHD5-5*01,9
6,1,IGHD5-12*01,4
8,1,IGHD1-26*01,1
14,1,IGHD5/OR15-5b*01,1
3,10,IGHD3-22*01,27
4,6,IGHD2-8*01,10
9,9,IGHD3-10*02,1
2,0,IGHD2-2*01,25
4,13,IGHD3-22*01,11
9,3,IGHD5-12*01,11
16,6,IGHD3-22*01,3
2,8,IGHD2-2*02,32
5,14,IGHD3/OR15-3b*01,10
4,2,IGHD6-25*01,11
17,0,IGHD2-2*02,1
14,6,IGHD3-22*01,3
4,1,IGHD3-22*01,50
1,10,IGHD6-13*01,4
1,7,IGHD2-8*02,1
6,3,IGHD3-10*01,81
3,3,IGHD1-26*01,74
11,12,IGHD3/OR15-3b*01,2
15,2,IGHD3-10*01,1
5,6,IGHD4-17*01,2
4,8,IGHD3-10*01,29
2,3,IGHD5-12*01,18
13,6,IGHD3-3*01,23
5,11,IGHD3/OR15-3b*01,3
7,8,IGHD3-10*01,164
2,12,IGHD2-15*01,1
0,11,IGHD1-14*01,1
0,9,IGHD5-5*01,11
5,7,IGHD3-9*01,66
1,7,IGHD1-7*01,57
10,3,IGHD2-2*03,14
3,4,IGHD4-17*01,25
13,0,IGHD3-9*01,6
7,6,IGHD2-15*01,19
23,3,IGHD3-16*02,2
3,0,IGHD7-27*01,9
1,1,IGHD2-2*02,30
1,14,IGHD2-15*01,31
9,1,IGHD6-19*01,3
18,12,IGHD3-16*02,1
0,20,IGHD2/OR15-2b*01,9
4,3,IGHD3-22*01,67
4,6,IGHD5/OR15-5b*01,2
4,0,IGHD6-6*01,38
0,7,IGHD2-15*01,107
13,1,IGHD3-3*01,2
10,8,IGHD3-9*01,3
4,2,IGHD2-2*03,7
2,3,IGHD2-2*02,10
7,3,IGHD6-6*01,69
3,3,IGHD3-10*01,285
3,4,IGHD5/OR15-5b*01,8
9,12,IGHD2-21*02,1
2,9,IGHD2-15*01,4
4,14,IGHD3-16*01,1
6,14,IGHD2-2*03,66
11,1,IGHD3-3*01,12
16,14,IGHD3-16*02,5
6,6,IGHD5-12*01,5
8,13,IGHD3/OR15-3b*01,7
3,8,IGHD3-9*01,8
2,4,IGHD5-12*01,5
12,4,IGHD2-15*01,2
3,0,IGHD3/OR15-3b*01,2
5,7,IGHD2/OR15-2b*01,2
10,6,IGHD2-8*02,3
14,0,IGHD3-9*01,10
0,2,IGHD1-1*01,79
1,3,IGHD6-13*01,73
3,6,IGHD6-6*01,14
4,7,IGHD3-3*02,5
4,10,IGHD3-10*01,85
1,8,IGHD6-19*01,32
8,10,IGHD2-15*01,1
10,10,IGHD3-10*01,192
10,10,IGHD2-8*01,6
2,0,IGHD6-13*01,78
0,5,IGHD3-10*02,1
11,17,IGHD3-16*02,28
0,7,IGHD3-10*01,49
10,1,IGHD4/OR15-4b*01,20
11,11,IGHD3-16*02,15
3,16,IGHD2/OR15-2b*01,2
3,1,IGHD3-9*01,28
4,7,IGHD2-2*03,65
7,1,IGHD3-16*01,2
10,12,IGHD3-16*02,12
10,6,IGHD3-10*02,2
2,8,IGHD2-21*02,4
6,5,IGHD2-8*02,2
9,9,IGHD3-9*01,4
11,11,IGHD3-22*01,2
0,22,IGHD3-22*01,2
10,10,IGHD2-2*03,28
5,14,IGHD2-2*03,22
0,4,IGHD3-10*01,72
12,1,IGHD2-15*01,1
1,21,IGHD3/OR15-3b*01,1
5,10,IGHD2-15*01,1
9,6,IGHD3-3*02,1
2,3,IGHD6-13*01,35
3,11,IGHD6-19*01,5
3,14,IGHD3-22*01,5
6,14,IGHD2-15*01,6
9,11,IGHD3-22*01,12
5,2,IGHD1-1*01,7
2,17,IGHD2-2*02,38
3,8,IGHD1-26*01,43
5,3,IGHD5-24*01,57
8,3,IGHD3-3*01,25
4,11,IGHD5-12*01,10
7,10,IGHD3-22*01,18
2,12,IGHD3-16*02,1
4,5,IGHD2-2*03,20
8,0,IGHD3-9*01,45
6,2,IGHD5-24*01,12
6,10,IGHD3-3*02,4
6,2,IGHD1-14*01,2
8,4,IGHD3-16*01,3
10,11,IGHD3/OR15-3b*01,141
0,2,IGHD6-25*01,12
0,7,IGHD6-6*01,73
19,0,IGHD3/OR15-3b*01,5
13,0,IGHD3-10*02,1
2,0,IGHD1-1*01,12
1,9,IGHD1-26*01,5
14,2,IGHD2-2*03,1
13,11,IGHD3/OR15-3b*01,3
3,4,IGHD4-4*01,5
6,12,IGHD2/OR15-2b*01,2
11,4,IGHD3-22*01,16
10,11,IGHD2-8*02,7
0,24,IGHD3-16*02,7
7,8,IGHD2-8*01,1
2,0,IGHD6-6*01,29
2,9,IGHD3-22*01,6
16,6,IGHD3-16*02,12
2,9,IGHD5/OR15-5b*01,2
18,4,IGHD3-22*01,4
20,3,IGHD3-3*01,2
10,15,IGHD3-3*02,8
13,8,IGHD3-9*01,1
1,10,IGHD6-19*01,21
2,6,IGHD2/OR15-2b*01,1
9,0,IGHD4-23*01,1
10,13,IGHD2-2*03,13
8,9,IGHD3/OR15-3b*01,2
0,6,IGHD3-3*01,27
5,2,IGHD4-23*01,5
5,12,IGHD3-9*01,12
5,8,IGHD2-21*01,4
1,15,IGHD2/OR15-2b*01,1
6,17,IGHD3-22*01,4
15,8,IGHD3-16*02,6
0,13,IGHD2-8*01,3
8,9,IGHD2-21*02,8
4,11,IGHD5/OR15-5b*01,1
9,9,IGHD2-8*02,1
18,6,IGHD3-9*01,3
12,2,IGHD6-6*01,1
9,1,IGHD4-23*01,1
3,1,IGHD2-21*01,5
11,0,IGHD2-21*02,2
3,5,IGHD6-6*01,10
2,1,IGHD3-22*01,34
12,3,IGHD3-3*01,1
0,4,IGHD4-23*01,47
5,4,IGHD3-3*01,16
7,11,IGHD2-8*01,6
0,18,IGHD2-21*01,6
0,12,IGHD1-14*01,1
2,16,IGHD2-2*03,10
4,10,IGHD2/OR15-2b*01,2
4,3,IGHD1-1*01,2
0,8,IGHD2-2*03,46
8,8,IGHD2-21*01,9
2,9,IGHD3-3*02,2
7,4,IGHD5-24*01,5
7,4,IGHD1-26*01,11
5,3,IGHD3/OR15-3b*01,2
1,4,IGHD2-8*01,10
8,11,IGHD2-21*02,1
0,8,IGHD5-5*01,5
17,7,IGHD3-3*01,7
4,4,IGHD4-4*01,3
5,5,IGHD6-13*01,8
1,2,IGHD4-23*01,13
10,1,IGHD3-10*01,38
4,11,IGHD3-16*02,1
10,14,IGHD3-16*02,4
2,4,IGHD4-23*01,1
2,7,IGHD2-15*01,27
7,4,IGHD3-9*01,25
1,1,IGHD1-20*01,3
4,2,IGHD4-17*01,11
13,11,IGHD3-9*01,6
6,9,IGHD3-3*02,7
0,1,IGHD5-5*01,86
3,0,IGHD6-19*01,260
0,12,IGHD6-19*01,43
23,5,IGHD3-16*02,1
6,4,IGHD5/OR15-5b*01,1
0,23,IGHD2-21*02,1
16,13,IGHD3-16*02,5
8,12,IGHD3-10*02,13
17,6,IGHD3-9*01,26
2,4,IGHD2-2*03,56
14,6,IGHD3-3*01,9
8,12,IGHD3-3*02,3
0,23,IGHD3-22*01,5
8,5,IGHD6-13*01,1
2,1,IGHD2-8*01,6
15,7,IGHD3-9*01,6
6,14,IGHD3/OR15-3b*01,18
2,13,IGHD3-10*02,3
14,14,IGHD3-16*02,3
6,12,IGHD3-3*02,3
1,1,IGHD5-24*01,5
16,3,IGHD3-22*01,7
2,10,IGHD2-21*02,4
13,2,IGHD2-8*02,3
14,7,IGHD2-2*03,1
3,11,IGHD6-13*01,11
8,3,IGHD1-14*01,3
10,4,IGHD3-22*01,65
5,6,IGHD3-10*02,1
6,1,IGHD1-1*01,10
1,4,IGHD6-6*01,15
4,1,IGHD3-3*01,9
4,3,IGHD3-9*01,11
22,0,IGHD3-9*01,2
2,4,IGHD6-19*01,39
5,4,IGHD2-21*01,1
0,9,IGHD6-13*01,43
12,1,IGHD3/OR15-3b*01,8
5,6,IGHD4-4*01,2
5,11,IGHD3-3*02,9
0,6,IGHD6-6*01,72
7,8,IGHD3-22*01,4
7,1,IGHD6-6*01,133
4,6,IGHD2-15*01,3
3,10,IGHD2-21*01,8
10,6,IGHD3-9*01,35
2,4,IGHD5-24*01,13
7,10,IGHD3-16*02,3
19,2,IGHD2-21*02,1
9,4,IGHD2-15*01,1
8,10,IGHD2-21*02,7
2,0,IGHD1-7*01,10
3,7,IGHD6-6*01,26
12,2,IGHD2-15*01,18
2,7,IGHD3/OR15-3b*01,5
6,2,IGHD5-12*01,15
6,8,IGHD6-13*01,6
7,0,IGHD6-19*01,107
3,5,IGHD3-16*02,2
2,8,IGHD5-12*01,91
1,0,IGHD6-25*01,16
1,14,IGHD2-2*02,12
1,4,IGHD1-26*01,12
5,8,IGHD3-16*02,1
0,24,IGHD3-22*01,3
0,9,IGHD2-21*02,6
3,3,IGHD1/OR15-1b*01,7
1,6,IGHD3-10*01,61
9,7,IGHD3-16*02,2
6,16,IGHD2-21*01,3
22,4,IGHD3-9*01,1
4,2,IGHD4-4*01,6
1,7,IGHD4-23*01,29
10,4,IGHD3-9*01,25
10,1,IGHD3-16*02,1
7,18,IGHD3-16*01,44
7,2,IGHD2-21*01,6
5,13,IGHD2/OR15-2b*01,2
12,20,IGHD3-16*02,2
5,9,IGHD3-16*02,8
1,10,IGHD4-23*01,1
17,3,IGHD3-22*01,4
11,16,IGHD3-16*02,2
9,0,IGHD5-24*01,24
17,6,IGHD3-22*01,2
6,17,IGHD3-16*02,12
0,18,IGHD3-16*02,23
0,3,IGHD5-24*01,141
3,6,IGHD3-3*02,3
6,19,IGHD3-16*02,3
10,0,IGHD3-16*02,1
3,14,IGHD3/OR15-3b*01,9
15,0,IGHD3/OR15-3b*01,1
7,0,IGHD1-14*01,2
12,4,IGHD3-22*01,12
8,1,IGHD3-22*01,57
3,17,IGHD3-3*02,4
16,7,IGHD3-10*01,4
14,0,IGHD2-8*02,2
3,1,IGHD6-25*01,11
8,5,IGHD1-14*01,1
0,1,IGHD1-7*01,8
6,8,IGHD2-21*01,2
5,5,IGHD6-19*01,10
0,13,IGHD2-15*01,12
19,4,IGHD3-16*02,1
1,1,IGHD4-17*01,51
10,13,IGHD3/OR15-3b*01,25
20,4,IGHD3-9*01,1
0,21,IGHD3-16*01,8
9,2,IGHD2-2*03,4
2,13,IGHD3-9*01,1
14,7,IGHD3/OR15-3b*01,1
3,7,IGHD5-12*01,11
4,17,IGHD2/OR15-2b*01,2
10,0,IGHD3-3*02,2
13,7,IGHD2-2*03,5
0,16,IGHD2-8*02,66
6,7,IGHD3-3*01,43
1,8,IGHD6-6*01,11
4,1,IGHD6-13*01,18
6,17,IGHD3-3*02,1
6,12,IGHD3-9*01,2
10,16,IGHD3/OR15-3b*01,3
14,3,IGHD3-3*01,24
13,0,IGHD6-25*01,1
0,9,IGHD1-14*01,11
5,9,IGHD3-3*02,3
12,12,IGHD2-8*01,1
10,1,IGHD3-3*02,1
6,16,IGHD2/OR15-2b*01,1
4,10,IGHD2-8*01,144
0,12,IGHD6-13*01,7
0,6,IGHD1-26*01,294
5,6,IGHD1-26*01,67
3,16,IGHD2-15*01,4
4,0,IGHD1-1*01,9
8,8,IGHD3-16*01,3
6,2,IGHD1-1*01,5
0,18,IGHD2-2*02,6
0,2,IGHD1-7*01,9
6,1,IGHD2-21*02,28
11,14,IGHD2-2*03,2
12,13,IGHD3-16*02,19
3,4,IGHD2-21*02,2
8,2,IGHD5-5*01,29
1,11,IGHD2-2*02,67
2,7,IGHD6-6*01,2
7,2,IGHD2-8*01,1
12,2,IGHD2/OR15-2b*01,2
12,3,IGHD3-10*01,235
0,9,IGHD6-19*01,48
13,4,IGHD3-10*02,2
13,2,IGHD3-16*02,4
3,2,IGHD4-4*01,6
3,17,IGHD3-16*02,22
13,8,IGHD3-16*02,1
9,4,IGHD5-24*01,1
1,12,IGHD3/OR15-3b*01,1
10,0,IGHD5-12*01,50
10,6,IGHD2/OR15-2b*01,1
12,2,IGHD2-2*03,1
0,2,IGHD1-20*01,24
3,4,IGHD3-3*02,3
6,7,IGHD1-14*01,2
17,12,IGHD3-16*02,8
2,2,IGHD5/OR15-5b*01,13
7,10,IGHD3-9*01,11
4,8,IGHD5/OR15-5b*01,2
14,5,IGHD3-3*01,9
3,2,IGHD6-25*01,6
1,2,IGHD6-13*01,60
3,7,IGHD4-17*01,2
5,3,IGHD3-3*02,1
7,0,IGHD6-13*01,20
7,7,IGHD3-10*02,1
6,9,IGHD3-22*01,11
7,7,IGHD5-24*01,1
10,0,IGHD4/OR15-4b*01,55
0,10,IGHD3-9*01,8
0,13,IGHD3-10*02,24
5,8,IGHD3-22*01,35
11,0,IGHD1-26*01,2
2,4,IGHD7-27*01,6
16,8,IGHD3-10*01,1
6,9,IGHD3-16*02,6
5,2,IGHD3-10*01,94
0,3,IGHD4-4*01,89
14,5,IGHD2-15*01,1
10,1,IGHD3-22*01,123
3,1,IGHD3-22*01,75
5,9,IGHD3-22*01,48
4,11,IGHD3-3*02,8
2,1,IGHD2-21*01,10
1,10,IGHD2-21*02,16
6,2,IGHD5-5*01,38
17,6,IGHD3-16*02,2
6,11,IGHD3-3*02,7
0,7,IGHD1/OR15-1b*01,7
11,1,IGHD4-23*01,15
0,10,IGHD3-3*02,18
0,3,IGHD3-10*01,60
8,10,IGHD2-2*03,4
10,8,IGHD2-21*02,17
10,3,IGHD4-23*01,8
6,5,IGHD2-15*01,148
7,15,IGHD3-16*01,26
12,4,IGHD3-16*02,8
10,0,IGHD2-21*02,1
14,11,IGHD3-9*01,1
2,6,IGHD2-8*01,1
10,1,IGHD5-5*01,1
5,0,IGHD3-16*02,1
4,4,IGHD6-13*01,9
0,10,IGHD6-25*01,54
7,4,IGHD6-13*01,8
7,6,IGHD1-26*01,50
2,6,IGHD5-24*01,12
11,3,IGHD3-3*01,18
3,2,IGHD5/OR15-5b*01,1
1,21,IGHD3-16*01,5
3,1,IGHD4/OR15-4b*01,13
10,0,IGHD5-24*01,14
5,17,IGHD3-16*01,24
14,16,IGHD3-16*02,11
4,7,IGHD3-10*02,1
6,5,IGHD3-3*01,52
7,17,IGHD3-16*02,29
12,3,IGHD3-22*01,21
8,7,IGHD2-21*02,4
1,4,IGHD4/OR15-4b*01,16
14,8,IGHD3-10*01,5
0,14,IGHD2-2*02,6
8,13,IGHD3-10*02,8
9,10,IGHD6-19*01,1
17,3,IGHD2-2*03,1
0,8,IGHD2-15*01,30
3,3,IGHD3-3*01,24
1,0,IGHD1-20*01,2
5,5,IGHD3-3*01,36
0,1,IGHD5-24*01,14
11,5,IGHD2-2*03,4
17,1,IGHD5/OR15-5b*01,1
6,5,IGHD2-2*03,129
3,7,IGHD2-8*01,2
3,4,IGHD6-25*01,2
0,13,IGHD3-16*02,14
6,13,IGHD2/OR15-2b*01,4
10,6,IGHD2-15*01,21
15,0,IGHD3-10*01,5
5,0,IGHD3-10*02,3
10,7,IGHD3-10*01,91
5,4,IGHD3-22*01,48
2,5,IGHD2-15*01,8
7,14,IGHD3-22*01,16
1,0,IGHD1-1*01,7
0,11,IGHD1/OR15-1b*01,11
11,13,IGHD2-2*03,1
17,9,IGHD3-16*02,3
2,2,IGHD3-9*01,6
6,10,IGHD3-22*01,99
7,8,IGHD2-21*01,8
4,9,IGHD6-19*01,2
15,2,IGHD5/OR15-5b*01,1
2,3,IGHD3-9*01,11
3,12,IGHD3-3*02,15
9,5,IGHD2-8*02,1
12,5,IGHD3-9*01,19
7,7,IGHD2-15*01,5
12,11,IGHD3-22*01,3
14,8,IGHD2-2*03,2
10,10,IGHD3/OR15-3b*01,15
18,5,IGHD3-9*01,4
15,5,IGHD3-16*02,5
14,1,IGHD3-3*01,3
4,4,IGHD5-5*01,64
7,3,IGHD1-26*01,4
7,3,IGHD3-3*02,1
5,8,IGHD5/OR15-5b*01,5
4,14,IGHD2-8*02,3
2,12,IGHD3-9*01,3
13,6,IGHD3-9*01,15
6,21,IGHD2-2*03,1
4,9,IGHD2-2*03,4
16,10,IGHD2-8*01,1
6,16,IGHD3-22*01,7
3,0,IGHD5-24*01,35
4,2,IGHD1/OR15-1b*01,5
0,7,IGHD1-14*01,111
1,5,IGHD3-16*02,1
7,2,IGHD3-22*01,20
14,0,IGHD3/OR15-3b*01,1
12,0,IGHD3-10*02,6
3,1,IGHD5/OR15-5b*01,21
6,17,IGHD2/OR15-2b*01,11
1,2,IGHD4-17*01,66
4,7,IGHD3-16*02,6
2,8,IGHD1-7*01,6
8,15,IGHD2/OR15-2b*01,1
0,14,IGHD6-6*01,29
7,12,IGHD2-21*01,1
20,0,IGHD2-8*02,52
6,5,IGHD2-21*02,18
7,2,IGHD4-23*01,7
10,0,IGHD6-25*01,2
2,8,IGHD6-25*01,6
3,0,IGHD3-22*01,143
9,11,IGHD2-2*03,12
12,14,IGHD3-16*02,11
8,7,IGHD5-12*01,9
3,1,IGHD3-16*02,1
8,2,IGHD7-27*01,4
8,6,IGHD2/OR15-2b*01,6
2,3,IGHD6-6*01,10
0,12,IGHD2-15*01,32
5,6,IGHD5-12*01,9
6,14,IGHD3-22*01,3
6,11,IGHD3-22*01,6
5,13,IGHD3-10*02,51
13,6,IGHD3-16*02,25
3,1,IGHD3-3*02,1
4,13,IGHD2-21*02,7
13,5,IGHD3-3*01,8
2,3,IGHD1-1*01,2
6,2,IGHD1-26*01,15
0,9,IGHD1/OR15-1b*01,145
3,3,IGHD6-6*01,10
6,7,IGHD2-21*02,27
1,9,IGHD1-7*01,1
0,6,IGHD2-21*02,15
10,2,IGHD4/OR15-4b*01,5
4,4,IGHD5-12*01,9
3,6,IGHD2-2*03,41
0,10,IGHD4/OR15-4b*01,13
2,5,IGHD4-4*01,7
3,0,IGHD6-13*01,282
19,0,IGHD3-10*01,3
3,7,IGHD1-26*01,67
0,12,IGHD5/OR15-5b*01,1
11,1,IGHD2-15*01,5
9,6,IGHD2-8*02,4
4,9,IGHD2-21*02,5
2,10,IGHD6-25*01,3
0,14,IGHD2/OR15-2b*01,1
2,2,IGHD1-20*01,5
7,1,IGHD4-4*01,8
2,9,IGHD1-14*01,1
18,0,IGHD3-10*01,2
10,8,IGHD2-2*03,25
6,15,IGHD2-2*03,30
5,3,IGHD2-21*01,2
3,12,IGHD3-22*01,7
6,11,IGHD2-8*02,6
7,5,IGHD1-26*01,50
4,5,IGHD1-14*01,1
6,0,IGHD5-12*01,11
3,12,IGHD3-16*02,30
6,2,IGHD6-19*01,19
8,6,IGHD3-3*01,43
3,18,IGHD3-16*02,2
0,6,IGHD3-3*02,2
13,7,IGHD3-9*01,5
7,1,IGHD2-8*02,4
13,10,IGHD2-8*02,6
3,6,IGHD1/OR15-1b*01,2
11,10,IGHD3-22*01,8
7,5,IGHD3-9*01,14
19,1,IGHD3-10*01,2
2,18,IGHD3-10*02,1
5,17,IGHD2-2*03,7
16,1,IGHD3-10*01,5
21,2,IGHD3-22*01,1
0,16,IGHD6-6*01,2
10,12,IGHD3-22*01,4
1,2,IGHD4-4*01,3
2,0,IGHD4/OR15-4b*01,8
9,0,IGHD3-10*01,237
0,20,IGHD2-15*01,42
3,1,IGHD3-10*01,124
19,5,IGHD3-3*01,4
10,7,IGHD3/OR15-3b*01,35
13,1,IGHD6-25*01,1
0,8,IGHD6-13*01,162
22,3,IGHD3-22*01,1
1,13,IGHD3-22*01,1
7,10,IGHD2-8*01,3
3,4,IGHD6-6*01,10
0,5,IGHD7-27*01,5
21,6,IGHD3-9*01,3
0,8,IGHD2-8*02,8
8,8,IGHD5/OR15-5b*01,1
14,11,IGHD3-16*02,5
10,3,IGHD3-3*01,27
13,3,IGHD3-22*01,21
0,17,IGHD3-9*01,5
2,10,IGHD2-15*01,1
4,16,IGHD3/OR15-3b*01,1
5,0,IGHD5-5*01,51
15,10,IGHD3-9*01,1
3,13,IGHD2-2*03,32
8,5,IGHD5-24*01,8
3,9,IGHD3-9*01,5
2,5,IGHD5/OR15-5b*01,12
0,6,IGHD6-19*01,319
23,7,IGHD3-16*02,1
8,4,IGHD3/OR15-3b*01,1
7,11,IGHD2-15*01,6
0,20,IGHD2-2*03,2
0,1,IGHD2-21*02,28
5,14,IGHD3-16*02,2
6,2,IGHD2-2*03,50
1,1,IGHD4-4*01,6
4,6,IGHD5-12*01,11
4,1,IGHD6-19*01,26
8,1,IGHD2-2*03,10
7,0,IGHD3-3*01,38
9,16,IGHD2-2*03,13
7,9,IGHD3-10*01,19
1,3,IGHD2-21*01,3
9,10,IGHD3-10*02,1
5,14,IGHD3-22*01,12
6,4,IGHD2-21*01,2
11,6,IGHD3-22*01,13
12,4,IGHD3-3*02,1
5,0,IGHD6-19*01,64
14,4,IGHD3-22*01,2
2,14,IGHD2-2*02,14
2,13,IGHD2-15*01,8
2,10,IGHD3-22*01,18
0,10,IGHD1-20*01,5
12,6,IGHD3-16*02,5
6,11,IGHD3-16*02,5
8,2,IGHD5-12*01,25
7,4,IGHD2-15*01,21
1,11,IGHD2-15*01,6
10,2,IGHD4-23*01,21
5,2,IGHD3-22*01,193
13,8,IGHD2-2*03,2
10,3,IGHD3/OR15-3b*01,3
1,8,IGHD1-7*01,1
0,21,IGHD2-21*02,3
12,6,IGHD3-22*01,23
2,4,IGHD3-3*01,12
5,2,IGHD3-16*02,1
3,6,IGHD6-13*01,291
3,14,IGHD2-2*03,32
0,18,IGHD2-2*03,1
6,7,IGHD4-23*01,1
12,9,IGHD3-10*01,76
12,5,IGHD3-22*01,4
7,5,IGHD3-10*02,3
2,11,IGHD3-9*01,12
5,3,IGHD3-16*02,5
2,0,IGHD2-21*02,4
5,3,IGHD5/OR15-5b*01,2
18,7,IGHD3-16*02,2
1,18,IGHD2-2*02,14
12,2,IGHD3-3*02,3
0,3,IGHD3-16*02,4
12,0,IGHD2-15*01,3
8,0,IGHD3-10*01,134
0,13,IGHD2/OR15-2b*01,11
7,11,IGHD2-8*02,1
2,4,IGHD2-21*01,2
2,1,IGHD2-2*03,55
13,1,IGHD3-22*01,9
7,0,IGHD4-23*01,56
13,5,IGHD2-8*02,3
0,17,IGHD2-21*02,1
8,0,IGHD4-4*01,27
1,9,IGHD2-21*02,8
9,1,IGHD3-3*01,19
0,8,IGHD1-20*01,15
1,3,IGHD1/OR15-1b*01,2
12,15,IGHD3-16*02,4
6,10,IGHD2-21*01,7
0,5,IGHD4/OR15-4b*01,6
1,13,IGHD3/OR15-3b*01,1
21,3,IGHD3-9*01,3
1,8,IGHD2-8*01,6
8,8,IGHD2-2*03,3
4,2,IGHD3-10*01,18
0,1,IGHD6-19*01,141
5,3,IGHD5-12*01,28
1,7,IGHD2-2*03,9
4,1,IGHD2-21*02,8
2,2,IGHD4-4*01,2
5,16,IGHD3-16*02,6
0,3,IGHD6-25*01,25
3,2,IGHD4-17*01,17
14,0,IGHD2-21*02,16
5,0,IGHD2-21*02,10
1,16,IGHD3-3*02,5
21,0,IGHD2-8*02,5
13,9,IGHD2-15*01,6
0,3,IGHD2-21*01,2
4,0,IGHD4-17*01,20
2,18,IGHD3-16*01,4
7,0,IGHD5/OR15-5b*01,7
1,12,IGHD2-2*03,13
9,3,IGHD3-10*02,2
6,0,IGHD6-19*01,56
1,14,IGHD3-10*02,3
2,8,IGHD2-15*01,1
12,6,IGHD2-2*03,9
1,6,IGHD2-8*01,2
16,2,IGHD5/OR15-5b*01,1
6,2,IGHD2-15*01,31
4,7,IGHD6-25*01,6
11,10,IGHD3-10*02,4
1,17,IGHD2-21*01,10
3,7,IGHD1/OR15-1b*01,6
11,10,IGHD3-3*02,9
0,7,IGHD2-8*01,1
11,1,IGHD2-21*02,13
15,9,IGHD3-16*02,40
2,8,IGHD1-20*01,4
5,0,IGHD6-13*01,59
1,0,IGHD3-9*01,6
0,5,IGHD4-17*01,140
10,1,IGHD3-9*01,50
3,17,IGHD3-22*01,4
13,1,IGHD2-21*02,11
5,9,IGHD3-9*01,17
20,3,IGHD2-8*02,5
6,0,IGHD5-5*01,65
1,3,IGHD4-17*01,69
15,9,IGHD3/OR15-3b*01,2
0,13,IGHD3-3*02,11
17,0,IGHD3-3*01,4
13,15,IGHD2/OR15-2b*01,1
1,0,IGHD2-8*01,3
17,5,IGHD3/OR15-3b*01,3
3,3,IGHD5-12*01,13
4,16,IGHD2-2*03,40
1,24,IGHD3-16*02,1
5,16,IGHD3-22*01,3
4,10,IGHD3-10*02,7
13,5,IGHD2-15*01,1
6,17,IGHD3/OR15-3b*01,17
21,9,IGHD3-16*02,1
6,7,IGHD2-2*03,121
7,8,IGHD3-9*01,1
2,6,IGHD1-7*01,4
16,15,IGHD3-16*02,2
10,4,IGHD3-10*01,97
1,0,IGHD1-14*01,4
3,0,IGHD5-5*01,168
15,7,IGHD3-10*01,14
10,1,IGHD4-23*01,40
0,3,IGHD2/OR15-2b*01,1
2,0,IGHD5-5*01,74
6,1,IGHD1-26*01,49
4,0,IGHD5-24*01,38
6,7,IGHD3-16*02,44
3,6,IGHD6-19*01,204
5,8,IGHD5-12*01,40
24,0,IGHD2/OR15-2b*01,14
5,1,IGHD4-4*01,44
7,7,IGHD6-13*01,25
9,2,IGHD1-26*01,1
2,5,IGHD6-6*01,2
3,1,IGHD5-12*01,2
2,2,IGHD6-25*01,4
4,11,IGHD3/OR15-3b*01,2
8,1,IGHD5-12*01,5
14,18,IGHD3-16*02,2
12,5,IGHD3-16*02,6
3,12,IGHD6-19*01,19
6,6,IGHD3-16*02,16
4,0,IGHD2-2*03,6
19,1,IGHD2/OR15-2b*01,8
16,10,IGHD3-10*01,1
5,3,IGHD3-22*01,210
0,17,IGHD3-22*01,19
0,2,IGHD4-4*01,82
5,2,IGHD6-19*01,16
6,20,IGHD3-16*02,3
0,5,IGHD5-12*01,23
0,1,IGHD4-17*01,400
1,9,IGHD5-5*01,3
7,4,IGHD6-6*01,13
1,3,IGHD3-3*01,19
0,4,IGHD1-20*01,21
1,12,IGHD6-6*01,8
8,18,IGHD3-16*01,52
5,3,IGHD1-26*01,7
7,18,IGHD2-15*01,2
0,4,IGHD1-14*01,4
7,10,IGHD2-21*02,17
14,3,IGHD3-10*01,33
7,7,IGHD2-21*02,48
8,17,IGHD2/OR15-2b*01,4
0,14,IGHD3-10*02,55
2,4,IGHD3/OR15-3b*01,3
12,13,IGHD3-22*01,2
