bin_low_edge,contents,binlabel,error
-0.01,0.0,,0.0
0.0,0.47867803837953093,,0.013042465745204384
0.01,0.0,,0.0
0.02,0.015280739161336177,,0.0023302908757292114
0.03,0.0906183368869936,,0.005674740377637282
0.04,0.06645344705046198,,0.004859557331619525
0.05,0.06538734896943853,,0.004820419319918457
0.06,0.05685856432125089,,0.004495064193558464
0.07,0.026652452025586353,,0.0030775600703071737
0.08,0.03660270078180526,,0.0036065712740199784
0.09,0.011371712864250177,,0.0020102538200043995
0.1,0.032693674484719264,,0.0034085511892769857
0.11,0.030206112295664535,,0.0032763128846101234
0.12,0.02736318407960199,,0.003118324231482631
0.13,0.010660980810234541,,0.0019464198916317203
0.14,0.007107320540156361,,0.0015892451865670149
0.15,0.006396588486140725,,0.0015076903650032994
0.16,0.00923951670220327,,0.0018120183061808048
0.17,0.004975124378109453,,0.0013296579199623103
0.18,0.00923951670220327,,0.0018120183061808048
0.19,0.0017768301350390902,,0.0007946225932835074
0.2,0.0035536602700781805,,0.001123766048389616
0.21,0.0,,0.0
0.22,0.0010660980810234541,,0.0006155120140614347
0.23,0.0035536602700781805,,0.001123766048389616
0.24,0.0,,0.0
0.25,0.00035536602700781805,,0.00035536602700781805
0.26,0.00035536602700781805,,0.00035536602700781805
0.27,0.0,,0.0
0.28,0.0,,0.0
0.29,0.0,,0.0
0.3,0.0031982942430703624,,0.0010660980810234541
0.31,0.0,,0.0
0.32,0.0,,0.0
0.33,0.00035536602700781805,,0.00035536602700781805
0.34,0.0,,0.0
0.35000000000000003,0.0,,0.0
0.36,0.0,,0.0
0.37,0.0,,0.0
0.38,0.0,,0.0
0.39,0.0,,0.0
0.4,0.0,,0.0
