bin_low_edge,contents,binlabel,error
-0.01,0.0,,0.0
0.0,0.06716417910447761,,0.004885475154537143
0.01,0.1730632551528074,,0.007842244666209634
0.02,0.1282871357498223,,0.006751954513148543
0.03,0.12224591329068941,,0.006591057921461055
0.04,0.09381663113006397,,0.005774014502228828
0.05,0.08919687277896234,,0.005630056687190781
0.06,0.07036247334754797,,0.005000443240749925
0.07,0.06432125088841507,,0.004780960926465426
0.08,0.045131485429992894,,0.004004771737592268
0.09,0.030206112295664535,,0.0032763128846101234
0.1,0.02700781805259417,,0.0030980091993892496
0.11,0.021321961620469083,,0.002752653408818349
0.12,0.01954513148542999,,0.002635464991860577
0.13,0.013859275053304905,,0.002219260127362615
0.14,0.009594882729211088,,0.0018465360421843042
0.15,0.005685856432125089,,0.0014214641080312722
0.16,0.0014214641080312722,,0.0007107320540156361
0.17,0.0039090262970859985,,0.0011786157748242358
0.18,0.0017768301350390902,,0.0007946225932835074
0.19,0.0021321961620469083,,0.0008704654380892601
0.2,0.0028429282160625444,,0.0010051269100021997
0.21,0.0039090262970859985,,0.0011786157748242358
0.22,0.0017768301350390902,,0.0007946225932835074
0.23,0.0010660980810234541,,0.0006155120140614347
0.24,0.00035536602700781805,,0.00035536602700781805
0.25,0.0,,0.0
0.26,0.0,,0.0
0.27,0.0,,0.0
0.28,0.0,,0.0
0.29,0.0,,0.0
0.3,0.0,,0.0
0.31,0.0,,0.0
0.32,0.0,,0.0
0.33,0.0,,0.0
0.34,0.0,,0.0
0.35000000000000003,0.0,,0.0
0.36,0.0,,0.0
0.37,0.0,,0.0
0.38,0.0,,0.0
0.39,0.0,,0.0
0.4,0.0,,0.0
