bin_low_edge,contents,binlabel,error
-0.01,0.0,,0.0
0.0,0.5163333333333333,,0.013119112436102953
0.01,0.293,,0.009882644720249063
0.02,0.036333333333333336,,0.0034801021696368502
0.03,0.059666666666666666,,0.004459696053419884
0.04,0.011,,0.0019148542155126762
0.05,0.02,,0.0025819888974716113
0.06,0.005666666666666667,,0.0013743685418725535
0.07,0.014666666666666666,,0.0022110831935702666
0.08,0.0033333333333333335,,0.0010540925533894599
0.09,0.009666666666666667,,0.0017950549357115013
0.1,0.0026666666666666666,,0.0009428090415820634
0.11,0.008666666666666666,,0.0016996731711975948
0.12,0.0016666666666666668,,0.00074535599249993
0.13,0.0016666666666666668,,0.00074535599249993
0.14,0.006666666666666667,,0.00149071198499986
0.15,0.0006666666666666666,,0.0004714045207910317
0.16,0.002,,0.000816496580927726
0.17,0.0003333333333333333,,0.0003333333333333333
0.18,0.0,,0.0
0.19,0.0016666666666666668,,0.00074535599249993
0.2,0.001,,0.0005773502691896257
0.21,0.001,,0.0005773502691896257
0.22,0.0,,0.0
0.23,0.0003333333333333333,,0.0003333333333333333
0.24,0.0,,0.0
0.25,0.0003333333333333333,,0.0003333333333333333
0.26,0.0,,0.0
0.27,0.0003333333333333333,,0.0003333333333333333
0.28,0.0,,0.0
0.29,0.0,,0.0
0.3,0.0,,0.0
0.31,0.0006666666666666666,,0.0004714045207910317
0.32,0.0003333333333333333,,0.0003333333333333333
0.33,0.0,,0.0
0.34,0.0,,0.0
0.35000000000000003,0.0,,0.0
0.36,0.0,,0.0
0.37,0.0,,0.0
0.38,0.0,,0.0
0.39,0.0003333333333333333,,0.0003333333333333333
0.4,0.0,,0.0
